hour,lambda_system,system_net_injection_residual_mw
1,67.150000499945,5.0536931598336655e-08
2,67.15000051140348,5.053691939125418e-08
3,67.15000051887581,5.053694369914938e-08
4,67.15000052090369,5.053695867881436e-08
5,67.15000051165778,5.053700944387278e-08
6,67.15000048974512,5.0537027120408695e-08
7,67.15000045596882,5.053696494522383e-08
8,67.1500004369634,5.0536958486329516e-08
9,67.15000044721133,5.0536977494195775e-08
10,60.00000020390449,4.515588499239994e-08
11,60.000000361933836,4.5155862257667264e-08
12,60.000000401040786,4.5155685408389464e-08
13,60.00000041673465,4.515571975468389e-08
14,60.000000429339615,4.5155744188738815e-08
15,60.000000442473656,4.5155738143407337e-08
16,60.00000041966783,4.5155803483387414e-08
17,60.000000250885314,4.515583274483661e-08
18,67.15000055761409,5.0536951708561244e-08
19,67.15000048128864,5.0536961532477305e-08
20,67.15000044425759,5.053693783913672e-08
21,67.15000043493882,5.053698897888106e-08
22,67.15000044704774,5.053697392405467e-08
23,67.15000046678382,5.0536929587590585e-08
24,67.15000048326404,5.053692307561726e-08
