hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,0.0,,9.817335836390551e-09
1,N2,0.0,0.0,,9.817335836390551e-09
1,N3,0.0,0.0,,9.817335836390551e-09
1,N4,0.0,0.0,,9.817335836390551e-09
1,N5,0.0,371.25,,9.817335836390551e-09
1,N6,0.0,35.64,,9.817335836390551e-09
1,N7,0.0,0.0,,9.817335836390551e-09
1,N8,0.0,39.6,,9.817335836390551e-09
1,N9,0.0,0.0,,9.817335836390551e-09
2,N1,0.0,0.0,,9.817335836390551e-09
2,N2,0.0,0.0,,9.817335836390551e-09
2,N3,0.0,0.0,,9.817335836390551e-09
2,N4,0.0,0.0,,9.817335836390551e-09
2,N5,0.0,354.375,,9.817335836390551e-09
2,N6,0.0,34.02,,9.817335836390551e-09
2,N7,0.0,0.0,,9.817335836390551e-09
2,N8,0.0,37.8,,9.817335836390551e-09
2,N9,0.0,0.0,,9.817335836390551e-09
3,N1,0.0,0.0,,9.817335836390551e-09
3,N2,0.0,0.0,,9.817335836390551e-09
3,N3,0.0,0.0,,9.817335836390551e-09
3,N4,0.0,0.0,,9.817335836390551e-09
3,N5,0.0,343.125,,9.817335836390551e-09
3,N6,0.0,32.94,,9.817335836390551e-09
3,N7,0.0,0.0,,9.817335836390551e-09
3,N8,0.0,36.6,,9.817335836390551e-09
3,N9,0.0,0.0,,9.817335836390551e-09
4,N1,0.0,0.0,,9.817335836390551e-09
4,N2,0.0,0.0,,9.817335836390551e-09
4,N3,0.0,0.0,,9.817335836390551e-09
4,N4,0.0,0.0,,9.817335836390551e-09
4,N5,0.0,337.5,,9.817335836390551e-09
4,N6,0.0,32.4,,9.817335836390551e-09
4,N7,0.0,0.0,,9.817335836390551e-09
4,N8,0.0,36.0,,9.817335836390551e-09
4,N9,0.0,0.0,,9.817335836390551e-09
5,N1,0.0,0.0,,9.817335836390551e-09
5,N2,0.0,0.0,,9.817335836390551e-09
5,N3,0.0,0.0,,9.817335836390551e-09
5,N4,0.0,0.0,,9.817335836390551e-09
5,N5,0.0,348.75,,9.817335836390551e-09
5,N6,0.0,33.48,,9.817335836390551e-09
5,N7,0.0,0.0,,9.817335836390551e-09
5,N8,0.0,37.2,,9.817335836390551e-09
5,N9,0.0,0.0,,9.817335836390551e-09
6,N1,0.0,0.0,,9.817335836390551e-09
6,N2,0.0,0.0,,9.817335836390551e-09
6,N3,0.0,0.0,,9.817335836390551e-09
6,N4,0.0,0.0,,9.817335836390551e-09
6,N5,0.0,382.5,,9.817335836390551e-09
6,N6,0.0,36.72,,9.817335836390551e-09
6,N7,0.0,0.0,,9.817335836390551e-09
6,N8,0.0,40.8,,9.817335836390551e-09
6,N9,0.0,0.0,,9.817335836390551e-09
7,N1,0.0,0.0,,9.817335836390551e-09
7,N2,0.0,0.0,,9.817335836390551e-09
7,N3,0.0,0.0,,9.817335836390551e-09
7,N4,0.0,0.0,,9.817335836390551e-09
7,N5,0.0,450.0,,9.817335836390551e-09
7,N6,0.0,43.2,,9.817335836390551e-09
7,N7,0.0,0.0,,9.817335836390551e-09
7,N8,0.0,48.0,,9.817335836390551e-09
7,N9,0.0,0.0,,9.817335836390551e-09
8,N1,0.0,0.0,,9.817335836390551e-09
8,N2,0.0,0.0,,9.817335836390551e-09
8,N3,0.0,0.0,,9.817335836390551e-09
8,N4,0.0,0.0,,9.817335836390551e-09
8,N5,0.0,506.25,,9.817335836390551e-09
8,N6,0.0,48.6,,9.817335836390551e-09
8,N7,0.0,0.0,,9.817335836390551e-09
8,N8,0.0,54.0,,9.817335836390551e-09
8,N9,0.0,0.0,,9.817335836390551e-09
9,N1,0.0,0.0,,9.817335836390551e-09
9,N2,0.0,0.0,,9.817335836390551e-09
9,N3,0.0,0.0,,9.817335836390551e-09
9,N4,0.0,0.0,,9.817335836390551e-09
9,N5,0.0,523.125,,9.817335836390551e-09
