unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_joint_eur_per_mwh,spot_revenue_eur
I1,1,N1,6.86161643805463e-07,9.326698798882375e-07,2.465082360827745e-07,60.00000065608799,1.4790494326697564e-05
I1,1,N2,6.589640957255358e-07,9.958381828456627e-07,3.36874087120127e-07,60.00000052387325,2.021244540368694e-05
I1,1,N3,4.127355226003237e-07,1.938171336362209,1.9381709236266864,60.00000081785225,116.29025700273864
I1,1,N4,6.86161605718089e-07,9.326699739216947e-07,2.465083682036057e-07,60.000000813703004,1.4790502292800942e-05
I1,1,N5,6.780273452351583e-07,9.50200713168341e-07,2.7217336793318273e-07,60.00000117212754,1.6330402395012864e-05
I1,1,N6,4.127354750419644e-07,5.940904211740814,5.940903799005339,60.000000852156504,356.45423300290014
I1,1,N7,6.58963850531281e-07,9.958381898683894e-07,3.368743393371084e-07,60.00000081362626,2.0212460634316314e-05
I1,1,N8,4.127354791066145e-07,5.474683976063768,5.4746835633282895,60.00000085581112,328.4810184849925
I1,1,N9,4.1273549305590204e-07,3.2947754150605295,3.2947750023250366,60.000000817753595,197.6865028338163
I1,2,N1,6.861634768596749e-07,9.326734956319385e-07,2.4651001877226367e-07,60.00000064420673,1.4790601285139233e-05
I1,2,N2,6.589657922853913e-07,9.958426581264036e-07,3.368768658410123e-07,60.00000050430044,2.0212612120347888e-05
I1,2,N3,4.1273552971421496e-07,1.8061830823498084,1.8061826696142786,60.00000080113399,108.37096162385106
I1,2,N4,6.861634496441312e-07,9.326736105871602e-07,2.46510160943029e-07,60.000000794136646,1.4790609852344493e-05
I1,2,N5,6.78029208231057e-07,9.502047327868539e-07,2.7217552455579693e-07,60.00000113626449,1.63305317826112e-05
I1,2,N6,4.1273548249316534e-07,4.80040953393663,4.800409121201148,60.00000083413574,288.0245512762617
I1,2,N7,6.589655482334545e-07,9.958426613446405e-07,3.36877113111186e-07,60.00000079405345,2.0212627054169594e-05
I1,2,N8,4.127354865595142e-07,4.484532510759771,4.484532098024284,60.00000083756831,269.07192963755904
I1,2,N9,4.127355003542552e-07,2.9188775876546664,2.918877174919166,60.000000801062946,175.1326328333543
I1,3,N1,6.861739375372121e-07,9.326958210886289e-07,2.465218835514168e-07,60.00000063467327,1.479131316954586e-05
I1,3,N2,6.589754879924851e-07,9.958707345501847e-07,3.3689524655769964e-07,60.000000491976984,2.0213714959206687e-05
I1,3,N3,4.127355746095994e-07,1.2590278982965595,1.2590274855609849,60.00000079136665,75.54165013001146
I1,3,N4,6.86173914013002e-07,9.326959506757083e-07,2.465220366627063e-07,60.00000078181713,1.4791322392497528e-05
I1,3,N5,6.780397537323291e-07,9.502294490581432e-07,2.721896953258141e-07,60.00000111308076,1.6331382022517956e-05
I1,3,N6,4.127355281632955e-07,2.1860228876266223,2.1860224748910944,60.0000008234477,131.16135029354083
I1,3,N7,6.589752510763686e-07,9.95870718959331e-07,3.3689546788296247e-07,60.000000781729995,2.021372833633904e-05
I1,3,N8,4.1273553222657445e-07,2.1162573232274746,2.116256910491942,60.00000082656975,126.97541637875048
I1,3,N9,4.127355456762232e-07,1.7002459796899987,1.700245566954453,60.00000079130685,102.01473536268314
I1,4,N1,6.863567440779563e-07,9.34094840055562e-07,2.477380959776057e-07,59.98269845621689,1.4859999507142042e-05
I1,4,N2,6.591445396462629e-07,9.976037514023158e-07,3.384592117560529e-07,59.98269826795444,2.030169677477302e-05
I1,4,N3,4.1273609481124617e-07,0.17174291876771589,0.17174250603162108,59.98269855759295,10.301578968820316
I1,4,N4,6.863566907133238e-07,9.340950983721218e-07,2.4773840765879794e-07,59.982698557794734,1.4860018227785743e-05
I1,4,N5,6.782238363975301e-07,9.517655944802459e-07,2.735417580827158e-07,59.98269888362695,1.640777290717347e-05
I1,4,N6,4.1273603985376035e-07,0.18182965107029872,0.18182923833425887,59.9826985888871,10.906608397650766
I1,4,N7,6.591444941587482e-07,9.976035167342366e-07,3.384590225754884e-07,59.98269855770745,2.0301685525281822e-05
I1,4,N8,4.127360447714891e-07,0.1813221737246283,0.18132176098858355,59.98269859233219,10.876168537609104
I1,4,N9,4.1273606052145294e-07,0.1777575497332337,0.1777571369971732,59.98269855759293,10.66235276496219
I1,5,N1,6.861756934715411e-07,9.327092431640629e-07,2.465335496925218e-07,60.00000064150708,1.4792013139704324e-05
I1,5,N2,6.589787085378694e-07,9.958956423540364e-07,3.36916933816167e-07,60.00000050347809,2.0215016198600314e-05
I1,5,N3,4.127355376891659e-07,1.6960203667554659,1.696019954019928,60.000000802999445,101.76119860309876
I1,5,N4,6.86175670037317e-07,9.327093747808131e-07,2.4653370474349605e-07,60.00000079331643,1.4792022480189002e-05
I1,5,N5,6.780420534788537e-07,9.502462135837343e-07,2.7220416010488064e-07,60.00000113001208,1.633224991388683e-05
I1,5,N6,4.127354963424057e-07,3.553840785954593,3.5538403732190966,60.00000083489084,213.23042536021458
I1,5,N7,6.589784739518664e-07,9.958956399603533e-07,3.3691716600848687e-07,60.0000007932311,2.0215030227762386e-05
I1,5,N8,4.1273550020098055e-07,3.3893208775295345,3.3893204647940345,60.00000083708993,203.3592307248081
I1,5,N9,4.127355119000017e-07,2.4934828870087933,2.4934824742732813,60.00000080294507,149.60895045852632
