hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.995470450250985e-09,0.0,4000.0,-35170.729155101915
1,N2,-9.9954704090056e-09,0.0,4000.0,-35298.08349439449
1,N3,-9.9954704191721e-09,0.0,4000.0,-35404.94002853897
1,N4,-9.9954704090056e-09,0.0,4000.0,-17852.07380732897
1,N5,-9.995469339912014e-09,371.25,3999.999999730762,9.952004960753159e-09
1,N6,-9.995469378568798e-09,35.64,3999.9999971954353,9.50005167451202e-09
1,N7,-9.9954704090056e-09,0.0,4000.0,-35297.48853984163
1,N8,-9.995469378113251e-09,39.6,3999.9999974758916,9.550046507060823e-09
1,N9,-9.9954704090056e-09,0.0,4000.0,-35386.61710190936
2,N1,-9.99547045648206e-09,0.0,4000.0,-35155.46323115458
2,N2,-9.995470414717671e-09,0.0,4000.0,-35280.91387811147
2,N3,-9.995470422028125e-09,0.0,4000.0,-35384.17625989356
2,N4,-9.995470414717673e-09,0.0,4000.0,-35209.19399192611
2,N5,-9.995469347570782e-09,354.375,3999.9999997179407,9.949719482693786e-09
2,N6,-9.995469384469784e-09,34.02,3999.999997061884,9.476244611393541e-09
2,N7,-9.995470414717671e-09,0.0,4000.0,-35280.37275353671
2,N8,-9.995469384035006e-09,37.8,3999.999997355696,9.528620150254194e-09
2,N9,-9.995470414717673e-09,0.0,4000.0,-35354.39813010977
3,N1,-9.995470461155207e-09,0.0,4000.0,-35108.04864700959
3,N2,-9.995470418871787e-09,0.0,4000.0,-35300.05548033889
3,N3,-9.995470424105177e-09,0.0,4000.0,-35431.31359145715
3,N4,-9.995470418871789e-09,0.0,4000.0,-35191.54833817742
3,N5,-9.995469353022852e-09,343.125,3999.999999708693,9.948070941142763e-09
3,N6,-9.995469388749985e-09,32.94,3999.999996965553,9.459072303570377e-09
3,N7,-9.995470418871787e-09,0.0,4000.0,-35299.359604687896
3,N8,-9.995469388329053e-09,36.6,3999.9999972689975,9.513165073213346e-09
3,N9,-9.995470418871789e-09,0.0,4000.0,-35399.546284972144
4,N1,-9.995470462482903e-09,0.0,4000.0,-35084.776784501235
4,N2,-9.99547041953632e-09,0.0,4000.0,-35299.64124414314
4,N3,-9.995470424595998e-09,0.0,4000.0,-35444.670285406086
4,N4,-9.995470419853432e-09,0.0,4000.0,-35178.96302697847
4,N5,-9.995469354652953e-09,337.5,3999.999999703838,9.947205456828475e-09
4,N6,-9.995469389794166e-09,32.4,3999.9999969149785,9.450056841963215e-09
4,N7,-9.99547041953632e-09,0.0,4000.0,-35298.900972855394
4,N8,-9.99546938938016e-09,36.0,3999.999997223481,9.5050511577669e-09
4,N9,-9.995470419853434e-09,0.0,4000.0,-35410.752586658484
5,N1,-9.995470458664733e-09,0.0,4000.0,-35081.31546878243
5,N2,-9.995470416148125e-09,0.0,4000.0,-35237.80432690195
5,N3,-9.995470422859921e-09,0.0,4000.0,-35374.44335943931
5,N4,-9.99547041638127e-09,0.0,4000.0,-35141.94401197393
5,N5,-9.995469349883162e-09,348.75,3999.9999997133914,9.948908506608201e-09
5,N6,-9.995469386196237e-09,33.48,3999.9999970144954,9.467796943835372e-09
5,N7,-9.995470416148125e-09,0.0,4000.0,-35237.41979986277
5,N8,-9.995469385768383e-09,37.2,3999.9999973130457,9.521017249451842e-09
5,N9,-9.99547041638127e-09,0.0,4000.0,-35334.45665405573
6,N1,-9.99547044713514e-09,0.0,4000.0,-35034.29314258978
6,N2,-9.9954704058897e-09,0.0,4000.0,-35104.95093731458
6,N3,-9.995470417614157e-09,0.0,4000.0,-35221.62604950437
6,N4,-9.9954704058897e-09,0.0,4000.0,-35037.652503019795
6,N5,-9.995469335498637e-09,382.5,3999.9999997386803,9.953416579554537e-09
6,N6,-9.995469375327254e-09,36.72,3999.9999972779224,9.514756037026374e-09
6,N7,-9.9954704058897e-09,0.0,4000.0,-35104.493793278205
6,N8,-9.995469374857864e-09,40.8,3999.99999755013,9.563280433323741e-09
6,N9,-9.995470405889702e-09,0.0,4000.0,-35180.58980743654
7,N1,-9.99547043006918e-09,0.0,4000.0,-33967.68763527718
7,N2,-9.995470390553838e-09,0.0,4000.0,-34008.98281481173
7,N3,-9.995470409946298e-09,0.0,4000.0,-34117.93592002586
7,N4,-9.99547039055384e-09,0.0,4000.0,-33970.06886231551
7,N5,-9.995469312379397e-09,450.0,3999.9999997778787,9.960404092621356e-09
7,N6,-9.995469359708891e-09,43.2,3999.999997686234,9.587542631472425e-09
7,N7,-9.995470390553838e-09,0.0,4000.0,-34008.554586589584
