hour,lambda_system,system_net_injection_residual_mw
1,67.17039865865202,3.4788805078550304e-14
2,67.16555215930681,2.4775776361983783e-14
3,67.1620586594292,6.007326828634571e-14
4,67.1601806594394,-9.564950377175378e-14
5,67.16341165950345,4.5251059464044236e-14
6,67.1731046591936,6.969531121178183e-15
7,67.1875507668465,7.705384777843053e-14
8,67.19110385728834,-2.700734535259396e-14
9,67.17643765879706,6.291328532816426e-14
10,60.051517177093665,7.68465780056004e-16
11,60.03030568332047,4.27554184560941e-15
12,60.0251039038024,-4.7721508597736875e-15
13,60.023015674771976,-2.334516058782533e-14
14,60.02133740030886,3.846950938820839e-14
15,60.01958826055008,-1.6659363113245056e-15
16,60.02262251282313,8.625570709809179e-16
17,60.045080089618516,2.6140245250178946e-14
18,67.14595379594459,-4.493598976099048e-14
19,67.17189373893513,1.73145126370719e-14
20,67.18173134740884,-1.0541280100016643e-13
21,67.18328699686168,1.2196935826054524e-13
22,67.18275210699508,1.1363989041427993e-14
23,67.1800792840051,3.573055766462951e-14
24,67.17519973264625,3.1517149915075674e-14
