iteration,regularization_stage,dual_tikhonov_gamma,proximal_coefficient_eur_per_mw2_day,complementarity_epsilon,investor,termination,solve_seconds,preparation_seconds,attempt_count,retry_status,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,max_complementarity_product,sum_complementarity_products,max_original_nodal_balance_residual_mw,total_absolute_original_nodal_balance_residual_mwh,max_hourly_system_balance_residual_mw,signed_primal_dual_gap_eur_per_day,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,max_undamped_delta_energy_mwh,max_undamped_rel_delta_power,max_undamped_rel_delta_energy,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
1,,,,,I1,optimal,20.19166489993222,8.826653100084513,1,not_needed,18809.904327707896,6.241915245757635e-08,1.9208528101444244e-09,0.0,2.5606500123422694e-08,0.0,0.0,0.0,1.9208528101444244e-09,46.77736425924891,136.73347059249215,13.64226814017328,21.16982024050429,,,,,54.56907256069312,,,,,,
1,,,,,I2,optimal,26.592276899842545,8.968680799938738,1,not_needed,17863.980934525905,6.097133461827373e-08,7.566995918750763e-10,0.0,1.9498055992059822e-08,0.0,0.0,0.0,-7.566995918750763e-10,46.77712439145938,136.732611099747,12.779536732283931,20.340657156254274,,,,,51.118146929135726,,,,,,
1,,,,,I3,optimal,32.36042539984919,10.950908200116828,1,not_needed,125401.0805385401,6.77827720438015e-08,1.6531557776033878e-06,0.0,-4.542568727708989e-05,0.0,0.0,0.0,-1.6531557776033878e-06,50.801082634461295,136.67001196435393,16.529024234694674,21.298571369389013,,,,,66.1160969387787,,,,,,
1,,,,,I4,optimal,57.07403280003928,10.149637500056997,1,not_needed,183403.69714455085,6.654323772306915e-08,1.1932570487260818e-08,0.0,-2.550347581894549e-05,0.0,0.0,0.0,-1.1932570487260818e-08,46.82286463582665,136.90117173844328,15.794836023439515,22.558375184195416,,,,,63.17934409375806,,,,,,
2,,,,,I1,maxIterations,302.9454832999036,17.08392390003428,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.77736425924891,136.73347059249215,0.0,0.0,,,,,0.0,,,,,,
2,,,,,I2,maxIterations,309.0146643000189,17.201145299943164,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.77712439145938,136.732611099747,0.0,0.0,,,,,0.0,,,,,,
2,,,,,I3,maxIterations,302.7421492000576,15.436137499986216,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.801082634461295,136.67001196435393,0.0,0.0,,,,,0.0,,,,,,
2,,,,,I4,maxIterations,302.1047815999482,15.888693900080398,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.82286463582665,136.90117173844328,0.0,0.0,,,,,0.0,,,,,,
3,,,,,I1,maxIterations,310.33608820009977,16.617761499946937,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.77736425924891,136.73347059249215,0.0,0.0,,,,,0.0,,,,,,
3,,,,,I2,maxIterations,303.1365091998596,16.651224399916828,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.77712439145938,136.732611099747,0.0,0.0,,,,,0.0,,,,,,
3,,,,,I3,maxIterations,307.16512539982796,15.72681470005773,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.801082634461295,136.67001196435393,0.0,0.0,,,,,0.0,,,,,,
3,,,,,I4,maxIterations,301.6108089000918,15.623591299867257,1,skipped_after_maxIterations,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.82286463582665,136.90117173844328,0.0,0.0,,,,,0.0,,,,,,
