hour,lambda_system,system_net_injection_residual_mw
1,67.17039865577573,7.154490571106449e-14
2,67.16555215660462,8.451877160301785e-14
3,67.16205865667929,9.170837143452005e-14
4,67.16018065658335,7.060751989167547e-14
5,67.16341165683316,3.5538824205686686e-14
6,67.17310465630823,1.168569592797954e-13
7,67.1878904706104,-8.169983260965072e-15
8,67.19100737505778,6.47723839217541e-14
9,67.17643765420823,2.554682688541221e-14
10,60.05140484295242,1.0873569451259099e-14
11,60.030305683350555,5.3367927834121735e-14
12,60.02335488547407,5.745547188672144e-14
13,60.02126665636354,2.368964607367663e-14
14,60.01958838149882,1.902888200976068e-15
15,60.01783924190784,-4.0722898743029094e-15
16,60.02262251255002,6.3460561314221785e-15
17,60.04508009004841,2.439348159459489e-14
18,67.10730851146221,9.684372592631097e-14
19,67.17354772698424,1.1170326199340103e-13
20,67.18064423069417,1.3981934177804416e-13
21,67.18358882072921,2.9850785204094344e-14
22,67.18330280019526,7.59059287353561e-14
23,67.1806810440848,1.0987352011750568e-13
24,67.17554814974956,6.358440731086675e-14
