hour,node,installed_power_mw,charge_offer_mw,accepted_charge_mw,discharge_offer_mw,accepted_discharge_mw,embedded_lambda_eur_per_mwh
1,N1,1.8359681664156133e-05,9.047071996438748e-06,6.688295166693108e-07,9.236774818195384e-06,1.0166900564861707e-07,67.15000058401296
1,N2,1.6084493486312822e-05,7.749750407541564e-06,1.698732240933835e-06,7.997598591107018e-06,8.962458493839842e-08,67.15000067225252
1,N3,37.87579979932661,19.656692697713904,9.984703281532452e-08,20.260033753580707,2.287198349681255,67.15000064004903
1,N4,1.849697137175838e-05,9.103435963396318e-06,6.75394215882986e-07,9.283152882804863e-06,1.0147823958598272e-07,67.15000064023765
1,N5,1.751235026096418e-05,8.669965151029072e-06,8.319340862058519e-07,8.82792198221187e-06,9.758172031142946e-08,67.15000067351593
1,N6,2.8149704782038242e-05,1.3955893979152642e-05,3.461783655396376e-07,1.41070760667487e-05,1.2620329827972205e-07,67.15000064551018
1,N7,1.616043779089364e-05,7.803999024016092e-06,1.5960846370705974e-06,8.02693055003862e-06,9.010219254804039e-08,67.15000067225252
1,N8,100.00000084078705,40.65310642041484,9.9847031003371e-08,42.087365689114954,5.138473371572885,67.15000066138919
1,N9,37.353574265154606,19.472130871484595,9.984703213971344e-08,20.220782643272297,2.7387600345293723,67.1500006439112
2,N1,1.8359681664156133e-05,9.055112470797894e-06,5.728932933123831e-07,9.223936871534024e-06,1.0524969460343128e-07,67.1500005574383
2,N2,1.6084493486312822e-05,7.81322778261566e-06,1.5423928181911548e-06,7.991967377880519e-06,9.036209830252229e-08,67.15000064849703
2,N3,37.87579979932661,19.655719996340437,9.984703316722501e-08,20.14131193999016,2.112766977662572,67.15000062301003
2,N4,1.849697137175838e-05,9.111096144871278e-06,5.769848658213397e-07,9.272042974468528e-06,1.0508289002851256e-07,67.15000061832617
2,N5,1.751235026096418e-05,8.661928154523825e-06,7.139749642552363e-07,8.814105528104686e-06,1.0022254442449715e-07,67.15000064914462
2,N6,2.8149704782038242e-05,1.396783701033252e-05,2.913521282239455e-07,1.4072059559810973e-05,1.379584451108215e-07,67.15000062549873
2,N7,1.616043779089364e-05,7.850170028462578e-06,1.4589985894234496e-06,8.021599956966184e-06,9.082360839597697e-08,67.15000064849703
2,N8,100.00000084078705,40.65201069586111,9.984703107796627e-08,42.00061702086157,4.935271920563104,67.15000063993682
2,N9,37.353574265154606,19.471107952762804,9.984703204872421e-08,20.22324090512556,2.846230009867873,67.15000062577701
3,N1,1.8359681664156133e-05,9.063976054697343e-06,5.085761815016604e-07,9.211328523341317e-06,1.0858199760485393e-07,67.15000052760399
3,N2,1.6084493486312822e-05,7.848307112858382e-06,1.4405928700388335e-06,7.987589155888951e-06,9.092320544077235e-08,67.15000062332362
3,N3,37.87579979932661,19.655338191147695,9.984703318484024e-08,20.109152055971403,2.105091007187647,67.15000060216263
3,N4,1.849697137175838e-05,9.12014448932661e-06,5.113799587221386e-07,9.260078306285448e-06,1.0843286733217388e-07,67.15000059392196
3,N5,1.751235026096418e-05,8.65988905322044e-06,6.359997058706998e-07,8.801597518944387e-06,1.0259896467675663e-07,67.15000062349513
3,N6,2.8149704782038242e-05,1.397923541846886e-05,2.5354754191019944e-07,1.4042934570292112e-05,1.5089612238975974e-07,67.1500006025691
3,N7,1.616043779089364e-05,7.877113949247935e-06,1.3677856118752102e-06,8.017243706566307e-06,9.138163924751321e-08,67.15000062332362
3,N8,100.00000084078705,40.65159166481264,9.984703081331394e-08,42.2002855531993,5.547786781961632,67.15000061632985
3,N9,37.353574265154606,19.470719174155217,9.98470317132171e-08,20.31708179576903,3.1807490392530884,67.1500006041996
4,N1,1.8359681664156133e-05,9.07282636005807e-06,4.615944182177689e-07,9.199535941569825e-06,1.1175788005302534e-07,67.15000050432236
4,N2,1.6084493486312822e-05,7.868451784251414e-06,1.3722244128314912e-06,7.984240756825212e-06,9.134541977664997e-08,67.1500006039898
4,N3,37.87579979932661,19.655189801613666,9.984703290572151e-08,20.131583951746986,2.241765446100518,67.15000058494958
4,N4,1.849697137175838e-05,9.129244525606767e-06,4.6362837740128765e-07,9.248733453779469e-06,1.1162323544021283e-07,67.15000057478589
4,N5,1.751235026096418e-05,8.660531625427167e-06,5.796252700686658e-07,8.790426313896383e-06,1.047933364916047e-07,67.15000060388945
4,N6,2.8149704782038242e-05,1.3991283638812231e-05,2.2521649778544116e-07,1.4015516233321243e-05,1.6563968344208895e-07,67.1500005842666
4,N7,1.616043779089364e-05,7.892977754289893e-06,1.3052751110898846e-06,8.013624819854253e-06,9.180883078471892e-08,67.1500006039898
4,N8,100.00000084078705,40.6514253828037,9.98470303362081e-08,42.751156878060584,7.197471586435081,67.15000059782169
4,N9,37.353574265154606,19.47057052585285,9.984703137634573e-08,20.440353443361353,3.594220477690825,67.15000058662343
5,N1,1.8359681664156133e-05,9.081356834896026e-06,4.253104176661152e-07,9.188635976805562e-06,1.1483205765809963e-07,67.15000053900891
5,N2,1.6084493486312822e-05,7.879138515307658e-06,1.3266890689308044e-06,7.981778550027326e-06,9.165024748285578e-08,67.15000063537991
5,N3,37.87579979932661,19.655415006156908,9.98470322512155e-08,20.22651811680667,2.622605538001607,67.15000061231899
5,N4,1.849697137175838e-05,9.1379520882931e-06,4.2684059355491025e-07,9.238248750005977e-06,1.147101641207459e-07,67.15000060532688
5,N5,1.751235026096418e-05,8.66243802589978e-06,5.364550709020519e-07,8.78043221700872e-06,1.068531982967054e-07,67.15000063579326
5,N6,2.8149704782038242e-05,1.4004066414372784e-05,2.0274539112067405e-07,1.3988049415588518e-05,1.8301617073904343e-07,67.15000061347533
5,N7,1.616043779089364e-05,7.901333509584862e-06,1.262628741721719e-06,8.010599011412986e-06,9.212443531445491e-08,67.15000063537991
5,N8,100.00000084078705,40.65165377741022,9.984702975664678e-08,43.84527521202994,10.56186578326722,67.15000062776551
5,N9,37.353574265154606,19.47079068394166,9.984703112963473e-08,20.540662433913397,3.9738298911233776,67.15000061466124
6,N1,1.8359681664156133e-05,9.089441428174393e-06,3.961694484060388e-07,9.178602411819851e-06,1.1784074131450286e-07,67.15000059330565
6,N2,1.6084493486312822e-05,7.882756099830102e-06,1.2983000869247182e-06,7.980110945345597e-06,9.18505137902681e-08,67.15000068351335
6,N3,37.87579979932661,19.655907350848434,9.984703149687215e-08,20.391132283121703,3.276280118215628,67.1500006467849
6,N4,1.849697137175838e-05,9.146116854040087e-06,3.9734817295816265e-07,9.228659477084783e-06,1.177306650757196e-07,67.15000064953034
6,N5,1.751235026096418e-05,8.664923173763409e-06,5.020435123111804e-07,8.771456657799622e-06,1.0880889308139554e-07,67.15000068517327
6,N6,2.8149704782038242e-05,1.4017569294329268e-05,1.8414181035711087e-07,1.3959140702148127e-05,2.042774361136629e-07,67.15000065388254
6,N7,1.616043779089364e-05,7.903788272899476e-06,1.234976322904363e-06,8.008066383239e-06,9.234027338409118e-08,67.15000068351335
6,N8,100.00000084078705,40.65216483658131,9.984702923292576e-08,45.857798532878085,16.69946870017812,67.15000067124781
6,N9,37.353574265154606,19.471270335396724,9.984703125363496e-08,20.44507127766345,3.848542808740196,67.15000065131885
7,N1,1.8359681664156133e-05,9.097015294608022e-06,3.7207462093593726e-07,9.169404970271159e-06,1.2080986869846427e-07,67.15000065434467
7,N2,1.6084493486312822e-05,7.880178326070665e-06,1.2840019467364225e-06,7.979182730309089e-06,9.195363435347093e-08,67.15000074921622
7,N3,37.87579979932661,19.655965662091592,9.984703097144865e-08,20.59311348425896,4.096865882304409,67.15000067715947
7,N4,1.849697137175838e-05,9.153688349860197e-06,3.729962273150669e-07,9.219948386375621e-06,1.2071116387842268e-07,67.15000069886851
7,N5,1.751235026096418e-05,8.667615863635145e-06,4.73789726777004e-07,8.763380796030922e-06,1.1068118418020254e-07,67.15000075296278
7,N6,2.8149704782038242e-05,1.4031852661575516e-05,1.6818013365434017e-07,1.3926852581840783e-05,2.315290907337189e-07,67.15000069642322
7,N7,1.616043779089364e-05,7.900889281355779e-06,1.219600908511574e-06,8.005950973815396e-06,9.246346149687747e-08,67.15000074921622
7,N8,100.00000084078705,40.652216420254774,9.984702892978243e-08,49.42793357227463,27.432720120312222,67.1500007239872
7,N9,37.353574265154606,19.47131852023994,9.984703235765878e-08,19.94264070513084,2.6365489505865085,67.15000068641702
8,N1,1.8359681664156133e-05,9.104029959361536e-06,3.5169885790238437e-07,9.16103516804019e-06,1.2375923621248703e-07,67.15000068068962
8,N2,1.6084493486312822e-05,7.871282970459552e-06,1.2823750265779685e-06,7.978968588253696e-06,9.19631617288766e-08,67.1500007932891
8,N3,37.87579979932661,19.655869503570067,9.98470309239785e-08,20.532722667486,4.288070406465484,67.15000068914298
8,N4,1.849697137175838e-05,9.160651386456552e-06,3.524253357148014e-07,9.212124169997337e-06,1.236717856509754e-07,67.15000071724072
8,N5,1.751235026096418e-05,8.670274126273611e-06,4.500579408001322e-07,8.75614325460327e-06,1.1248503182847114e-07,67.15000080288097
8,N6,2.8149704782038242e-05,1.4047027476832781e-05,1.5401946706974983e-07,1.3887314102121755e-05,2.6874963167655137e-07,67.15000071079993
8,N7,1.616043779089364e-05,7.892411223739341e-06,1.215119582541802e-06,8.004194731961223e-06,9.24977594092574e-08,67.1500007932891
8,N8,100.00000084078705,40.65209456888881,9.984702886897792e-08,55.639528657691116,44.623047568783086,67.15000074264846
8,N9,37.353574265154606,19.471213021517254,9.984703408405281e-08,19.478913013246363,1.6854231613055952,67.15000070029556
9,N1,1.8359681664156133e-05,9.11043234509979e-06,3.3415599696350665e-07,9.153515981314292e-06,1.2670478834856085e-07,67.1500006317645
9,N2,1.6084493486312822e-05,7.855013968043744e-06,1.2932273699635735e-06,7.979480751905119e-06,9.187944514378883e-08,67.15000073956581
9,N3,37.87579979932661,19.655908395829666,9.984703041350781e-08,20.34463553183762,3.8682531116213497,67.15000064592721
9,N4,1.849697137175838e-05,9.166883740782968e-06,3.347298563402808e-07,9.205282561080984e-06,1.2662872660126046e-07,67.15000066252232
9,N5,1.751235026096418e-05,8.672667598792514e-06,4.297611403523683e-07,8.74978164452862e-06,1.1423166550893026e-07,67.1500007515812
9,N6,2.8149704782038242e-05,1.4063064601640619e-05,1.409873964447564e-07,1.3829452465036144e-05,3.2475814476774314e-07,67.15000065383342
9,N7,1.616043779089364e-05,7.877310015117802e-06,1.2211180321680425e-06,8.002771001479358e-06,9.24442016702038e-08,67.15000073956581
9,N8,100.00000084078705,40.65209902634335,9.984702806252799e-08,73.88441002552287,70.02291891313178,67.15000066612
9,N9,37.353574265154606,19.47123134190224,9.984703206132905e-08,19.352169926119473,2.3523504287762425,67.15000065061965
10,N1,1.8359681664156133e-05,1.0217331571279165e-05,4.8402464319954766e-06,9.155397373808032e-06,8.93377897236175e-08,60.0000007870271
10,N2,1.6084493486312822e-05,1.4617662494553529e-05,1.4207036299758206e-05,7.985392785930484e-06,6.849639946640167e-08,60.00000086452026
10,N3,37.87579979932661,19.65155082622856,1.2396522008346614e-07,19.422802810027772,6.751165586575944e-07,60.000000795831426
10,N4,1.849697137175838e-05,1.0228555840401563e-05,4.88982345728409e-06,9.208462973494307e-06,8.93052157062694e-08,60.000000810164686
10,N5,1.751235026096418e-05,1.5824575900776364e-05,1.4461243010131943e-05,8.754143692370812e-06,8.21882973688418e-08,60.00000087191267
10,N6,2.8149704782038242e-05,1.4075824222563281e-05,2.2146228993390853e-07,1.391538350616239e-05,1.8217312193537397e-07,60.000000796718645
10,N7,1.616043779089364e-05,1.4648452963330675e-05,1.4228701914195685e-05,8.006716431879809e-06,6.885434791011467e-08,60.00000086452026
10,N8,100.00000084078705,40.647530573947165,1.2307633010661555e-07,40.33430769450738,7.029140479597106e-07,60.00000079513857
10,N9,37.353574265154606,19.466949292346374,1.2396522030939545e-07,19.232445366516128,6.751165520575679e-07,60.000000795831426
11,N1,1.8359681664156133e-05,9.741061101212149e-06,3.9668128788444065e-06,9.152132740491138e-06,8.99952549462851e-08,60.00000058441478
11,N2,1.6084493486312822e-05,8.122414000084738e-06,8.602503706504908e-08,1.974849628527977e-06,9.076661940632931e-07,100.6835718859354
11,N3,37.87579979932661,18.94609218926126,1.1067968784872442,19.64498249015603,1.1613429064865401e-07,16.670343322634142
11,N4,1.849697137175838e-05,9.763726738467458e-06,4.011058360372637e-06,9.206080000918509e-06,8.996248757508754e-08,60.000000591874176
11,N5,1.751235026096418e-05,8.70433401551047e-06,2.3115991565766052e-07,8.704605053689875e-06,1.5223526736466717e-07,74.05733215829528
11,N6,2.8149704782038242e-05,1.1306413146088512e-05,8.570040139746611e-06,1.4071986694129184e-05,9.402116156367514e-08,44.78500640558502
11,N7,1.616043779089364e-05,8.216088772165863e-06,8.229016229239402e-08,1.5771174585603037e-06,8.892235378330112e-07,100.6835718859354
11,N8,100.00000084078705,46.061710104720966,18.350765480207347,40.63355265162448,1.3008278151229075e-07,1.9145389875995987e-06
11,N9,37.353574265154606,18.83283622399084,1.168618239270646,19.460257433977937,1.1613428989403547e-07,16.670343322469712
12,N1,1.8359681664156133e-05,9.565169091581305e-06,3.6279541818681007e-06,9.150083915711179e-06,9.0317392143278e-08,60.00000056340148
12,N2,1.6084493486312822e-05,8.077191001526052e-06,9.082362464935071e-08,2.2416923076012598e-06,7.151937669163374e-07,100.68357302624203
12,N3,37.87579979932661,25.553820624020528,7.4467334906793035,19.65755249589975,1.1613428214557993e-07,16.670341991488392
12,N4,1.849697137175838e-05,9.593550114650918e-06,3.6691558999420685e-06,9.204181272892828e-06,9.028416029814893e-08,60.000000568442886
12,N5,1.751235026096418e-05,8.70391833420207e-06,2.3229585808173515e-07,8.70585069426232e-06,1.5165332998599314e-07,74.05733253488243
12,N6,2.8149704782038242e-05,1.106544279695385e-05,7.715891136829444e-06,1.4075199369573457e-05,9.5010608362831e-08,44.78500587844975
12,N7,1.616043779089364e-05,8.178418094268762e-06,8.569691617131915e-08,1.5591079086730288e-06,7.42104620312827e-07,100.68357302624203
12,N8,100.00000084078705,96.89859267628512,95.8718383510582,40.654123282138684,1.3008275991081777e-07,1.0446849977369046e-07
12,N9,37.353574265154606,25.40835064942458,5.021237596537734,19.472876010879443,1.161342831648102e-07,16.67034199102392
13,N1,1.8359681664156133e-05,9.484786481823289e-06,3.5281809285424994e-06,9.148678942052355e-06,9.041261471895591e-08,60.000000517283084
13,N2,1.6084493486312822e-05,8.041845216576853e-06,8.036376768180041e-08,1.2139645016692232e-05,1.0020490063776515e-05,100.68357261339159
13,N3,37.87579979932661,37.8757991823952,37.8757985654638,19.66011160370004,9.500749533961244e-08,16.67034177070131
13,N4,1.849697137175838e-05,9.516134185287219e-06,3.5684286533113766e-06,9.203073664655005e-06,9.037952532722498e-08,60.00000052067321
13,N5,1.751235026096418e-05,8.688861811102305e-06,2.062307568096878e-07,8.714804692865847e-06,1.65706930701268e-07,74.05733235923802
13,N6,2.8149704782038242e-05,2.634641743103515e-05,2.4995941202878036e-05,1.4075584037559778e-05,8.95519905882862e-08,44.785005406639996
13,N7,1.616043779089364e-05,8.140770018249638e-06,7.574279519303859e-08,1.1620170808029015e-05,1.0757272019525722e-05,100.68357261339159
13,N8,100.00000084078705,100.00000039804199,99.99999995529704,40.65539421397149,9.698178974201671e-08,3.311088783375912e-08
