hour,node,lambda_joint_eur_per_mwh
1,N1,67.13594723225665
1,N2,67.17039732941207
1,N3,67.16019855596744
1,N4,67.1703972931804
1,N5,67.20752233022559
1,N6,67.17396129821398
1,N7,67.17039732941207
1,N8,67.17435717124617
1,N9,67.17039717778059
2,N1,67.13070718429373
2,N2,67.16555103408938
2,N3,67.15777542937623
2,N4,67.16555100025042
2,N5,67.20098853439265
2,N6,67.1689530074194
2,N7,67.16555103408938
2,N8,67.16933093227797
2,N9,67.16555092446532
3,N1,67.12682000050476
3,N2,67.16205760507967
3,N3,67.15602872037226
3,N4,67.16205757232146
3,N5,67.19637010496263
3,N6,67.16535158114107
3,N7,67.16205760507967
3,N8,67.16571752499696
3,N9,67.16205751479512
4,N1,67.12467952130872
4,N2,67.16017962999521
4,N3,67.15508973288817
4,N4,67.16017959759883
4,N5,67.19392962963664
4,N6,67.16341960736355
4,N7,67.16017962999521
4,N8,67.16377955923926
4,N9,67.1601795483908
5,N1,67.12817300383203
5,N2,67.16341060916234
5,N3,67.15670522431859
5,N4,67.16341057564874
5,N5,67.198285609289
5,N6,67.16675858393317
5,N7,67.16341060916234
5,N8,67.16713052822308
5,N9,67.16341051531575
6,N1,67.13865324324462
6,N2,67.17310334274403
6,N3,67.16155156453928
6,N4,67.17310330416838
6,N5,67.21135334390577
6,N6,67.17677530818142
6,N7,67.17310334274403
6,N8,67.17718319149282
6,N9,67.17310317776176
7,N1,67.15319450879052
7,N2,67.18633211174948
7,N3,67.16816467745969
7,N4,67.18633205708245
7,N5,67.2313321155557
7,N6,67.19025830431103
7,N7,67.18633211174948
7,N8,67.18872981126442
7,N9,67.18631292194162
8,N1,67.15723442279801
8,N2,67.18905954630623
8,N3,67.16914194210344
8,N4,67.1890594624786
8,N5,67.23968455532066
8,N6,67.19195070477275
8,N7,67.18905954630623
8,N8,67.18877035801535
8,N9,67.18757481212235
9,N1,67.14592314697498
9,N2,67.17643576227081
9,N3,67.16321763468686
