iteration,node,previous_capacity_price_eur_per_mw,capacity_price_eur_per_mw,capacity_price_change_eur_per_mw,total_power_mw,excess_mw,overload_mw,headroom_mw,projected_complementarity_residual_mw
1,N1,0.0,0.0,0.0,19.000000998945183,-80.99999900105482,0.0,80.99999900105482,0.0
1,N2,0.0,0.0,0.0,19.000000988799894,-80.9999990112001,0.0,80.9999990112001,0.0
1,N3,0.0,0.0,0.0,20.762773729013684,-79.23722627098631,0.0,79.23722627098631,0.0
1,N4,0.0,0.0,0.0,19.00000099896994,-80.99999900103006,0.0,80.99999900103006,0.0
1,N5,0.0,0.0,0.0,19.00000099120748,-80.99999900879251,0.0,80.99999900879251,0.0
1,N6,0.0,0.0,0.0,19.000000997910604,-80.9999990020894,0.0,80.9999990020894,0.0
1,N7,0.0,0.0,0.0,19.000000911843866,-80.99999908815613,0.0,80.99999908815613,0.0
1,N8,0.0,83.06073257665136,83.06073257665136,183.06073257665136,83.06073257665136,83.06073257665136,0.0,83.06073257665136
1,N9,0.0,0.0,0.0,27.32223886344174,-72.67776113655826,0.0,72.67776113655826,0.0
2,N1,0.0,0.0,0.0,5.7000005544612415,-94.29999944553876,0.0,94.29999944553876,0.0
2,N2,0.0,0.0,0.0,5.700000639891405,-94.2999993601086,0.0,94.2999993601086,0.0
2,N3,0.0,0.0,0.0,33.50918924268052,-66.49081075731948,0.0,66.49081075731948,0.0
2,N4,0.0,0.0,0.0,5.7000005548983115,-94.29999944510169,0.0,94.29999944510169,0.0
2,N5,0.0,0.0,0.0,5.700000628043004,-94.299999371957,0.0,94.299999371957,0.0
2,N6,0.0,0.0,0.0,5.7000007344341785,-94.29999926556582,0.0,94.29999926556582,0.0
2,N7,0.0,0.0,0.0,5.700000635946741,-94.29999936405326,0.0,94.29999936405326,0.0
2,N8,83.06073257665136,111.3430232895451,28.28229071289374,128.28229071289374,28.28229071289374,28.28229071289374,0.0,28.28229071289374
2,N9,0.0,0.0,0.0,62.57959233343242,-37.42040766656758,0.0,37.42040766656758,0.0
3,N1,0.0,0.0,0.0,1.710000555825741,-98.28999944417426,0.0,98.28999944417426,0.0
3,N2,0.0,0.0,0.0,1.7100003728133042,-98.2899996271867,0.0,98.2899996271867,0.0
3,N3,0.0,11.780759096033549,11.780759096033549,111.78075909603355,11.780759096033549,11.780759096033549,0.0,11.780759096033549
3,N4,0.0,0.0,0.0,1.7100005527143187,-98.28999944728568,0.0,98.28999944728568,0.0
3,N5,0.0,0.0,0.0,1.7100005499803923,-98.28999945001961,0.0,98.28999945001961,0.0
3,N6,0.0,0.0,0.0,1.7100003464092186,-98.28999965359078,0.0,98.28999965359078,0.0
3,N7,0.0,0.0,0.0,1.7100003720725057,-98.2899996279275,0.0,98.2899996279275,0.0
3,N8,111.3430232895451,55.40115735898483,-55.94186593056027,44.05813406943973,-55.94186593056027,0.0,55.94186593056027,55.94186593056027
3,N9,0.0,4.162842731048912,4.162842731048912,104.16284273104891,4.162842731048912,4.162842731048912,0.0,4.162842731048912
4,N1,0.0,0.0,0.0,0.7020002244298712,-99.29799977557013,0.0,99.29799977557013,0.0
4,N2,0.0,0.0,0.0,0.7020001446742666,-99.29799985532573,0.0,99.29799985532573,0.0
4,N3,11.780759096033549,0.0,-11.780759096033549,61.50793900648413,-38.49206099351587,0.0,38.49206099351587,11.780759096033549
4,N4,0.0,0.0,0.0,0.7020002276715228,-99.29799977232848,0.0,99.29799977232848,0.0
4,N5,0.0,0.0,0.0,0.7020002277676631,-99.29799977223233,0.0,99.29799977223233,0.0
4,N6,0.0,0.0,0.0,0.7020001592857746,-99.29799984071423,0.0,99.29799984071423,0.0
4,N7,0.0,0.0,0.0,0.7020001447680753,-99.29799985523192,0.0,99.29799985523192,0.0
4,N8,55.40115735898483,20.453910883172426,-34.947246475812406,65.0527535241876,-34.947246475812406,0.0,34.947246475812406,34.947246475812406
4,N9,4.162842731048912,29.544293482046314,25.381450750997402,125.3814507509974,25.381450750997402,25.381450750997402,0.0,25.381450750997402
5,N1,0.0,0.0,0.0,0.21060007597632763,-99.78939992402367,0.0,99.78939992402367,0.0
5,N2,0.0,0.0,0.0,0.21060005084824124,-99.78939994915176,0.0,99.78939994915176,0.0
5,N3,0.0,0.0,0.0,96.48943800047888,-3.5105619995211157,0.0,3.5105619995211157,0.0
5,N4,0.0,0.0,0.0,0.21060007639298658,-99.78939992360701,0.0,99.78939992360701,0.0
5,N5,0.0,0.0,0.0,0.21060007513620055,-99.7893999248638,0.0,99.7893999248638,0.0
5,N6,0.0,0.0,0.0,0.21060005182004762,-99.78939994817995,0.0,99.78939994817995,0.0
5,N7,0.0,0.0,0.0,0.21060005083160885,-99.78939994916838,0.0,99.78939994916838,0.0
5,N8,20.453910883172426,35.829378342049054,15.375467458876628,115.37546745887663,15.375467458876628,15.375467458876628,0.0,15.375467458876628
5,N9,29.544293482046314,0.0,-29.544293482046314,37.614435234412156,-62.385564765587844,0.0,62.385564765587844,29.544293482046314
6,N1,0.0,0.0,0.0,0.06318016871552187,-99.93681983128448,0.0,99.93681983128448,0.0
6,N2,0.0,0.0,0.0,0.0631801530395688,-99.93681984696043,0.0,99.93681984696043,0.0
6,N3,0.0,0.0,0.0,49.16774808434642,-50.83225191565358,0.0,50.83225191565358,0.0
6,N4,0.0,0.0,0.0,0.06318016780261858,-99.93681983219739,0.0,99.93681983219739,0.0
6,N5,0.0,0.0,0.0,0.06318016785642555,-99.93681983214357,0.0,99.93681983214357,0.0
6,N6,0.0,0.0,0.0,0.0631801603725885,-99.93681983962742,0.0,99.93681983962742,0.0
6,N7,0.0,0.0,0.0,0.06318015296769146,-99.93681984703231,0.0,99.93681984703231,0.0
6,N8,35.829378342049054,61.561517892903154,25.7321395508541,125.7321395508541,25.7321395508541,25.7321395508541,0.0,25.7321395508541
6,N9,0.0,0.0,0.0,63.98174653085734,-36.01825346914266,0.0,36.01825346914266,0.0
7,N1,0.0,0.0,0.0,0.018954826993784903,-99.98104517300621,0.0,99.98104517300621,0.0
7,N2,0.0,0.0,0.0,0.018954923947898227,-99.9810450760521,0.0,99.9810450760521,0.0
7,N3,0.0,0.0,0.0,90.51611058070037,-9.48388941929963,0.0,9.48388941929963,0.0
7,N4,0.0,0.0,0.0,0.0189548254783415,-99.98104517452165,0.0,99.98104517452165,0.0
7,N5,0.0,0.0,0.0,0.018954830443307324,-99.9810451695567,0.0,99.9810451695567,0.0
