hour,lambda_system,system_net_injection_residual_mw
1,67.15000048950942,5.2626930213705046e-08
2,67.1500005039324,5.262692992741652e-08
3,67.15000051326751,5.262694723490743e-08
4,67.15000051567763,5.2626919244353444e-08
5,67.1500005036338,5.2626980399292336e-08
6,67.15000047548773,5.262696628858512e-08
7,67.1500004322434,5.26270210331932e-08
8,67.15000040738103,5.2627029296244596e-08
9,67.15000042007202,5.262698668482331e-08
10,60.00000018729418,4.70232922069349e-08
11,60.00000038663065,4.702325300321298e-08
12,60.00000045233644,4.702327224477917e-08
13,60.000000475642075,4.702329098427098e-08
14,60.00000049086439,4.7023315407142805e-08
15,60.00000049899081,4.702327559242091e-08
16,60.000000448827734,4.7023241102204767e-08
17,60.00000023673419,4.702325094873302e-08
18,67.15000055909991,5.2627027679466653e-08
19,67.15000046189917,5.262696126942695e-08
20,67.15000041733134,5.2626973191446393e-08
21,67.1500004082506,5.2627010766243496e-08
22,67.15000042528007,5.2626977994990473e-08
23,67.15000045128293,5.262700660321244e-08
24,67.15000047298106,5.262695750602561e-08
