investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000051100474,59.99999971028396,8.00720783900033e-07
I1,1,N2,60.000000477760025,59.99999959760586,8.801541682146308e-07
I1,1,N3,60.00000051135886,59.999999709967575,8.01391287552633e-07
I1,1,N4,60.000000515643634,59.99999972556959,7.900740470745404e-07
I1,1,N5,60.00000051814078,59.9999997337844,7.843563807341525e-07
I1,1,N6,60.00000051472448,59.999999721699325,7.930251584298276e-07
I1,1,N7,60.00000050092233,59.99999967552794,8.253943946101572e-07
I1,1,N8,60.00000050950074,59.999999703874096,8.056266409539603e-07
I1,1,N9,60.00000051145171,59.999999710346714,8.011049956735405e-07
I1,2,N1,60.00000028073856,59.99999878753134,1.4932072218698522e-06
I1,2,N2,60.00000024578885,59.99999866950813,1.576280716619749e-06
I1,2,N3,60.00000027993479,59.999998783963235,1.49597155285619e-06
I1,2,N4,60.00000028462596,59.999998800445894,1.4841800677345418e-06
I1,2,N5,60.000000286240926,59.999998805779875,1.4804610515284367e-06
I1,2,N6,60.00000028342759,59.9999987959879,1.4874396896402686e-06
I1,2,N7,60.00000026895115,59.99999874743021,1.521520935909848e-06
I1,2,N8,60.000000277802954,59.99999877691497,1.5008879827860255e-06
I1,2,N9,60.00000028001772,59.999998784294526,1.4957231968537599e-06
I1,3,N1,59.999998413527585,59.999991722600576,6.6909270088899575e-06
I1,3,N2,59.99999837839037,59.99999160433739,6.7740529843263175e-06
I1,3,N3,59.99999841370871,59.999991723034185,6.6906745246342325e-06
I1,3,N4,59.99999841727908,59.99999173520149,6.68207758991457e-06
I1,3,N5,59.99999841853144,59.99999173940213,6.679129313624799e-06
I1,3,N6,59.99999841680172,59.9999917335495,6.683252223638192e-06
I1,3,N7,59.99999840155267,59.99999168225946,6.719293210721844e-06
I1,3,N8,59.99999841121653,59.99999171472641,6.696490117974463e-06
I1,3,N9,59.999998413753005,59.999991723208005,6.690544999798931e-06
I1,4,N1,59.99996047918043,59.999846941325906,0.00011353785452428156
I1,4,N2,59.99996044427543,59.999846823896156,0.00011362037927398205
I1,4,N3,59.99996048052222,59.9998469458214,0.00011353470081587602
I1,4,N4,59.99996048299244,59.99984695414907,0.00011352884337156866
