iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,17.278574400115758,19760.9528888206,32.84566166888816,2.89292074739933e-08,115.16442891214172,451.7959453985107,4.2000000312356205,11.858219081913223,60.000000446223154
1,I2,optimal,29.29464969993569,7476.40183106761,35.36115404111586,2.0314473658800125e-08,63.37553124229764,214.16482148462924,1.2599999797389423,4.167865627575537,17.99999971055632
1,I3,optimal,14.464063899940811,140125.2669402734,32.92792807026281,4.7730281949043274e-08,73.46892292433151,179.7277749703979,1.5060305579435647,1.8607626373342772,21.514722256336636
1,I4,optimal,16.017502399976365,208200.91941784028,18.406648225729423,1.1641532182693481e-09,55.64065967735895,132.38591444639763,0.699999825837295,1.1686288980083437,9.999997511961359
2,I1,maxIterations,242.2467439000029,nan,nan,nan,115.16442891214172,451.7959453985107,0.0,0.0,0.0
2,I2,optimal,29.11653319990728,5108.336531589193,35.36144502721622,8.731149137020111e-09,41.2372152309659,163.18677144173495,0.6999993406118784,0.6999991854790945,7.772561165167993
2,I3,optimal,18.985711400047876,140150.89995541467,18.406731023445115,2.3224856704473495e-08,69.83793305053491,172.17098762306196,0.6999999021448791,0.699999808860892,9.95646647464699
2,I4,optimal,26.629183599958196,208231.9877291849,18.40673329691346,2.543092705309391e-07,45.73137473124738,113.1371899369531,0.6999995363349799,0.6999991444566769,4.584866023606363
3,I1,optimal,23.011819300008938,14031.687936429598,32.924023543436654,2.8638169169425964e-08,99.82250870223399,416.8569513227468,0.699999956300235,0.699999907584562,4.032685388963209
3,I2,optimal,18.60168620001059,5202.867339663663,35.31992277042183,3.1956005841493607e-08,36.63461880469947,152.70505610237595,0.6988364990745495,0.6987756616150523,1.9223071892977774
3,I3,optimal,22.300238299998455,140142.31038459667,18.407471009671976,4.511093720793724e-08,69.360296900791,170.57288259241707,0.6300006223634548,0.6300008026080756,18.619071791662094
3,I4,optimal,26.198964399984106,208229.28226959019,18.38024379167631,1.7404090613126755e-08,42.942078162035045,107.5632245853779,0.630001199129451,0.6300022759646576,1.9193800459092536
