hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,364.5000035965271,400.0,0.9112500089913178,-2.8460282795436723e-09,0.0
1,L45,309.2446722869275,400.0,0.7731116807173187,0.0,0.0
1,L46,55.255331339812635,200.0,0.27627665669906315,0.0,0.0
1,L69,19.615331371760842,200.0,0.0980766568588042,0.0,0.0
1,L57,-62.00532767618448,400.0,0.15501331919046119,0.0,0.0
1,L93,-14.303689863508446,400.0,0.03575922465877111,0.0,0.0
1,L72,-2.583120699639502e-08,400.0,6.457801749098755e-11,0.0,0.0
1,L98,33.93312483229601,200.0,0.16966562416148004,0.0,0.0
1,L78,-62.00532762452215,200.0,0.3100266381226108,0.0,0.0
2,L14,368.43750363590465,400.0,0.9210937590897617,-4.188478386693052e-09,0.0
2,L45,304.1005508470082,400.0,0.7602513771175206,0.0,0.0
2,L46,64.33695281911223,200.0,0.3216847640955611,0.0,0.0
2,L69,30.31695285106314,200.0,0.1515847642553157,0.0,0.0
2,L57,-50.27444911610121,400.0,0.125686122790253,0.0,0.0
2,L93,-0.054299245254377945,400.0,0.00013574811313594486,0.0,0.0
2,L72,-2.5833679569045527e-08,400.0,6.458419892261381e-11,0.0,0.0
2,L98,30.374191841518886,200.0,0.15187095920759444,0.0,0.0
2,L78,-50.274449064433924,200.0,0.2513722453221696,0.0,0.0
3,L14,372.375003675281,400.0,0.9309375091882025,-5.844252279685527e-09,0.0
3,L45,302.784922290211,400.0,0.7569623057255275,0.0,0.0
3,L46,69.59008141528703,200.0,0.34795040707643515,0.0,0.0
3,L69,36.65008144723932,200.0,0.18325040723619662,0.0,0.0
3,L57,-40.34007767289685,400.0,0.10085019418224211,0.0,0.0
3,L93,-0.0954887801541502,400.0,0.0002387219503853755,0.0,0.0
3,L72,-2.5836911176122254e-08,400.0,6.459227794030564e-11,0.0,0.0
3,L98,36.75276750363252,200.0,0.1837638375181626,0.0,0.0
3,L78,-40.34007762122638,200.0,0.2017003881061319,0.0,0.0
4,L14,375.000003701531,400.0,0.9375000092538275,-7.180909668435414e-09,0.0
4,L45,302.4734735144781,400.0,0.7561836837861953,0.0,0.0
4,L46,72.52653021727085,200.0,0.36263265108635423,0.0,0.0
4,L69,40.12653024922407,200.0,0.20063265124612034,0.0,0.0
4,L57,-35.02652644862916,400.0,0.08756631612157291,0.0,0.0
4,L93,-0.09898146024450151,400.0,0.0002474536506112538,0.0,0.0
4,L72,-2.5835930464453885e-08,400.0,6.458982616113472e-11,0.0,0.0
4,L98,40.22930225757348,200.0,0.2011465112878674,0.0,0.0
4,L78,-35.026526396957344,200.0,0.1751326319847867,0.0,0.0
5,L14,372.3750036752833,400.0,0.9309375091882083,-5.844252268709126e-09,0.0
5,L45,304.50100715834884,400.0,0.7612525178958721,0.0,0.0
5,L46,67.87399654715388,200.0,0.3393699827357694,0.0,0.0
5,L69,34.39399657910829,200.0,0.17196998289554144,0.0,0.0
5,L57,-44.24899280475699,400.0,0.11062248201189247,0.0,0.0
5,L93,-0.1315601719171349,400.0,0.00032890042979283725,0.0,0.0
5,L72,-2.5837621393129313e-08,400.0,6.459405348282328e-11,0.0,0.0
5,L98,34.535547498862066,200.0,0.17267773749431034,0.0,0.0
5,L78,-44.248992753082184,200.0,0.22124496376541092,0.0,0.0
6,L14,364.50000359653524,400.0,0.9112500089913381,-2.846028257916665e-09,0.0
6,L45,324.679200763112,400.0,0.8116980019077801,0.0,0.0
6,L46,39.82080286364439,200.0,0.19910401431822194,0.0,0.0
6,L69,3.1008028956000473,200.0,0.015504014478000237,0.0,0.0
6,L57,-57.82079919999212,400.0,0.1445519979999803,0.0,0.0
6,L93,-64.92042487152926,400.0,0.16230106217882315,0.0,0.0
6,L72,-2.5839568577025555e-08,400.0,6.459892144256389e-11,0.0,0.0
6,L98,98.55987598491865,200.0,0.4927993799245932,0.0,0.0
6,L78,-57.82079914831533,200.0,0.28910399574157664,0.0,0.0
7,L14,351.37500346528265,400.0,0.8784375086632066,0.0,0.0
7,L45,348.6848024583019,400.0,0.8717120061457547,0.0,0.0
