hour,lambda_system,system_net_injection_residual_mw
1,67.17039865466447,1.548838094794664e-14
2,67.16555215562569,-3.0282030564679156e-14
3,67.16205865569476,6.031275322107255e-14
4,67.16018065556509,-1.5974166794746743e-14
5,67.1634116558811,-1.1700453451071972e-13
6,67.17310465527804,-2.9303539477130805e-15
7,67.18793975317448,-4.197457160951015e-14
8,67.19109169881642,4.592499677250516e-14
9,67.17643765248228,-9.559281377813461e-14
10,60.05140484416313,2.77452595972284e-14
11,60.03030568565098,3.458010979476488e-14
12,60.022634216302656,4.668327828748862e-14
13,60.02054596152608,-2.7993906367049084e-14
14,60.01883414524858,2.2874630111560704e-14
15,60.01711854687,-3.6025457331933865e-14
16,60.022622512627926,-5.400312135016789e-15
17,60.04508009057263,-4.713549869930369e-14
18,67.09784752465362,-6.106478576372253e-14
19,67.1739579674668,-5.881176402755989e-15
20,67.18112749997896,-1.7396166070556732e-14
21,67.18371031630234,2.1163951965353813e-14
22,67.18346511691826,-5.397709165133159e-14
23,67.18050945421064,-1.8615466311385307e-14
24,67.17554814733022,-1.0630489465513013e-14
