hour,lambda_system,system_net_injection_residual_mw
1,60.00000056487503,4.290445941218637e-15
2,60.00000051675247,-6.240638258520246e-14
3,60.000000271060124,-5.449309739533899e-14
4,59.99999477646484,2.111727198293935e-14
5,60.000000422966174,3.226255272505723e-14
6,60.00000057042691,-4.5442742266446346e-14
7,60.00000058817685,-2.0026731902969628e-14
8,60.00000059002547,-1.3016453040118013e-14
9,60.00000056214112,6.101993188921658e-14
10,52.20000054409987,1.4522475304230443e-14
11,60.00000054831229,-4.3074829815943366e-14
12,52.200000675069475,6.9731408620979284e-15
13,52.200000673315024,3.4269882158035646e-14
14,52.200000465014654,4.5311496741348223e-14
15,52.19999968921279,4.4180240962200457e-14
16,59.99999963682105,-1.2837915733280772e-14
17,52.20000053092271,8.98009592305727e-15
18,60.00000055480625,2.6219942866390595e-15
19,60.000000602205404,4.2905895533387384e-14
20,60.00000062588561,-2.308671177930251e-15
21,60.00000061058124,9.828930089182629e-15
22,60.0000005941538,1.1032306419141192e-14
23,60.000000586357146,-2.7690264643922503e-14
24,60.000000578091736,-1.7440963117754602e-14
