unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_joint_eur_per_mwh,spot_revenue_eur
I1,1,N1,1.7019489729842855e-10,1.1012157962321038e-10,-6.007331767521818e-11,60.000004965241445,-3.6043993587916175e-09
I1,1,N2,1.739324541212178e-10,1.0936477679173317e-10,-6.456767732948464e-11,59.99999204639399,-3.874060126223212e-09
I1,1,N3,4.127292202129568e-07,1.0294934369587436,1.0294930242295235,60.00001729329552,61.76959925709851
I1,1,N4,1.6997111443871358e-10,1.0943362306551388e-10,-6.053749137319971e-11,60.000017293295855,-3.632250529284731e-09
I1,1,N5,1.6986576833631317e-10,1.087838493727479e-10,-6.108191896356527e-11,60.000048536287196,-3.6649181025034774e-09
I1,1,N6,4.1273296073565956e-07,1.9398400214942058,1.939839608761245,60.00002029262617,116.39041589011471
I1,1,N7,1.7130370600889966e-10,1.0926128881537753e-10,-6.204241719352213e-11,60.000017293280216,-3.7225461045282333e-09
I1,1,N8,4.127314643984732e-07,1.4974164259016138,1.4974160131701495,60.000020625879586,89.84499167573135
I1,1,N9,4.1273238970352603e-07,1.7254128138732066,1.725412401140817,60.00001729329763,103.5247739065192
I1,2,N1,1.6471919611418556e-10,1.1078081422576077e-10,-5.393838188842479e-11,60.00000292586673,-3.2363030711220046e-09
I1,2,N2,1.7391343353729732e-10,1.0404816734603074e-10,-6.986526619126658e-11,59.99998829906317,-4.1919151539869285e-09
I1,2,N3,4.127277846985636e-07,0.9327552940863635,0.9327548813585788,60.00001354596485,55.96530551657956
I1,2,N4,1.6537270807689916e-10,1.0921988290312932e-10,-5.615282517376984e-11,60.00001354596643,-3.3691702710704755e-09
I1,2,N5,1.6607365840769737e-10,1.0776131781513459e-10,-5.831234059256278e-11,60.000043368820805,-3.498742964491217e-09
I1,2,N6,4.127314729756508e-07,1.616455306209731,1.616454893478258,60.00001640896204,96.98732013304247
I1,2,N7,1.6847192690665486e-10,1.0713266382835993e-10,-6.133926307829493e-11,60.00001354594939,-3.6803566155962494e-09
I1,2,N8,4.1272999562373214e-07,1.2959550771860344,1.295954664456039,60.0000167270667,77.75730154488245
I1,2,N9,4.12730910606008e-07,1.4642150582993194,1.4642146455684089,60.000013545965814,87.85289856830606
I1,3,N1,5.5170423692865526e-11,2.091169063056086e-10,1.5394648261274308e-10,60.00000145566533,9.236789180859142e-09
I1,3,N2,4.157613959243167e-11,2.2239513924397133e-10,1.8081899965153967e-10,59.99998569022591,1.0849137391613344e-08
I1,3,N3,4.127124246901053e-07,0.49987125320955506,0.4998708404971304,60.00001093712782,29.9922558969791
I1,3,N4,5.304384304805235e-11,2.099932416265521e-10,1.5694939857849976e-10,60.00001093713008,9.416965631285974e-09
I1,3,N5,5.0936050721387794e-11,2.1101776925626522e-10,1.6008171853487742e-10,60.00003981322651,9.604909485462365e-09
I1,3,N6,4.127159442467675e-07,0.642470237801792,0.6424698250858478,60.00001370923628,38.5481983129215
I1,3,N7,4.902867436393407e-11,2.141166913515722e-10,1.6508801698763813e-10,60.00001093711214,9.905282824844442e-09
I1,3,N8,4.127145272242962e-07,0.5848231581617421,0.5848227454472149,60.00001401724179,35.08937292443472
I1,3,N9,4.127154088288661e-07,0.6170718144291037,0.6170714017136949,60.0000109371284,37.02429085181085
I1,4,N1,2.172729173071403e-10,6.2494123496185e-11,-1.5477879381095529e-10,60.000000661223375,-9.286727731000673e-09
I1,4,N2,2.144478688649458e-10,6.588933890987746e-11,-1.4855852995506834e-10,59.99998432646618,-8.913509468866957e-09
I1,4,N3,4.108488237248274e-07,0.05208312271507432,0.052082711866250596,60.000009573368224,3.1249632105820146
I1,4,N4,2.1610661552568487e-10,6.249911761126374e-11,-1.5360749791442112e-10,60.0000095733708,-9.216451345406802e-09
I1,4,N5,2.152377451804489e-10,6.239315183224709e-11,-1.528445933482018e-10,60.00003797608828,-9.170681405331878e-09
I1,4,N6,4.1084775913743753e-07,0.0532733159347517,0.05327290508699256,60.000012300032324,3.1963749604780083
I1,4,N7,2.1501248159333334e-10,6.393032483187436e-11,-1.5108215676145898e-10,60.00000957335241,-9.064930852050269e-09
I1,4,N8,4.1084840670618745e-07,0.05284869455938274,0.05284828371097604,60.000012602988264,3.1708976887048617
I1,4,N9,4.108480027781571e-07,0.05309656316620991,0.053096152318207135,60.00000957336864,3.1857696474014676
I1,5,N1,6.445563924735551e-11,2.0685517212851836e-10,1.4239953288116284e-10,60.00000202511036,8.54397226124454e-09
I1,5,N2,7.048353780876175e-11,2.0387488598976564e-10,1.333913481810039e-10,59.999986828989066,8.003479133961327e-09
I1,5,N3,4.127235141187022e-07,0.7511436908847898,0.7511432781612757,60.0000120758911,45.06860576040097
I1,5,N4,6.496102476002541e-11,2.0555174333408492e-10,1.405907185740595e-10,60.0000120758928,8.435444812202016e-09
I1,5,N5,6.550059499512759e-11,2.04309965972891e-10,1.388093709777634e-10,60.0000414253682,8.328568008895107e-09
I1,5,N6,4.127266857236012e-07,1.0811435132943972,1.0811431005677115,60.00001489344372,64.86860213600661
I1,5,N7,6.709143793392004e-11,2.0467623267440543e-10,1.3758479474048538e-10,60.0000120758753,8.255089345885947e-09
I1,5,N8,4.1272537519530263e-07,0.9386051130572796,0.9386047003319044,60.00001520649882,56.31629629280553
