hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L12,356.8521547027891,400.0,0.8921303867569728,-1.8973468480143125e-09,-9.347130834173544e-09
1,L14,224.17530622603894,400.0,0.5604382655650973,7.176141103887181e-09,-9.207372996013554e-09
1,L15,257.86254062544657,400.0,0.6446563515636164,6.612573118997112e-09,-9.242736032480607e-09
1,L23,105.21214753287667,400.0,0.26303036883219166,8.320915064814915e-09,-9.019790742219418e-09
1,L34,-146.4278596374363,240.0,0.6101160818226513,8.721743396874051e-09,-4.65629703867932e-09
1,L45,-173.89256058143854,240.0,0.724552335755994,8.807675224528484e-09,-2.352051926571379e-09
2,L12,365.67473362908146,400.0,0.9141868340727036,-4.706950591915829e-09,-9.35390405893161e-09
2,L14,227.242874730529,400.0,0.5681071868263224,7.149541681434132e-09,-9.20944369127536e-09
2,L15,277.3365218388541,400.0,0.6933413045971352,6.3958514695317125e-09,-9.252780460220452e-09
2,L23,101.6754121608974,400.0,0.2541885304022435,8.347943892036732e-09,-9.01033849187211e-09
2,L34,-150.3491944278383,240.0,0.6264549767826596,8.735109273269389e-09,-4.4093338315014635e-09
2,L45,-172.83601522018233,240.0,0.7201500634174264,8.807045476356536e-09,-2.377860867071346e-09
3,L12,388.4168947448263,400.0,0.9710422368620658,-3.542165212484742e-09,-9.351453453567243e-09
3,L14,232.85018668208184,400.0,0.5821254667052046,7.2062328730514035e-09,-9.204969367994786e-09
3,L15,281.31802553212367,400.0,0.7032950638303092,6.490055959365648e-09,-9.248599379976813e-09
3,L23,98.5873023524109,400.0,0.24646825588102725,8.377791142868088e-09,-8.99930889932892e-09
3,L34,-165.00376877442326,240.0,0.6875157032267636,8.731424250139953e-09,-4.480203022308263e-09
3,L45,-177.71751891345778,240.0,0.7404896621394074,8.798904071906148e-09,-2.6942624768798553e-09
4,L12,386.48842623610847,400.0,0.9662210655902712,1.0422556218302682e-09,-9.335158351849214e-09
