investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,1.0679788219707541e-07,2.3823363914201998e-07,2.2306962857409904,1.067978821970754e-09
I1,N2,1.2529850935640138e-07,2.744994112448309e-07,2.190763582542229,1.2529850935640138e-09
I1,N3,0.00019050326974561432,0.0003810097475017518,2.0000168396612166,1.9050326974561432e-06
I1,N4,1.068000018927704e-07,2.3824110433958864e-07,2.2307219112110883,1.068000018927704e-09
I1,N5,1.0633315807098109e-07,2.367712550491895e-07,2.226692589071195,1.0633315807098108e-09
I1,N6,1.070471558553337e-07,2.4741535829223497e-07,2.3112744688574303,1.070471558553337e-09
I1,N7,1.2529759879138406e-07,2.744964462031916e-07,2.1907558393055737,1.2529759879138406e-09
I1,N8,9.983562937019944e-08,4.351763364228629e-07,4.3589281619008995,9.983562937019944e-10
I1,N9,4.104050845884902,8.208101695006144,2.0000000007885723,0.04104050845884902
I2,N1,1.659268888197794e-09,9.301467213907924e-09,5.605762441559826,1.659268888197794e-11
I2,N2,1.7554741749515243e-09,9.233890543109355e-09,5.260054904176725,1.7554741749515242e-11
I2,N3,0.003249920980879429,0.006499842146098445,2.000000056721252,3.249920980879429e-05
I2,N4,1.6631262643269438e-09,9.32025223335592e-09,5.604055707176126,1.663126264326944e-11
I2,N5,1.5510796084296736e-09,8.672485914522025e-09,5.591257771290104,1.5510796084296736e-11
I2,N6,1.872585409232592e-09,1.1027288666344039e-08,5.888804116477205,1.872585409232592e-11
I2,N7,1.7777024598626084e-09,9.266468435122422e-09,5.212609333869398,1.7777024598626082e-11
I2,N8,3.088469403167493e-09,1.4853176651488952e-08,4.80923548611352,3.0884694031674926e-11
I2,N9,22.931456114423494,45.862912229047005,2.0000000000087224,0.22931456114423493
I3,N1,1.0420562088577354e-08,2.9523409427207145e-08,2.8331878046741497,1.0420562088577354e-10
I3,N2,1.0951341944982627e-08,2.836290051714113e-08,2.5899018275231223,1.0951341944982628e-10
I3,N3,21.649506057923727,48.91675011292426,2.2594857352424773,0.21649506057923726
I3,N4,1.0113076301257973e-08,2.847957492177519e-08,2.81611391760513,1.0113076301257974e-10
I3,N5,1.1474525298326664e-08,2.8352331336730174e-08,2.470893618654953,1.1474525298326664e-10
I3,N6,1.1203850013114053e-08,3.091627691789217e-08,2.7594333092378793,1.1203850013114052e-10
I3,N7,1.096195854535428e-08,2.8384636903885255e-08,2.5893764135711654,1.0961958545354281e-10
I3,N8,46.01765163088778,173.61484614181782,3.7727880495597645,0.4601765163088778
I3,N9,26.46556239495488,58.890852067912355,2.225188008063592,0.2646556239495488
I4,N1,5.501174596614475e-08,1.4197223943733864e-07,2.580762288924823,5.501174596614475e-10
I4,N2,5.315119351604063e-08,1.3938910065844016e-07,2.6225017998207996,5.315119351604063e-10
I4,N3,19.620860301293607,41.84744983147309,2.1328040253522462,0.19620860301293608
I4,N4,4.4285945015174955e-08,1.0733021258080337e-07,2.4235728185099306,4.4285945015174953e-10
I4,N5,5.4718071204747954e-08,1.422797030543977e-07,2.600232426358843,5.471807120474796e-10
I4,N6,5.264631823949075e-08,1.3890047475639503e-07,2.638370153911424,5.264631823949076e-10
I4,N7,5.314553465530195e-08,1.3943226091695823e-07,2.6235931545576814,5.314553465530195e-10
I4,N8,85.24426717728849,414.5561029469005,4.863155220570071,0.8524426717728849
I4,N9,0.8597806262547174,2.4648651509668786,2.8668535620580977,0.008597806262547174
