iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
21,I1,optimal,6.723579399986193,551.6041135812012,0.010377386468462646,12.080375590623692,24.160852777233206,0.007046299906993408,0.007047070626283342,0.12246390628646786
21,I2,optimal,10.397697099950165,1942.0707830062317,0.01039526448585093,46.07322791508159,92.15376025161473,0.019059648927007667,0.019057353708275267,0.29830923034621293
21,I3,optimal,21.61186710000038,135259.3065549102,0.010523214587010443,71.30922951928765,283.0635877376386,0.0664225845604524,0.06641975444122515,0.6548217499159081
21,I4,optimal,5.618232199980412,198042.1746526202,0.01045588485430926,97.09635019603292,381.2615774163888,0.027864240570426045,0.02786236054376122,0.03980605795775149
22,I1,optimal,14.011706599965692,551.775774070317,0.010367380047682673,12.057185609652521,24.114401830569598,0.0019097087383484253,0.0019099433100578142,0.032956654430206456
22,I2,optimal,10.182053700031247,1942.0946506321989,0.010387529036961496,46.07071456394023,92.14362060381055,0.0023657580978395133,0.002365098109534486,0.03946065343487959
22,I3,optimal,5.619562599982601,137654.16288288307,0.010538206610362977,82.08965708074797,342.31051206385956,3.161927148973156,8.116428562635098,39.92922446371838
22,I4,optimal,7.970056200050749,200088.19809524523,0.010493291076272726,108.57528461718518,410.94109041987514,13.170912563479016,18.51276916653877,42.592965591279516
23,I1,optimal,8.673711500014178,552.012509068712,0.010402188869193196,12.05736482906175,24.114738988558976,2.843179853380163e-05,3.0800229921765597e-05,0.0003074030069125655
23,I2,optimal,29.76444800000172,1941.3915671221332,0.010386022797320038,46.07197361088329,92.14460478139998,0.40377694331732006,0.4037770266876442,6.1486490170934545
23,I3,optimal,33.71098939998774,137653.04479141382,0.010548653779551387,85.31711524126374,360.07887365459294,0.7,0.7000000000000001,12.246996310218382
23,I4,maxIterations,409.5370832000044,nan,nan,108.57528461718518,410.94109041987514,0.0,0.0,0.0
24,I1,optimal,4.799439300026279,551.6112182559276,0.010418613441288471,12.05768616788082,24.11537525295661,8.440461030545428,8.44046031987168,12.057801472207757
