unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_reference_eur_per_mwh,spot_revenue_eur,degradation_cost_eur
I1,1,N1,6.465096838231502e-07,8.905115863472757e-07,2.440019025241255e-07,67.14999963538077,1.638472766552724e-05,1.1527659526278193e-05
I1,1,N2,1.6530499198742733e-06,4.680889460822322e-07,-1.1849609737920411e-06,67.14999997330928,-7.95701293585081e-05,1.590854149467379e-05
I1,1,N3,3.960096154435612e-07,3.0064630986786445,3.006462702669029,67.1499998969507,201.88397017441144,22.548476210161947
I1,1,N4,6.465096822535851e-07,8.905115693086872e-07,2.440018870551021e-07,67.14999987957138,1.63847266863653e-05,1.1527659386717042e-05
I1,1,N5,8.491513481931663e-07,6.486908354271248e-07,-2.004605127660415e-07,67.14999997786445,-1.3460923427802384e-05,1.1233816377152183e-05
I1,1,N6,4.6954783080004907e-07,4.091337135018978e-06,3.6217893042189283e-06,67.14999990127183,0.00024320315142072838,3.4206637243642705e-05
I1,1,N7,1.653050704916678e-06,4.6808611051959587e-07,-1.184964594397082e-06,67.14999997330928,-7.95703724821365e-05,1.5908526115772053e-05
I1,1,N8,3.960095841317504e-07,12.48514616946691,12.485145773457326,67.14999994767689,838.3775380343977,93.6385992410737
I1,1,N9,3.960096154402716e-07,3.0073680761596027,3.0073676801499873,67.14999990472201,201.9447394355357,22.555263541269134
I1,2,N1,6.465112300853663e-07,8.905123462021779e-07,2.440011161168116e-07,67.14999950634416,1.6384674826791324e-05,1.1527676822156581e-05
I1,2,N2,1.6532718576456553e-06,4.6790837362784664e-07,-1.1853634840178087e-06,67.14999987114805,-7.959715779905945e-05,1.5908851734551263e-05
I1,2,N3,3.9600961680507786e-07,2.935413912309312,2.9354135162996955,67.1499998122685,197.11301706845498,22.015607312391968
I1,2,N4,6.465112272762392e-07,8.905123307530301e-07,2.440011034767909e-07,67.14999978254257,1.6384674045406656e-05,1.152767668521952e-05
I1,2,N5,8.491418473353719e-07,6.486946137087706e-07,-2.0044723362660135e-07,67.14999987333957,-1.3460031712637548e-05,1.123377345783107e-05
I1,2,N6,4.6889278781858197e-07,4.097412769470688e-06,3.6285199816521057e-06,67.1499998094175,0.00024365511607640647,3.4247291679669525e-05
I1,2,N7,1.6532726314074832e-06,4.679055480538026e-07,-1.1853670833536806e-06,67.14999987114805,-7.95973994944628e-05,1.5908836345959644e-05
I1,2,N8,3.9600958554233983e-07,11.335158539241052,11.335158143231466,67.14999985169317,761.1558676369115,85.01369201437979
I1,2,N9,3.960096168410773e-07,2.934314766096032,2.9343143700864154,67.14999981726945,197.0392094151139,22.007363715792366
I1,3,N1,6.465742679094245e-07,8.895245231973744e-07,2.429502552879499e-07,67.14999931081347,1.6314109475147795e-05,1.1520740933300992e-05
I1,3,N2,1.65665912420052e-06,4.676336426174608e-07,-1.1890254815830591e-06,67.14999971477876,-7.984306074916709e-05,1.5932195751134858e-05
I1,3,N3,3.960096185669263e-07,2.8527378877618843,2.852737491752266,67.14999966714387,191.5613216216135,21.39553712828627
I1,3,N4,6.465742636062791e-07,8.895245103660144e-07,2.429502467597353e-07,67.14999962812605,1.6314108979569357e-05,1.1520740804792201e-05
I1,3,N5,8.488555014146868e-07,6.48804335299549e-07,-2.000511661151378e-07,67.14999971524291,-1.3433435747665517e-05,1.1232448775356768e-05
I1,3,N6,4.62010040410377e-07,4.185228403250205e-06,3.723218362839828e-06,67.14999965913907,0.00025001411179559476,3.485428832745437e-05
I1,3,N7,1.656660080467666e-06,4.676310578422459e-07,-1.18902902262542e-06,67.14999971477876,-7.984329853016061e-05,1.593218353732434e-05
I1,3,N8,3.960095878700484e-07,9.824786417410401,9.824786021400813,67.14999969957381,659.7343783854416,73.68590110064991
I1,3,N9,3.9600961862989113e-07,2.8504199607686997,2.8504195647590813,67.14999967029694,191.40567283378024,21.378152675837388
I1,4,N1,6.46704573797354e-07,8.875684068050008e-07,2.408638330076468e-07,67.14999909669731,1.6174006168890534e-05,1.1507047354517661e-05
I1,4,N2,1.66222887306867e-06,4.6693572279183405e-07,-1.195293150276836e-06,67.14999953486227,-8.02639344851136e-05,1.596873446895378e-05
I1,4,N3,3.960096201475487e-07,2.7877042432341463,2.787703847224526,67.14999949274915,187.19431192706176,20.90778479432825
I1,4,N4,6.467045685199475e-07,8.875683974291855e-07,2.4086382890923795e-07,67.14999944860344,1.6174005978443843e-05,1.1507047244618497e-05
I1,4,N5,8.48294348340045e-07,6.490141331078687e-07,-1.9928021523217634e-07,67.14999953437481,-1.3381666360050754e-05,1.1229813610859353e-05
I1,4,N6,4.5025345870234976e-07,4.363750543405702e-06,3.913497084703352e-06,67.14999948200136,0.00026279132721064395,3.610503001581039e-05
I1,4,N7,1.662230195143573e-06,4.669335244938628e-07,-1.1952966706497103e-06,67.14999953486227,-8.026417087815047e-05,1.596872789728077e-05
I1,4,N8,3.9600959056543256e-07,8.508931784839456,8.508931388829865,67.1499995219094,571.3747386918852,63.81699135636786
I1,4,N9,3.960096202252206e-07,2.784812501761296,2.784812105751676,67.1499994949825,187.0001314948462,20.88609673328187
I1,5,N1,6.468957408105917e-07,8.84757076035562e-07,2.3786133522497027e-07,67.14999937112793,1.5972388510772404e-05,1.1487396126346154e-05
I1,5,N2,1.6675631261060898e-06,4.6552137746787175e-07,-1.202041748638218e-06,67.14999977657274,-8.071710315248745e-05,1.5998133776804713e-05
I1,5,N3,3.9600961359573154e-07,3.1519231882426357,3.151922792233022,67.1499997248328,211.65161463114165,23.63942688189187
I1,5,N4,6.468957371187296e-07,8.847570654086178e-07,2.3786132828988823e-07,67.14999968844052,1.597238812055804e-05,1.1487396018955103e-05
I1,5,N5,8.474637709852602e-07,6.493122064288904e-07,-1.981515645563698e-07,67.14999977798409,-1.3305877515967433e-05,1.122581983060613e-05
I1,5,N6,4.3630259733589913e-07,4.653450786562391e-06,4.217148189226492e-06,67.14999971824811,0.0002831814997183695,3.8173150379237175e-05
I1,5,N7,1.667564975974559e-06,4.655195759296714e-07,-1.2020454000448877e-06,67.14999977657274,-8.07173483444445e-05,1.599813413928173e-05
I1,5,N8,3.960095856399351e-07,11.431814568135092,11.431814172125506,67.14999975951656,767.6463189090657,85.73861223108509
I1,5,N9,3.9600961364962793e-07,3.149647300376054,3.1496469043664406,67.14999972854744,211.49878877322678,23.622357722892506
I1,6,N1,6.471021795419712e-07,8.815045393386959e-07,2.344023597967247e-07,67.14999965731226,1.574011838002325e-05,1.1464550391605002e-05
I1,6,N2,1.6676673515095005e-06,4.636463404373412e-07,-1.2040210110721593e-06,67.14999999956343,-8.085001089296986e-05,1.5984852689601312e-05
I1,6,N3,3.960096068217182e-07,3.653084221380401,3.653083825370794,67.14999991446415,245.30457856117917,27.39813463042506
I1,6,N4,6.471021783717441e-07,8.815045254296483e-07,2.344023470579042e-07,67.14999990150288,1.574011758185031e-05,1.1464550278510444e-05
I1,6,N5,8.463777596822707e-07,6.496791544898848e-07,-1.9669860519238593e-07,67.15000000605845,-1.3208311339860403e-05,1.1220426856291166e-05
I1,6,N6,4.238391234018464e-07,5.095345375538726e-06,4.671506252136879e-06,67.14999992132884,0.0003136916444634786,4.1393883742054296e-05
I1,6,N7,1.6676698277395759e-06,4.6364482605719434e-07,-1.2040250016823816e-06,67.14999999956343,-8.085027886244629e-05,1.598485990347578e-05
I1,6,N8,3.960095810749531e-07,16.70836329857878,16.7083629025692,67.14999996965251,1121.966568400465,125.31272770941273
I1,6,N9,3.9600960679213665e-07,3.6566492619577464,3.6566488659481395,67.14999992331701,245.5439710680148,27.42487243475515
I1,7,N1,6.47234673079484e-07,8.789641900774469e-07,2.3172951699796285e-07,67.14999984763836,1.5560637031106515e-05,1.144649147367698e-05
I1,7,N2,1.6530239540086463e-06,4.623883388879745e-07,-1.1906356151206717e-06,67.15000016483512,-7.995118175161167e-05,1.5865592196724653e-05
I1,7,N3,3.960096005367066e-07,4.308491097518643,4.308490701509043,67.14999999778206,289.3151505967763,32.31368620146183
I1,7,N4,6.472346739960562e-07,8.789641756348905e-07,2.3172950163883427e-07,67.15000002249889,1.5560636040261377e-05,1.14464913722321e-05
I1,7,N5,8.450697145905688e-07,6.500840702860908e-07,-1.94985644304478e-07,67.15000018319269,-1.3093286050765643e-05,1.1213653386574948e-05
I1,7,N6,4.1585301587094e-07,5.776220303058245e-06,5.360367287187305e-06,67.1500000273074,0.00035994866348100523,4.644054989196888e-05
I1,7,N7,1.6530269184105784e-06,4.623870019850075e-07,-1.190639916425571e-06,67.15000016483512,-7.995147058423637e-05,1.5865604402966892e-05
I1,7,N8,3.960095777122751e-07,25.045672112990072,25.045671716980493,67.15000009985216,1681.8168582961046,187.8425438174974
I1,7,N9,3.960096003359529e-07,4.332307313573391,4.332306917563791,67.15000001705091,290.9144095882784,32.49230782187244
I1,8,N1,6.471842448220672e-07,8.797329646931516e-07,2.3254871987108435e-07,67.14999989702353,1.5615646515396268e-05,1.145187907136414e-05
I1,8,N2,1.6078856683880245e-06,4.6310540461448055e-07,-1.144780263773544e-06,67.15000025247991,-7.68719950014275e-05,1.5532433047518786e-05
I1,8,N3,3.9600959310479197e-07,5.496317897501907,5.496317501492314,67.15000000975864,369.07772027884545,41.22238720133625
I1,8,N4,6.47184247057009e-07,8.797329554552989e-07,2.325487083982899e-07,67.1500000319306,1.5615645776370585e-05,1.145187901884231e-05
I1,8,N5,8.436148947384989e-07,6.504759448388477e-07,-1.931389498996512e-07,67.15000029532786,-1.2969280542800891e-05,1.12056812968301e-05
I1,8,N6,4.1141760600371293e-07,6.909059681527825e-06,6.497642075524112e-06,67.15000003220042,0.000436316665580671,5.490357965648654e-05
I1,8,N7,1.6078881742195609e-06,4.631043129042229e-07,-1.144783861315338e-06,67.15000025247991,-7.687223657635987e-05,1.553244365342838e-05
I1,8,N8,3.960095757524998e-07,34.83442225949161,34.834421863482035,67.15000012210447,2339.1314323862575,261.2581699162589
