hour,node,lambda_reference_eur_per_mwh
1,N1,67.14999963538077
1,N2,67.14999997330928
1,N3,67.1499998969507
1,N4,67.14999987957138
1,N5,67.14999997786445
1,N6,67.14999990127183
1,N7,67.14999997330928
1,N8,67.14999994767689
1,N9,67.14999990472201
2,N1,67.14999950634416
2,N2,67.14999987114805
2,N3,67.1499998122685
2,N4,67.14999978254257
2,N5,67.14999987333957
2,N6,67.1499998094175
2,N7,67.14999987114805
2,N8,67.14999985169317
2,N9,67.14999981726945
3,N1,67.14999931081347
3,N2,67.14999971477876
3,N3,67.14999966714387
3,N4,67.14999962812605
3,N5,67.14999971524291
3,N6,67.14999965913907
3,N7,67.14999971477876
3,N8,67.14999969957381
3,N9,67.14999967029694
4,N1,67.14999909669731
4,N2,67.14999953486227
4,N3,67.14999949274915
4,N4,67.14999944860344
4,N5,67.14999953437481
4,N6,67.14999948200136
4,N7,67.14999953486227
4,N8,67.1499995219094
4,N9,67.1499994949825
5,N1,67.14999937112793
5,N2,67.14999977657274
5,N3,67.1499997248328
5,N4,67.14999968844052
5,N5,67.14999977798409
5,N6,67.14999971824811
5,N7,67.14999977657274
5,N8,67.14999975951656
5,N9,67.14999972854744
6,N1,67.14999965731226
6,N2,67.14999999956343
6,N3,67.14999991446415
6,N4,67.14999990150288
6,N5,67.15000000605845
6,N6,67.14999992132884
6,N7,67.14999999956343
6,N8,67.14999996965251
6,N9,67.14999992331701
7,N1,67.14999984763836
7,N2,67.15000016483512
7,N3,67.14999999778206
7,N4,67.15000002249889
7,N5,67.15000018319269
7,N6,67.1500000273074
7,N7,67.15000016483512
7,N8,67.15000009985216
7,N9,67.15000001705091
8,N1,67.14999989702353
8,N2,67.15000025247991
8,N3,67.15000000975864
8,N4,67.1500000319306
8,N5,67.15000029532786
8,N6,67.15000003220042
8,N7,67.15000025247991
8,N8,67.15000012210447
8,N9,67.15000003172555
9,N1,67.14999976660071
9,N2,67.15000010551799
9,N3,67.14999987806233
9,N4,67.14999987547817
9,N5,67.15000015342939
9,N6,67.1499998696731
9,N7,67.15000010551799
9,N8,67.14999992552929
9,N9,67.14999988573905
10,N1,60.000000214053195
10,N2,60.000000422985416
10,N3,60.000000237790886
10,N4,60.00000027643532
10,N5,60.00000044291635
10,N6,60.00000024018298
10,N7,60.00000042298541
10,N8,60.00000023592293
10,N9,60.000000237790886
11,N1,59.999999975228185
11,N2,100.68355949736889
11,N3,16.6703552167377
11,N4,59.999999995121215
11,N5,74.05732752398403
11,N6,44.785010140806435
11,N7,100.68355949736889
11,N8,1.8642608793343942e-05
11,N9,16.670355216553027
12,N1,59.999999914120366
12,N2,100.68356681698269
12,N3,16.67034703014869
12,N4,59.99999992708305
12,N5,74.05733000296537
12,N6,44.78500706107436
12,N7,100.68356681698269
12,N8,7.428001835270012e-06
12,N9,16.67034702979207
13,N1,59.99999985030717
13,N2,100.68357118498011
13,N3,16.67034202750704
13,N4,59.999999860694196
13,N5,74.05733146412166
13,N6,44.78500511700222
13,N7,100.68357118498012
13,N8,5.860045070174216e-07
13,N9,16.67034202435813
14,N1,59.999999743309274
14,N2,100.68357088621998
14,N3,16.67034168538332
14,N4,59.99999975220231
14,N5,74.05733128784031
14,N6,44.785004644523376
14,N7,100.68357088622
14,N8,3.1899299964758295e-07
14,N9,16.67034168200363
15,N1,59.99999973676296
15,N2,100.683570117673
15,N3,16.670342968275115
15,N4,59.99999974657875
15,N5,74.057331018605
15,N6,44.78500540712085
15,N7,100.68357011767301
15,N8,1.9236710896716505e-06
15,N9,16.670342966358263
16,N1,59.99999989361797
16,N2,100.68355971437177
16,N3,16.67035474520546
16,N4,59.99999990876143
16,N5,74.05732753438585
16,N6,44.78500988801774
16,N7,100.68355971437177
16,N8,1.8041294718822655e-05
16,N9,16.670354745036732
17,N1,60.00000006794464
17,N2,60.00000025164995
17,N3,60.00000005207239
17,N4,60.00000011887494
17,N5,60.00000026061965
17,N6,60.00000006905415
17,N7,60.00000025164995
17,N8,60.000000040734044
17,N9,60.00000005207239
18,N1,67.14999961223063
18,N2,67.1500001333381
18,N3,67.14999986949553
18,N4,67.14999976878723
18,N5,67.1500002350843
18,N6,67.14999979883848
18,N7,67.1500001333381
18,N8,67.1499999537518
18,N9,67.14999987681725
19,N1,67.14999894236185
19,N2,67.1500011064477
19,N3,67.15000005367932
19,N4,67.1499991172224
19,N5,67.15000176409599
19,N6,67.14999945819332
19,N7,67.1500011064477
19,N8,67.15000058357846
19,N9,67.15000008504403
20,N1,67.1499991779054
20,N2,67.15000111329358
20,N3,67.15000012707766
20,N4,67.14999937547898
20,N5,67.15000166658042
20,N6,67.14999966036676
20,N7,67.15000111329358
20,N8,67.15000067126324
20,N9,67.15000016955892
21,N1,67.14999984326946
21,N2,67.15000063735565
21,N3,67.15000012866341
21,N4,67.1500000543857
21,N5,67.15000076208183
21,N6,67.15000010177503
21,N7,67.15000063735565
21,N8,67.15000046370169
21,N9,67.15000017111616
22,N1,67.14999984324801
22,N2,67.15000029565515
22,N3,67.1500000409268
22,N4,67.1500000697658
22,N5,67.15000032571827
22,N6,67.15000007675067
22,N7,67.15000029565515
22,N8,67.15000021539865
22,N9,67.15000006919058
23,N1,67.14999975168489
23,N2,67.15000013031265
23,N3,67.14999998575028
23,N4,67.14999999587552
23,N5,67.15000014447978
23,N6,67.1500000076186
23,N7,67.15000013031265
23,N8,67.1500000826309
23,N9,67.15000000258168
24,N1,67.14999968119352
24,N2,67.15000004180925
24,N3,67.14999994231391
24,N4,67.14999993523583
24,N5,67.15000004994818
24,N6,67.14999995302526
24,N7,67.15000004180925
24,N8,67.1500000084903
24,N9,67.14999995329421
