hour,node,installed_power_mw,charge_offer_mw,accepted_charge_mw,discharge_offer_mw,accepted_discharge_mw,embedded_lambda_eur_per_mwh
1,N1,6.366316122113936e-05,3.18454902169116e-05,1.6288214072312091e-07,3.182899796084025e-05,2.492354522581352e-07,67.15000052850063
1,N2,4.181412122871368e-05,2.0738671164224776e-05,9.151776048823015e-07,2.0897939510222122e-05,9.794525884280725e-08,67.15000065387262
1,N3,37.554062060049105,19.296564982563293,9.98346103286482e-08,19.298400594096375,3.163306710698936,67.15000062539387
1,N4,6.366316085515786e-05,3.184548988747024e-05,1.628821402205337e-07,3.1828997616613777e-05,2.4923545312902953e-07,67.15000061905718
1,N5,6.298858609109836e-05,3.149654194808238e-05,2.404346581682936e-07,3.1501381283470836e-05,1.5939860839287375e-07,67.15000065555017
1,N6,5.8980562290076745e-05,2.945291211374357e-05,1.1060128248791148e-07,2.9059778565501502e-05,9.87813762878217e-07,67.15000062708499
1,N7,4.1813121990424545e-05,2.073797118900913e-05,9.149980099025051e-07,2.0897291166484457e-05,9.79480029882875e-08,67.15000065387262
1,N8,100.0000008407871,53.671812815294714,9.983460837252132e-08,52.71934485784419,16.874356904355263,67.15000064438642
1,N9,37.67526036702906,19.360381180403227,9.983461031343273e-08,19.359738160217727,3.191077683974906,67.15000062834291
2,N1,6.366316122113936e-05,3.184544021327822e-05,1.6288363401990156e-07,3.1829057554991477e-05,2.4923162028816295e-07,67.15000048337915
2,N2,4.181412122871368e-05,2.074159755729257e-05,9.143037056138377e-07,2.0896369301708457e-05,9.795896276751983e-08,67.15000061871447
2,N3,37.554062060049105,19.296564944179888,9.983461046998157e-08,19.273376021046108,3.06170591728241,67.15000059671985
2,N4,6.366316085515786e-05,3.184543988120998e-05,1.6288363337297382e-07,3.182905721441677e-05,2.4923162148362444e-07,67.15000058580559
2,N5,6.298858609109836e-05,3.1496787040220266e-05,2.4042189950900003e-07,3.150111082146535e-05,1.5940529040283612e-07,67.15000061951667
2,N6,5.8980562290076745e-05,2.9452094021664496e-05,1.1060003794977082e-07,2.906112390425775e-05,9.879114002627947e-07,67.15000059575
