hour,lambda_system,system_net_injection_residual_mw
1,67.17039864785436,7.751278712855282e-14
2,67.16555215000155,1.574284161832761e-13
3,67.16205865015782,8.571165309218954e-14
4,67.16018064987944,1.0242050251807003e-13
5,67.16341165052746,1.0258854707936888e-13
6,67.17310464898397,1.0606315999758666e-13
7,67.18772033008538,1.8925329593831712e-13
8,67.19108437811374,1.2111282240433358e-13
9,67.17643764379608,1.0233826111054372e-13
10,60.051404848862184,1.1985310098198406e-13
11,60.030305686400894,1.3237956399282234e-13
12,60.02269896825007,6.786701838571367e-14
13,60.02004808467864,8.371121711608398e-14
14,60.01836980925793,1.1669020284881416e-13
15,60.01662066940816,1.0224931573709287e-13
16,60.02262251216456,5.30250041702801e-14
17,60.04508009120123,3.2024041582089074e-14
18,67.09410657616449,1.3632536036788082e-13
19,67.17404612733674,7.769942166422013e-14
20,67.18086584314167,5.724049581971772e-14
21,67.18368387440367,7.392707832850269e-15
22,67.18347521083221,3.941993407518692e-14
23,67.18042837063568,-4.117469722490295e-15
24,67.17554812863311,7.52253039140066e-14
