investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,1.0926451294696704e-07,2.401005611486837e-07,2.1974248973701065,1.0926451294696705e-09
I1,N2,1.035100091817449e-07,2.1411056068962116e-07,2.068501030790961,1.035100091817449e-09
I1,N3,0.0004598150050051623,0.000994812419194379,2.1635057759439804,4.5981500500516226e-06
I1,N4,1.0926826974493381e-07,2.4011022334885556e-07,2.19743777319205,1.0926826974493382e-09
I1,N5,1.0882674913674499e-07,2.3866497187254566e-07,2.193072693668851,1.08826749136745e-09
I1,N6,1.1436070288338072e-07,2.614576945158557e-07,2.2862547004671443,1.1436070288338072e-09
I1,N7,1.0350389372648693e-07,2.1410589474449808e-07,2.068578166829948,1.0350389372648694e-09
I1,N8,0.0001163723002313941,0.0004685212218669252,4.026054490074699,1.1637230023139409e-06
I1,N9,12.165921906821723,24.331870872242114,2.000002224130557,0.12165921906821722
I2,N1,6.33020417754979e-08,1.3953623245914367e-07,2.20429276126688,6.33020417754979e-10
I2,N2,6.741583328264674e-08,1.4503468742744462e-07,2.1513445783481466,6.741583328264674e-10
I2,N3,10.432348123059066,20.86476284282204,2.0000063836734663,0.10432348123059067
I2,N4,6.341846857952006e-08,1.3975739566177202e-07,2.2037333728191655,6.341846857952006e-10
I2,N5,6.364742056449706e-08,1.4008974260005246e-07,2.201027808473285,6.364742056449706e-10
I2,N6,7.029497261319636e-08,1.6417693944852286e-07,2.3355431170294274,7.029497261319636e-10
I2,N7,6.74160918182095e-08,1.4503618716184035e-07,2.1513585740469336,6.74160918182095e-10
I2,N8,0.00019828670424233642,0.0009479108630002256,4.780506421861421,1.982867042423364e-06
I2,N9,35.65079968055436,71.32532893609888,2.0006656112963186,0.35650799680554357
I3,N1,4.90380347068451e-07,1.0978009125442075e-06,2.238672326709227,4.9038034706845105e-09
I3,N2,4.903875819022323e-07,1.0957534143687164e-06,2.234464033771505,4.903875819022323e-09
I3,N3,24.380603275802393,49.273276172894626,2.0210031562999946,0.24380603275802393
I3,N4,4.904734791833353e-07,1.0980758100068252e-06,2.238807716647963,4.904734791833353e-09
I3,N5,4.901100693188061e-07,1.0974816863578362e-06,2.239255536788304,4.901100693188061e-09
I3,N6,4.895400066715109e-07,1.100231291061202e-06,2.247479830181631,4.895400066715109e-09
I3,N7,4.888677749695819e-07,1.0997469105575842e-06,2.24957947090297,4.888677749695819e-09
I3,N8,39.928466969982495,219.9048351506152,5.507470029238431,0.39928466969982496
I3,N9,6.900894145785015,13.801847525285089,2.000008583484083,0.06900894145785015
I4,N1,3.9493464833469255e-07,1.343161228874263e-06,3.400970855654031,3.949346483346925e-09
I4,N2,2.782402555702407e-07,8.44964176060029e-07,3.0368149796596238,2.7824025557024068e-09
I4,N3,4.844794960088839,9.689611332047416,2.0000044195615945,0.04844794960088839
I4,N4,3.9808665538120816e-07,1.3582355507913924e-06,3.411909272594794,3.9808665538120816e-09
I4,N5,4.012196393969329e-07,1.3596644481106863e-06,3.3888282491713944,4.0121963939693284e-09
I4,N6,3.3549888384445683e-07,1.194684998716719e-06,3.560920933705985,3.3549888384445684e-09
I4,N7,2.7298084232257104e-07,8.549115191979748e-07,3.1317637967713443,2.7298084232257104e-09
I4,N8,92.17606175337687,371.4205373739501,4.029468500918495,0.9217606175337687
I4,N9,0.04570862207847005,0.09142363459411562,2.0001398081343287,0.00045708622078470047
