iteration,node,previous_capacity_price_eur_per_mw,capacity_price_eur_per_mw,capacity_price_change_eur_per_mw,total_power_mw,excess_mw,overload_mw,headroom_mw,projected_complementarity_residual_mw
1,N1,0.0,0.0,0.0,12.00000397991734,-87.99999602008266,0.0,87.99999602008266,0.0
1,N2,0.0,0.0,0.0,12.000003120899692,-87.99999687910031,0.0,87.99999687910031,0.0
1,N3,0.0,0.0,0.0,13.76277397641559,-86.23722602358441,0.0,86.23722602358441,0.0
1,N4,0.0,0.0,0.0,12.000003903649255,-87.99999609635074,0.0,87.99999609635074,0.0
1,N5,0.0,0.0,0.0,12.000003800018577,-87.99999619998142,0.0,87.99999619998142,0.0
1,N6,0.0,0.0,0.0,12.000003790459374,-87.99999620954063,0.0,87.99999620954063,0.0
1,N7,0.0,0.0,0.0,12.000003904974134,-87.99999609502586,0.0,87.99999609502586,0.0
1,N8,0.0,21.800458888723,21.800458888723,187.201835554892,87.201835554892,87.201835554892,0.0,87.201835554892
1,N9,0.0,0.0,0.0,20.32223934668967,-79.67776065331033,0.0,79.67776065331033,0.0
2,N1,0.0,0.0,0.0,3.600002083414909,-96.3999979165851,0.0,96.3999979165851,0.0
2,N2,0.0,0.0,0.0,3.600001705989151,-96.39999829401084,0.0,96.39999829401084,0.0
2,N3,0.0,0.0,0.0,4.128873790074502,-95.87112620992549,0.0,95.87112620992549,0.0
2,N4,0.0,0.0,0.0,3.6000020861627746,-96.39999791383723,0.0,96.39999791383723,0.0
2,N5,0.0,0.0,0.0,3.6000020584227608,-96.39999794157724,0.0,96.39999794157724,0.0
2,N6,0.0,0.0,0.0,3.600001951371831,-96.39999804862816,0.0,96.39999804862816,0.0
2,N7,0.0,0.0,0.0,3.6000019450526857,-96.39999805494732,0.0,96.39999805494732,0.0
2,N8,21.800458888723,45.3688440098047,23.568385121081697,194.2735404843268,94.27354048432679,94.27354048432679,0.0,94.27354048432679
2,N9,0.0,0.0,0.0,19.110553225759006,-80.889446774241,0.0,80.889446774241,0.0
3,N1,0.0,0.0,0.0,1.0800007731668821,-98.91999922683311,0.0,98.91999922683311,0.0
3,N2,0.0,0.0,0.0,1.0800006574712122,-98.91999934252878,0.0,98.91999934252878,0.0
3,N3,0.0,0.0,0.0,1.2386674352579492,-98.76133256474205,0.0,98.76133256474205,0.0
3,N4,0.0,0.0,0.0,1.080000774861659,-98.91999922513834,0.0,98.91999922513834,0.0
3,N5,0.0,0.0,0.0,1.08000076614343,-98.91999923385657,0.0,98.91999923385657,0.0
3,N6,0.0,0.0,0.0,1.0800007300153487,-98.91999926998466,0.0,98.91999926998466,0.0
3,N7,0.0,0.0,0.0,1.0800007266156104,-98.91999927338439,0.0,98.91999927338439,0.0
3,N8,45.3688440098047,69.13094313923338,23.762099129428684,195.04839651771476,95.04839651771476,95.04839651771476,0.0,95.04839651771474
3,N9,0.0,0.0,0.0,25.57621743973109,-74.4237825602689,0.0,74.4237825602689,0.0
4,N1,0.0,0.0,0.0,0.3240002322380874,-99.67599976776191,0.0,99.67599976776191,0.0
4,N2,0.0,0.0,0.0,0.3240001978083638,-99.67599980219164,0.0,99.67599980219164,0.0
4,N3,0.0,0.0,0.0,37.34629886481405,-62.65370113518595,0.0,62.65370113518595,0.0
4,N4,0.0,0.0,0.0,0.32400023274729783,-99.6759997672527,0.0,99.6759997672527,0.0
4,N5,0.0,0.0,0.0,0.3240002299927344,-99.67599977000727,0.0,99.67599977000727,0.0
4,N6,0.0,0.0,0.0,0.32400021977654403,-99.67599978022345,0.0,99.67599978022345,0.0
4,N7,0.0,0.0,0.0,0.32400021855164446,-99.67599978144835,0.0,99.67599978144835,0.0
4,N8,69.13094313923338,77.35184547941384,8.220902340180459,132.88360936072183,32.883609360721834,32.883609360721834,0.0,32.883609360721834
4,N9,0.0,0.0,0.0,56.098539784188446,-43.901460215811554,0.0,43.901460215811554,0.0
5,N1,0.0,0.0,0.0,0.09720020854664445,-99.90279979145336,0.0,99.90279979145336,0.0
5,N2,0.0,0.0,0.0,0.09720016935839615,-99.9027998306416,0.0,99.9027998306416,0.0
5,N3,0.0,0.0,0.0,84.8324569231466,-15.167543076853406,0.0,15.167543076853406,0.0
5,N4,0.0,0.0,0.0,0.09720020914044931,-99.90279979085955,0.0,99.90279979085955,0.0
5,N5,0.0,0.0,0.0,0.09720020682966767,-99.90279979317033,0.0,99.90279979317033,0.0
5,N6,0.0,0.0,0.0,0.09720020091598669,-99.90279979908401,0.0,99.90279979908401,0.0
5,N7,0.0,0.0,0.0,0.09720017546285081,-99.90279982453715,0.0,99.90279982453715,0.0
5,N8,77.35184547941384,69.5402758366686,-7.811569642745241,68.75372142901904,-31.246278570980962,0.0,31.246278570980962,31.246278570980962
5,N9,0.0,0.0,0.0,97.32913525262148,-2.6708647473785163,0.0,2.6708647473785163,0.0
6,N1,0.0,0.0,0.0,0.029160153834694974,-99.9708398461653,0.0,99.9708398461653,0.0
6,N2,0.0,0.0,0.0,0.029160134816658245,-99.97083986518334,0.0,99.97083986518334,0.0
6,N3,0.0,0.0,0.0,98.50352106268151,-1.4964789373184857,0.0,1.4964789373184857,0.0
6,N4,0.0,0.0,0.0,0.029160154215609316,-99.9708398457844,0.0,99.9708398457844,0.0
6,N5,0.0,0.0,0.0,0.029160155248029798,-99.97083984475196,0.0,99.97083984475196,0.0
6,N6,0.0,0.0,0.0,0.02916014815338464,-99.97083985184662,0.0,99.97083985184662,0.0
6,N7,0.0,0.0,0.0,0.029160136651112417,-99.97083986334889,0.0,99.97083986334889,0.0
6,N8,69.5402758366686,60.87035209720193,-8.669923739466668,65.32030504213333,-34.67969495786667,0.0,34.67969495786667,34.67969495786667
6,N9,0.0,0.0,0.0,88.43320442529095,-11.566795574709047,0.0,11.566795574709047,0.0
7,N1,0.0,0.0,0.0,0.008749537029213914,-99.99125046297078,0.0,99.99125046297078,0.0
7,N2,0.0,0.0,0.0,0.008749471260364993,-99.99125052873964,0.0,99.99125052873964,0.0
