hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,0.0,4000.0,-36063.88667727092
1,N2,0.0,0.0,4000.0,-36094.76624543147
1,N3,0.0,0.0,4000.0,-36102.52380046374
1,N4,0.0,0.0,4000.0,-36095.383971973926
1,N5,0.0,371.25,4000.0,0.0
1,N6,0.0,35.64,4000.0,0.0
1,N7,0.0,0.0,4000.0,-36094.584937053405
1,N8,0.0,39.6,4000.0,0.0
1,N9,0.0,0.0,4000.0,-36100.008599468994
2,N1,0.0,0.0,4000.0,-35855.32155457427
2,N2,0.0,0.0,4000.0,-35900.7486139164
2,N3,0.0,0.0,4000.0,-35922.42898006257
2,N4,0.0,0.0,4000.0,-35890.47933970394
2,N5,0.0,354.375,4000.0,0.0
2,N6,0.0,34.02,4000.0,0.0
2,N7,0.0,0.0,4000.0,-35900.68009892863
2,N8,0.0,37.8,4000.0,0.0
2,N9,0.0,0.0,4000.0,-35918.8427010368
3,N1,0.0,0.0,4000.0,-35724.09386400876
3,N2,0.0,0.0,4000.0,-35781.301192415776
3,N3,0.0,0.0,4000.0,-35811.81764555363
3,N4,0.0,0.0,4000.0,-35759.336155941746
3,N5,0.0,343.125,4000.0,0.0
3,N6,0.0,32.94,4000.0,0.0
3,N7,0.0,0.0,4000.0,-35781.26382845993
3,N8,0.0,36.6,4000.0,0.0
3,N9,0.0,0.0,4000.0,-35807.90842693825
4,N1,0.0,0.0,4000.0,-35580.36506658563
4,N2,0.0,0.0,4000.0,-35648.00932607108
4,N3,0.0,0.0,4000.0,-35684.8872971735
4,N4,0.0,0.0,4000.0,-35616.003477057
4,N5,0.0,337.5,4000.0,0.0
4,N6,0.0,32.4,4000.0,0.0
4,N7,0.0,0.0,4000.0,-35647.98436451158
4,N8,0.0,36.0,4000.0,0.0
4,N9,0.0,0.0,4000.0,-35681.031537657764
5,N1,0.0,0.0,4000.0,-35500.327783865345
5,N2,0.0,0.0,4000.0,-35558.953671181356
5,N3,0.0,0.0,4000.0,-35592.56241137462
5,N4,0.0,0.0,4000.0,-35531.760229715735
5,N5,0.0,348.75,4000.0,0.0
5,N6,0.0,33.48,4000.0,0.0
5,N7,0.0,0.0,4000.0,-35558.91983816222
5,N8,0.0,37.2,4000.0,0.0
5,N9,0.0,0.0,4000.0,-35588.61963278531
6,N1,0.0,0.0,4000.0,-35351.27729133698
6,N2,0.0,0.0,4000.0,-35381.96597212212
6,N3,0.0,0.0,4000.0,-35411.970121560444
6,N4,0.0,0.0,4000.0,-35360.804621170544
6,N5,0.0,382.5,4000.0,0.0
6,N6,0.0,36.72,4000.0,0.0
6,N7,0.0,0.0,4000.0,-35381.90271864077
6,N8,0.0,40.8,4000.0,0.0
6,N9,0.0,0.0,4000.0,-35407.923316860055
7,N1,0.0,0.0,4000.0,-35418.7468801352
7,N2,0.0,0.0,4000.0,-35430.207455977456
7,N3,0.0,0.0,4000.0,-35456.7677087727
7,N4,0.0,0.0,4000.0,-35425.52265811906
7,N5,0.0,450.0,4000.0,0.0
7,N6,0.0,43.2,4000.0,0.0
7,N7,0.0,0.0,4000.0,-35430.10128262217
7,N8,0.0,48.0,4000.0,0.0
7,N9,0.0,0.0,4000.0,-35450.257864849336
8,N1,0.0,0.0,4000.0,-36700.22635847078
8,N2,0.0,0.0,4000.0,-36703.12357793258
8,N3,0.0,0.0,4000.0,-36724.541901426324
8,N4,0.0,0.0,4000.0,-36702.13917689561
8,N5,0.0,506.25,4000.0,0.0
8,N6,0.0,48.6,4000.0,0.0
8,N7,0.0,0.0,4000.0,-36702.974216914336
8,N8,0.0,54.0,4000.0,0.0
8,N9,0.0,0.0,4000.0,-36717.56437601237
9,N1,0.0,0.0,4000.0,-35417.13404971157
9,N2,0.0,0.0,4000.0,-35411.90128658666
9,N3,0.0,0.0,4000.0,-35437.84135901195
9,N4,0.0,0.0,4000.0,-35416.84051351001
9,N5,0.0,523.125,4000.0,0.0
9,N6,0.0,50.22,4000.0,0.0
9,N7,0.0,0.0,4000.0,-35411.8285487881
9,N8,0.0,55.8,4000.0,0.0
9,N9,0.0,0.0,4000.0,-35434.61685683715
10,N1,0.0,0.0,4000.0,-32385.645390578742
10,N2,0.0,0.0,4000.0,-32380.23363054485
10,N3,0.0,0.0,4000.0,-32384.501475644167
10,N4,0.0,0.0,4000.0,-32382.394654603868
10,N5,0.0,506.25,4000.0,0.0
10,N6,0.0,48.6,4000.0,0.0
10,N7,0.0,0.0,4000.0,-32379.19390933981
10,N8,0.0,54.0,4000.0,0.0
10,N9,0.0,0.0,4000.0,-32384.053164966812
11,N1,0.0,0.0,4000.0,-35155.41759616821
11,N2,0.0,0.0,4000.0,-33691.689043179045
11,N3,0.0,0.0,4000.0,-36225.83061728157
11,N4,0.0,0.0,4000.0,-35151.394562069756
11,N5,0.0,495.0,4000.0,0.0
11,N6,0.0,47.52,4000.0,0.0
11,N7,0.0,0.0,4000.0,-33691.227709403196
11,N8,0.0,52.8,4000.0,0.0
11,N9,0.0,0.0,4000.0,-36226.90215920476
12,N1,0.0,0.0,4000.0,-35038.265678309384
12,N2,0.0,0.0,4000.0,-34183.866125146844
12,N3,0.0,0.0,4000.0,-40748.18837485968
12,N4,0.0,0.0,4000.0,-35035.76189179462
12,N5,0.0,483.75,4000.0,0.0
12,N6,0.0,46.44,4000.0,0.0
12,N7,0.0,0.0,4000.0,-34183.37180461557
12,N8,0.0,51.6,4000.0,0.0
12,N9,0.0,0.0,4000.0,-40788.35719826591
13,N1,0.0,0.0,4000.0,-35480.790314091195
13,N2,0.0,0.0,4000.0,-33592.69155494075
13,N3,0.0,0.0,4000.0,-41804.525668953254
13,N4,0.0,0.0,4000.0,-35479.07514775415
13,N5,0.0,472.5,4000.0,0.0
13,N6,0.0,45.36,4000.0,0.0
13,N7,0.0,0.0,4000.0,-33591.58009663919
13,N8,0.0,50.4,4000.0,0.0
13,N9,0.0,0.0,4000.0,-41735.571809280045
14,N1,0.0,0.0,4000.0,-35391.22685949139
14,N2,0.0,0.0,4000.0,-33531.18524570397
14,N3,0.0,0.0,4000.0,-41473.70830841541
14,N4,0.0,0.0,4000.0,-35389.649238660124
14,N5,0.0,466.875,4000.0,0.0
14,N6,0.0,44.82,4000.0,0.0
14,N7,0.0,0.0,4000.0,-33530.21015643992
14,N8,0.0,49.8,4000.0,0.0
14,N9,0.0,0.0,4000.0,-41457.798598716785
15,N1,0.0,0.0,4000.0,-34805.40958037915
15,N2,0.0,0.0,4000.0,-33011.34885045239
15,N3,0.0,0.0,4000.0,-41712.04836422343
15,N4,0.0,0.0,4000.0,-34803.7310493503
15,N5,0.0,466.875,4000.0,0.0
15,N6,0.0,44.82,4000.0,0.0
15,N7,0.0,0.0,4000.0,-33010.96389031922
15,N8,0.0,49.8,4000.0,0.0
15,N9,0.0,0.0,4000.0,-41726.2947880979
16,N1,0.0,0.0,4000.0,-35129.198019256124
16,N2,0.0,0.0,4000.0,-38764.78043199202
16,N3,0.0,0.0,4000.0,-33667.89070095486
16,N4,0.0,0.0,4000.0,-35125.82146652803
16,N5,0.0,478.125,4000.0,0.0
16,N6,0.0,45.9,4000.0,0.0
16,N7,0.0,0.0,4000.0,-38764.360051084936
16,N8,0.0,51.0,4000.0,0.0
16,N9,0.0,0.0,4000.0,-33668.43796454138
