hour,lambda_system,system_net_injection_residual_mw
1,67.1703986424522,-7.644489233404312e-14
2,67.16555214745013,-9.99893135577183e-15
3,67.16205864882343,-1.268406842132377e-14
4,67.16018064919116,3.0664945806772495e-14
5,67.16341164925811,-6.417245470643223e-14
6,67.17310464517507,-1.727727964994709e-14
7,67.1871494645882,-4.6445992959819946e-14
8,67.19007866803567,3.351960063744749e-14
9,67.17643763707548,2.4321313243055367e-14
10,60.05140485624322,5.0223764372370485e-14
11,60.030305683505155,5.858819186070133e-14
12,60.02510390355684,-2.396266465814628e-14
13,60.02301567432604,3.114021117689465e-14
14,60.0213373996486,-3.006805573197812e-14
15,60.0195882596185,2.3727013501245013e-14
16,60.022622512205594,-9.717159576368557e-15
17,60.04508009145285,-6.015770858726719e-14
18,67.15237686007234,2.291630995688648e-14
19,67.17494972728576,6.092333288127349e-15
20,67.18110170590126,1.1557169131664068e-14
21,67.1828245791541,1.8817870791492956e-14
22,67.18221853570341,-2.071714363733875e-14
23,67.18002865846015,3.0414730014942376e-14
24,67.17554809537467,3.9661296350998345e-14
