hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,344.5000034253493,400.0,0.8612500085633732,8.505438213673105e-09,-9.887077269881764e-09
1,L45,311.80209254014426,400.0,0.7795052313503607,9.050158167539627e-09,-9.881962704464277e-09
1,L46,32.69791087793882,200.0,0.1634895543896941,9.499364681394205e-09,-9.638322061385957e-09
1,L69,-2.942089125513008,200.0,0.01471044562756504,9.587081869401844e-09,-9.572752761470297e-09
1,L57,-59.44790746932626,400.0,0.14861976867331564,9.817280362438173e-09,-9.753198545396266e-09
1,L93,-102.91438145562584,400.0,0.2572859536390646,9.833272104058206e-09,-9.716465601076662e-09
1,L72,0.9243848383626116,400.0,0.002310962095906529,9.789451778780586e-09,-9.790584672775104e-09
1,L98,99.97229232721804,200.0,0.4998614616360902,9.157074000525191e-09,-9.720358643761574e-09
1,L78,-60.372292324083354,200.0,0.30186146162041677,9.677890679236115e-09,-9.396796997408428e-09
2,L14,348.4375034656614,400.0,0.8710937586641535,8.393727919914371e-09,-9.88766753466015e-09
2,L45,305.1722294702469,400.0,0.7629305736756173,9.11655795377867e-09,-9.880849816903986e-09
2,L46,43.26527398917942,200.0,0.2163263699458971,9.465754814388024e-09,-9.654045436463803e-09
2,L69,9.24527398717301,200.0,0.04622636993586505,9.560794369316246e-09,-9.597668876636895e-09
2,L57,-49.20277053819345,400.0,0.12300692634548362,9.813121943276593e-09,-9.760399984388994e-09
2,L93,-78.64530277130432,400.0,0.1966132569282608,9.8248366139528e-09,-9.737928312205901e-09
2,L72,0.8878062019484307,400.0,0.002219515504871077,9.78948183671053e-09,-9.790554928969212e-09
2,L98,87.89057675702038,200.0,0.43945288378510194,9.248253095254805e-09,-9.708634709010037e-09
2,L78,-50.090576755420464,200.0,0.25045288377710234,9.664663080117739e-09,-9.438289746302774e-09
3,L14,352.3750035057812,400.0,0.880937508764453,8.263969137536148e-09,-9.88825166071379e-09
3,L45,301.25983205555093,400.0,0.7531495801388773,9.151605393309354e-09,-9.88018224782516e-09
3,L46,51.11517144480645,200.0,0.25557585722403225,9.437730384134729e-09,-9.66486212042664e-09
3,L69,18.17517144411216,200.0,0.0908758572205608,9.539316132188223e-09,-9.614147927585999e-09
3,L57,-41.865167952122086,400.0,0.10466291988030521,9.810026876354736e-09,-9.7653024545664e-09
3,L93,-61.162900118629445,400.0,0.15290725029657362,9.818214029854741e-09,-9.751474433700701e-09
3,L72,0.8729035956934209,400.0,0.002182258989233552,9.789497859493783e-09,-9.790539066727464e-09
3,L98,79.33807156262449,200.0,0.39669035781312245,9.301707241326202e-09,-9.69972572564755e-09
3,L78,-42.738071562449605,200.0,0.21369035781224802,9.654521168175357e-09,-9.464616329456728e-09
4,L14,355.0000035326437,400.0,0.8875000088316092,8.165153391113779e-09,-9.888637714807638e-09
4,L45,299.55883308283285,400.0,0.7488970827070821,9.166025640746875e-09,-9.879888938221262e-09
4,L46,55.44117044504976,200.0,0.2772058522252488,9.420995878518481e-09,-9.670537772525255e-09
4,L69,23.041170445640486,200.0,0.11520585222820243,9.526706529337035e-09,-9.622570117157142e-09
4,L57,-37.94116692425329,400.0,0.09485291731063322,9.808330447639016e-09,-9.767840996851606e-09
4,L93,-51.77587978715712,400.0,0.1294396994678928,9.814446698782277e-09,-9.758186501896037e-09
4,L72,0.8758832967054903,400.0,0.0021897082417637256,9.789503279282887e-09,-9.790533700235743e-09
4,L98,74.817050234036,200.0,0.37408525117018,9.327016124341133e-09,-9.69479003889797e-09
4,L78,-38.817050235301764,200.0,0.19408525117650882,9.64885437054854e-09,-9.47767898975002e-09
5,L14,352.37500350691005,400.0,0.8809375087672752,8.263969137492231e-09,-9.888251660713971e-09
5,L45,303.97651750183246,400.0,0.7599412937545812,9.127728055748948e-09,-9.880643674507943e-09
5,L46,48.398486000872964,200.0,0.24199243000436482,9.447749215207526e-09,-9.66119854719174e-09
5,L69,14.918486002817103,200.0,0.07459243001408551,9.547384427625124e-09,-9.608299703119108e-09
5,L57,-44.77348250479943,400.0,0.11193370626199858,9.811271177929445e-09,-9.763375088226333e-09
5,L93,-67.94650225613609,400.0,0.16986625564034022,9.820834358354587e-09,-9.746403892663922e-09
5,L72,0.8915057453746947,400.0,0.0022287643634367367,9.789501873392012e-09,-9.790535092302814e-09
5,L98,82.86498826168106,200.0,0.4143249413084053,9.280733836970297e-09,-9.703444212892601e-09
5,L78,-45.664988264533115,200.0,0.22832494132266556,9.658603801042671e-09,-9.454507186153848e-09
6,L14,344.5000034286036,400.0,0.8612500085715089,8.505438213555313e-09,-9.887077269882436e-09
6,L45,317.2259814639684,400.0,0.793064953659921,8.98832545196071e-09,-9.882852476121259e-09
6,L46,27.27402196090756,200.0,0.13637010980453781,9.514988936906765e-09,-9.629704250719462e-09
6,L69,-9.445978035607709,200.0,0.047229890178038546,9.599838754287724e-09,-9.558179013209288e-09
6,L57,-65.2740185423123,400.0,0.16318504635578077,9.819574700791287e-09,-9.748885396099997e-09
6,L93,-116.44422851968591,400.0,0.29111057129921475,9.837609011217852e-09,-9.702975735740284e-09
6,L72,0.9242319363849725,400.0,0.0023105798409624313,9.789491933528092e-09,-9.790544933867476e-09
6,L98,106.99825048860473,200.0,0.5349912524430236,9.093684226756152e-09,-9.726700129773817e-09
6,L78,-66.19825049338192,200.0,0.3309912524669096,9.684863147648581e-09,-9.37072413951084e-09
7,L14,331.37500329774025,400.0,0.8284375082443506,8.786705412693358e-09,-9.88506412075853e-09
7,L45,344.2690712740388,400.0,0.8606726781850971,8.498687747974684e-09,-9.887115619765975e-09
7,L46,-12.894067979610629,200.0,0.06447033989805315,9.606189838635985e-09,-9.55016921733858e-09
7,L69,-52.15656793607379,200.0,0.26078283968036897,9.667424480969538e-09,-9.43036719338843e-09
7,L57,-105.73092873197513,400.0,0.2643273218299378,9.833989924819112e-09,-9.714365258757973e-09
7,L93,-197.09859529150373,400.0,0.4927464882287593,9.859495048120276e-09,-9.584634568408352e-09
7,L72,0.9760987189060847,400.0,0.002440246797265212,9.789473345736308e-09,-9.79056333293453e-09
7,L98,144.94202736241823,200.0,0.7247101368120912,8.466261732511234e-09,-9.756711775312305e-09
7,L78,-106.7070274662538,200.0,0.533535137331269,9.726395809989995e-09,-9.097014870718238e-09
8,L14,318.25000316683094,400.0,0.7956250079170774,8.978874801224997e-09,-9.882977889230761e-09
