investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.000000582870086,60.00000056402665,1.884343703295599e-08
I1,1,N2,60.0000005776194,60.000000613587986,-3.5968582778878044e-08
I1,1,N3,60.00000058362869,60.00000050316609,8.046259836191894e-08
I1,1,N4,60.0000005838072,60.00000050360437,8.02028310431524e-08
I1,1,N5,60.00000058430926,60.00000036726905,2.1704020980450878e-07
I1,1,N6,60.000000584001526,60.00000048783832,9.6163205398625e-08
I1,1,N7,60.000000581535154,60.00000050353131,7.800384338452204e-08
I1,1,N8,60.00000058321838,60.000000486765856,9.645252418977179e-08
I1,1,N9,60.00000058362875,60.00000050234009,8.128865403023156e-08
I1,2,N1,60.0000005733158,60.00000056870813,4.607670689438237e-09
I1,2,N2,60.00000056770482,60.00000062180156,-5.409674486145377e-08
I1,2,N3,60.00000057376491,60.00000051104596,6.271894648079979e-08
I1,2,N4,60.0000005740904,60.0000005118244,6.22659968030348e-08
I1,2,N5,60.00000057442751,60.00000038168154,1.9274597207186162e-07
I1,2,N6,60.000000574185925,60.000000495229834,7.895609144270566e-08
I1,2,N7,60.00000057162057,60.00000051174489,5.987568130194632e-08
I1,2,N8,60.00000057331674,60.000000494185805,7.913093469369414e-08
I1,2,N9,60.000000573764964,60.000000509855695,6.390926898802718e-08
I1,3,N1,60.00000052971434,60.00000057053761,-4.082326654497592e-08
I1,3,N2,60.00000052388287,60.00000062554517,-1.0166230168806578e-07
I1,3,N3,60.000000529979076,60.00000051451594,1.5463136548987677e-08
I1,3,N4,60.00000053039188,60.00000051557221,1.481966904748333e-08
I1,3,N5,60.00000053062652,60.00000038955782,1.4106870338537192e-07
I1,3,N6,60.000000530427116,60.00000049829674,3.2130373028849135e-08
I1,3,N7,60.00000052779862,60.000000515488495,1.2310124475334305e-08
I1,3,N8,60.00000052950928,60.00000049723566,3.227361844437837e-08
I1,3,N9,60.00000052997913,60.000000513037264,1.6941868352660094e-08
I1,4,N1,59.999999110986856,59.99999416006665,4.950920207136278e-06
I1,4,N2,59.999999105090545,59.9999942314649,4.873625641721446e-06
I1,4,N3,59.99999911122729,59.99999412153953,4.989687759859862e-06
I1,4,N4,59.999999111632995,59.999994121493074,4.9901399208351904e-06
I1,4,N5,59.99999911182753,59.999993997543314,5.11428421390292e-06
I1,4,N6,59.99999911167279,59.999994109684735,5.001988057529161e-06
I1,4,N7,59.999999109006296,59.99999412140822,4.987598074990274e-06
I1,4,N8,59.999999110758196,59.99999410833344,5.002424757094559e-06
I1,4,N9,59.999999111227346,59.99999412153988,4.9896874685373405e-06
I1,5,N1,60.00000055792891,60.000000569681085,-1.1752177897506044e-08
I1,5,N2,60.00000055219688,60.00000062279913,-7.060224760380152e-08
I1,5,N3,60.00000055827022,60.0000005116867,4.658352281694533e-08
I1,5,N4,60.00000055865072,60.0000005128242,4.582651769169388e-08
I1,5,N5,60.00000055893385,60.000000384745505,1.7418834374893777e-07
I1,5,N6,60.00000055870851,60.00000049564447,6.30640357712764e-08
I1,5,N7,60.00000055611263,60.00000051274245,4.337017855959857e-08
I1,5,N8,60.00000055780855,60.0000004947854,6.302315114226076e-08
I1,5,N9,60.00000055827028,60.000000510155225,4.8115055051312083e-08
I1,6,N1,60.00000058493244,60.00000056265882,2.227361761697466e-08
I1,6,N2,60.000000579912275,60.00000061079176,-3.087948385882555e-08
I1,6,N3,60.00000058587522,60.00000050026767,8.560755304642953e-08
I1,6,N4,60.000000585978725,60.000000500803935,8.517478988778748e-08
I1,6,N5,60.000000586591796,60.00000036034043,2.2625136608667162e-07
I1,6,N6,60.00000058622301,60.00000048603698,1.001860283622591e-07
I1,6,N7,60.000000583828026,60.000000500735084,8.309294230457454e-08
