hour,lambda_system,system_net_injection_residual_mw
1,67.17039861695098,1.7926573730477837e-15
2,67.16555213096639,-3.6774873441094974e-14
3,67.16205863572371,-6.60254164423788e-14
4,67.16018063749864,-5.404837550150816e-14
5,67.16341163603468,5.450113211495735e-14
6,67.17310462258041,-3.7966984636519194e-14
7,67.18715633591256,-3.2746205378109496e-14
8,67.19020218125628,-8.745318750632848e-14
9,67.17643759914917,1.6352285127222854e-14
10,60.051406879222576,-7.570587337871139e-14
11,60.03030568343092,-5.5607085124072665e-15
12,60.02510383592904,1.3397487304194562e-15
13,60.02301235511486,4.035952714414966e-14
14,60.021333495250296,7.428873611834075e-15
15,60.01958823752781,-1.30753734592573e-14
16,60.02262250976251,-3.627733870220443e-14
17,60.045082108062964,1.7143690519081376e-14
18,67.1485017300345,1.6402985326528332e-15
19,67.17290423829424,1.3240611175549667e-13
20,67.18132056152265,-6.377379986852838e-14
21,67.18337462245698,9.258327521177345e-14
22,67.18219498773391,-4.615121055631464e-14
23,67.17991886459819,-3.8423944806479083e-14
24,67.17554800331077,-5.5629915358609965e-14
