hour,lambda_system,system_net_injection_residual_mw
1,67.1500005943909,-2.1440278054663815e-14
2,67.15000056800781,2.1183825720724228e-14
3,67.15000053176402,-3.9609753233051506e-14
4,67.15000049433937,-3.37761122225153e-14
5,67.15000054122706,1.6811347785159062e-14
6,67.15000059905701,-3.7475645781510416e-14
7,67.15000064593976,-2.893973930935856e-14
8,67.15000066220057,1.2082227924171673e-14
9,67.15000061619142,2.339090579520766e-14
10,60.00000074235359,-8.153436950450853e-15
11,60.000000592412846,2.3651507200925364e-14
12,60.00000058486343,5.3472699766315537e-14
13,60.000000579127445,-2.0037945269232515e-14
14,60.000000571673944,-8.794027464968001e-14
15,60.0000005695003,-2.3539521372015567e-14
16,60.000000574371434,-7.590473204489211e-15
17,60.00000062075856,5.314648503783392e-14
18,67.15000058564151,-4.3412150188611057e-14
19,67.15000064108554,3.75235710578673e-14
20,67.15000077028877,-4.252409665333109e-15
21,67.15000075254781,8.282257775577777e-14
22,67.15000066313983,1.0792020460079949e-13
23,67.15000062778603,-8.627547436553886e-15
24,67.15000060786949,-6.96626336220083e-14
