hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,0.0,4000.0,-42861.701569164274
1,N2,0.0,0.0,4000.0,-42969.95874769492
1,N3,0.0,0.0,4000.0,-43009.21201534539
1,N4,0.0,0.0,4000.0,-42930.16114469538
1,N5,0.0,371.25,4000.0,0.0
1,N6,0.0,35.64,4000.0,0.0
1,N7,0.0,0.0,4000.0,-42968.97345048218
1,N8,0.0,39.6,4000.0,0.0
1,N9,0.0,0.0,4000.0,-43004.405399228286
2,N1,0.0,0.0,4000.0,-42080.0692149556
2,N2,0.0,0.0,4000.0,-42178.83444752373
2,N3,0.0,0.0,4000.0,-42222.765457275375
2,N4,0.0,0.0,4000.0,-42145.32088810186
2,N5,0.0,354.375,4000.0,0.0
2,N6,0.0,34.02,4000.0,0.0
2,N7,0.0,0.0,4000.0,-42178.25681724704
2,N8,0.0,37.8,4000.0,0.0
2,N9,0.0,0.0,4000.0,-42215.36648051553
3,N1,0.0,0.0,4000.0,-41797.56409073797
3,N2,0.0,0.0,4000.0,-41958.31814911492
3,N3,0.0,0.0,4000.0,-41991.841409924724
3,N4,0.0,0.0,4000.0,-41942.69722377791
3,N5,0.0,343.125,4000.0,0.0
3,N6,0.0,32.94,4000.0,0.0
3,N7,0.0,0.0,4000.0,-41957.84493594568
3,N8,0.0,36.6,4000.0,0.0
3,N9,0.0,0.0,4000.0,-41982.55840370172
4,N1,0.0,0.0,4000.0,-41661.87419081798
4,N2,0.0,0.0,4000.0,-41852.10539742577
4,N3,0.0,0.0,4000.0,-41902.269335426216
4,N4,0.0,0.0,4000.0,-41816.96784311481
4,N5,0.0,337.5,4000.0,0.0
4,N6,0.0,32.4,4000.0,0.0
4,N7,0.0,0.0,4000.0,-41851.667270152226
4,N8,0.0,36.0,4000.0,0.0
4,N9,0.0,0.0,4000.0,-41892.275078289626
5,N1,0.0,0.0,4000.0,-41678.90292303479
5,N2,0.0,0.0,4000.0,-41844.680298983985
5,N3,0.0,0.0,4000.0,-41898.49768456418
5,N4,0.0,0.0,4000.0,-41806.58343037846
5,N5,0.0,348.75,4000.0,0.0
5,N6,0.0,33.48,4000.0,0.0
5,N7,0.0,0.0,4000.0,-41844.21799324231
5,N8,0.0,37.2,4000.0,0.0
5,N9,0.0,0.0,4000.0,-41887.8497844162
6,N1,0.0,0.0,4000.0,-41726.97119996279
6,N2,0.0,0.0,4000.0,-41833.211264795
6,N3,0.0,0.0,4000.0,-41901.8813144173
6,N4,0.0,0.0,4000.0,-41781.9586082924
6,N5,0.0,382.5,4000.0,0.0
6,N6,0.0,36.72,4000.0,0.0
6,N7,0.0,0.0,4000.0,-41832.66909279655
6,N8,0.0,40.8,4000.0,0.0
6,N9,0.0,0.0,4000.0,-41889.69700030457
7,N1,0.0,0.0,4000.0,-41123.30751278518
7,N2,0.0,0.0,4000.0,-41240.42915985448
7,N3,0.0,0.0,4000.0,-41355.412983949194
7,N4,0.0,0.0,4000.0,-41162.29296888558
7,N5,0.0,450.0,4000.0,0.0
7,N6,0.0,43.2,4000.0,0.0
7,N7,0.0,0.0,4000.0,-41239.437636605515
7,N8,0.0,48.0,4000.0,0.0
7,N9,0.0,0.0,4000.0,-39817.74396560973
8,N1,0.0,0.0,4000.0,-42657.53572103674
8,N2,0.0,0.0,4000.0,-42728.379922485896
8,N3,0.0,0.0,4000.0,-42831.33438624855
8,N4,0.0,0.0,4000.0,-42673.686475461356
8,N5,0.0,506.25,4000.0,0.0
8,N6,0.0,48.6,4000.0,0.0
8,N7,0.0,0.0,4000.0,-42726.91936576173
8,N8,0.0,54.0,4000.0,0.0
8,N9,0.0,0.0,4000.0,-42789.68140014934
9,N1,0.0,0.0,4000.0,-41907.14825314948
9,N2,0.0,0.0,4000.0,-41916.30871563594
9,N3,0.0,0.0,4000.0,-42000.31408744334
9,N4,0.0,0.0,4000.0,-41909.78827546802
9,N5,0.0,523.125,4000.0,0.0
9,N6,0.0,50.22,4000.0,0.0
9,N7,0.0,0.0,4000.0,-41915.55107342899
9,N8,0.0,55.8,4000.0,0.0
9,N9,0.0,0.0,4000.0,-41966.44599112173
10,N1,0.0,0.0,4000.0,-47085.64740833112
10,N2,0.0,0.0,4000.0,-47065.65173058003
10,N3,0.0,0.0,4000.0,-47090.30743224067
10,N4,0.0,0.0,4000.0,-47078.63570122047
10,N5,0.0,506.25,4000.0,0.0
10,N6,0.0,48.6,4000.0,0.0
10,N7,0.0,0.0,4000.0,-47063.446047521466
10,N8,0.0,54.0,4000.0,0.0
10,N9,0.0,0.0,4000.0,-47086.61416172002
11,N1,0.0,0.0,4000.0,-40331.41155781563
11,N2,0.0,0.0,4000.0,-35527.5142064605
11,N3,0.0,0.0,4000.0,-45579.85805604749
11,N4,0.0,0.0,4000.0,-40318.94726378554
11,N5,0.0,495.0,4000.0,0.0
11,N6,0.0,47.52,4000.0,0.0
11,N7,0.0,0.0,4000.0,-35526.421646375806
11,N8,0.0,52.8,4000.0,0.0
11,N9,0.0,0.0,4000.0,-45568.51393282379
12,N1,0.0,0.0,4000.0,-41834.01003308917
12,N2,0.0,0.0,4000.0,-57589.34604932621
12,N3,0.0,0.0,4000.0,-44007.718809228296
12,N4,0.0,0.0,4000.0,-41829.30690301028
12,N5,0.0,483.75,4000.0,0.0
12,N6,0.0,46.44,4000.0,0.0
12,N7,0.0,0.0,4000.0,-41529.43376443224
12,N8,0.0,51.6,4000.0,0.0
12,N9,0.0,0.0,4000.0,-44000.38250228609
13,N1,0.0,0.0,4000.0,-42749.52331529456
13,N2,0.0,0.0,4000.0,-45682.467992389866
13,N3,0.0,0.0,4000.0,-42654.076229522885
13,N4,0.0,0.0,4000.0,-42747.255548578716
13,N5,0.0,472.5,4000.0,0.0
13,N6,0.0,45.36,4000.0,0.0
13,N7,0.0,0.0,4000.0,-45681.62839617093
13,N8,0.0,50.4,4000.0,0.0
13,N9,0.0,0.0,4000.0,-42553.27473800054
14,N1,0.0,0.0,4000.0,-42485.728527273925
14,N2,0.0,0.0,4000.0,-45317.605460268285
14,N3,0.0,0.0,4000.0,-41787.16771879437
14,N4,0.0,0.0,4000.0,-42483.5806360483
14,N5,0.0,466.875,4000.0,0.0
14,N6,0.0,44.82,4000.0,0.0
14,N7,0.0,0.0,4000.0,-45317.02830252561
14,N8,0.0,49.8,4000.0,0.0
14,N9,0.0,0.0,4000.0,-41761.56119300613
15,N1,0.0,0.0,4000.0,-41618.32369650946
15,N2,0.0,0.0,4000.0,-46009.72931748319
15,N3,0.0,0.0,4000.0,-38560.99455919525
15,N4,0.0,0.0,4000.0,-41615.52496443748
15,N5,0.0,466.875,4000.0,0.0
15,N6,0.0,44.82,4000.0,0.0
15,N7,0.0,0.0,4000.0,-46009.396221937015
15,N8,0.0,49.8,4000.0,0.0
15,N9,0.0,0.0,4000.0,-38577.70573825905
16,N1,0.0,0.0,4000.0,-41249.25749201215
16,N2,0.0,0.0,4000.0,-43718.17252625697
16,N3,0.0,0.0,4000.0,-40831.031630515485
16,N4,0.0,0.0,4000.0,-41240.16187170679
16,N5,0.0,478.125,4000.0,0.0
16,N6,0.0,45.9,4000.0,0.0
16,N7,0.0,0.0,4000.0,-43716.554743659406
16,N8,0.0,51.0,4000.0,0.0
16,N9,0.0,0.0,4000.0,-40822.01888841295
17,N1,0.0,0.0,4000.0,-42348.33669979505
17,N2,0.0,0.0,4000.0,-42321.92420108729
17,N3,0.0,0.0,4000.0,-42374.36400435977
17,N4,0.0,0.0,4000.0,-42341.629395352524
17,N5,0.0,500.625,4000.0,0.0
17,N6,0.0,48.06,4000.0,0.0
17,N7,0.0,0.0,4000.0,-42318.80715934296
17,N8,0.0,53.4,4000.0,0.0
17,N9,0.0,0.0,4000.0,-42367.254646768815
18,N1,0.0,0.0,4000.0,-41501.87818638148
18,N2,0.0,0.0,4000.0,-41590.42484675744
18,N3,0.0,0.0,4000.0,-41829.0592085682
18,N4,0.0,0.0,4000.0,-41519.563399325394
18,N5,0.0,528.75,4000.0,0.0
18,N6,0.0,50.76,4000.0,0.0
18,N7,0.0,0.0,4000.0,-41587.730951761536
18,N8,0.0,56.4,4000.0,0.0
18,N9,0.0,0.0,4000.0,-41723.846439401605
19,N1,0.0,0.0,4000.0,-41180.7426291395
19,N2,0.0,0.0,4000.0,-41191.20862584368
19,N3,0.0,0.0,4000.0,-41253.0361765917
19,N4,0.0,0.0,4000.0,-41191.80063083982
19,N5,0.0,562.5,4000.0,0.0
19,N6,0.0,54.0,4000.0,0.0
19,N7,0.0,0.0,4000.0,-41186.049448187885
19,N8,0.0,60.0,4000.0,0.0
19,N9,0.0,0.0,4000.0,-41241.46255101878
20,N1,0.0,0.0,4000.0,-41367.79399911553
20,N2,0.0,0.0,4000.0,-41412.81835669258
20,N3,0.0,0.0,4000.0,-41442.727949426175
20,N4,0.0,0.0,4000.0,-41385.83686496544
20,N5,0.0,556.875,4000.0,0.0
20,N6,0.0,53.46,4000.0,0.0
20,N7,0.0,0.0,4000.0,-41408.20756459802
20,N8,0.0,59.4,4000.0,0.0
20,N9,0.0,0.0,4000.0,-41427.39553639363
21,N1,0.0,0.0,4000.0,-41075.26214075536
21,N2,0.0,0.0,4000.0,-41288.311038215725
21,N3,0.0,0.0,4000.0,-41434.19756992902
21,N4,0.0,0.0,4000.0,-41164.199523287156
21,N5,0.0,528.75,4000.0,0.0
21,N6,0.0,50.76,4000.0,0.0
21,N7,0.0,0.0,4000.0,-41281.219511589945
21,N8,0.0,56.4,4000.0,0.0
21,N9,0.0,0.0,4000.0,-41360.40896122618
22,N1,0.0,0.0,4000.0,-41118.48771407391
22,N2,0.0,0.0,4000.0,-41313.79483576724
22,N3,0.0,0.0,4000.0,-41639.391599906325
22,N4,0.0,0.0,4000.0,-41178.80732109466
22,N5,0.0,478.125,4000.0,0.0
22,N6,0.0,45.9,4000.0,0.0
22,N7,0.0,0.0,4000.0,-41310.04881078534
22,N8,0.0,51.0,4000.0,0.0
22,N9,0.0,0.0,4000.0,-41462.39618138037
23,N1,0.0,0.0,4000.0,-41159.484570086235
23,N2,0.0,0.0,4000.0,-41397.23874075518
23,N3,0.0,0.0,4000.0,-41559.771513682965
23,N4,0.0,0.0,4000.0,-41245.721760180524
23,N5,0.0,427.5,4000.0,0.0
23,N6,0.0,41.04,4000.0,0.0
23,N7,0.0,0.0,4000.0,-41395.86761916089
23,N8,0.0,45.6,4000.0,0.0
23,N9,0.0,0.0,4000.0,-41513.42142133424
24,N1,0.0,0.0,4000.0,-41750.34278012791
24,N2,0.0,0.0,4000.0,-42044.6279107685
24,N3,0.0,0.0,4000.0,-42216.69821809175
24,N4,0.0,0.0,4000.0,-41856.33018204554
24,N5,0.0,393.75,4000.0,0.0
24,N6,0.0,37.8,4000.0,0.0
24,N7,0.0,0.0,4000.0,-42043.326980693695
24,N8,0.0,42.0,4000.0,0.0
24,N9,0.0,0.0,4000.0,-42179.52351178111
