hour,lambda_system,system_net_injection_residual_mw
1,67.17039865970354,8.899757425091398e-14
2,67.16555216012232,1.2906076237062771e-13
3,67.16205866032358,3.165976972284433e-14
4,67.16018066044907,8.849807436663449e-14
5,67.16341166029771,6.943742546648491e-14
6,67.17310465984188,1.1704569556807546e-13
7,67.18716793268806,1.225969209419692e-13
8,67.19003589680374,1.075433445581004e-13
9,67.17643765883471,1.3186338804048068e-13
10,60.05141358902233,1.2548355904529999e-13
11,60.03030568328874,2.0492851766452757e-14
12,60.02510390035589,1.2740966468653963e-13
13,60.0230008855898,1.281257010172683e-13
14,60.021320436487905,9.84878756051007e-14
15,60.01958825990451,6.50485028858659e-14
16,60.02262251283745,7.987470135494449e-14
17,60.045088838473745,6.659364596635321e-14
18,67.15362609467806,1.411759570826315e-13
19,67.17330877309475,1.970065953582831e-13
20,67.18089265615873,8.902903287342245e-14
21,67.182687962211,9.458174057399903e-14
22,67.18213198540289,1.220466458058057e-13
23,67.18012617239246,4.7248709874695434e-14
24,67.17554815716491,1.1842381047468825e-13
