hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,344.5000030751599,400.0,0.8612500076878997,-3.8623887461578616e-08,-6.375250808390064e-09
1,L45,309.2918454399385,400.0,0.7732296135998463,-1.9763359112632332e-08,-6.195531813423108e-09
1,L46,35.2081576829993,200.0,0.17604078841499649,-6.372114019788008e-09,1.4752425909685583e-09
1,L69,-0.43184116588444826,200.0,0.0021592058294222414,-3.461453359947851e-09,3.5249530162638623e-09
1,L57,-61.958154587152755,400.0,0.1548953864678819,4.157799269171934e-09,-2.017804007519302e-09
1,L93,-79.29287059353433,400.0,0.19823217648383584,4.372543260485267e-09,-1.5787393272472866e-09
1,L72,0.0002748219553881656,400.0,6.87054888470414e-07,3.253430896427341e-09,-3.2534402444009554e-09
1,L98,86.18823847639632,200.0,0.4309411923819816,-1.3757811850448941e-08,-5.778006241490503e-10
1,L78,-61.95877815009521,200.0,0.3097938907504761,-3.0324375778257117e-10,9.543929924031693e-09
2,L14,348.43750311454573,400.0,0.8710937577863643,-4.2336984296805757e-08,-6.394320470120832e-09
2,L45,302.72037514727236,400.0,0.7568009378681809,-1.775320372811567e-08,-6.159979907890093e-09
2,L46,45.717128015062094,200.0,0.22858564007531046,-7.48653252457288e-09,9.845780737593132e-10
2,L69,11.697129166362199,200.0,0.058485645831811,-4.328027382683581e-09,2.7501723919498818e-09
2,L57,-51.65462487981984,400.0,0.1291365621995496,4.024453589753773e-09,-2.25397465466591e-09
2,L93,-55.58813428817173,400.0,0.13897033572042933,4.080273046035182e-09,-2.158121554247858e-09
2,L72,0.0002748802628986864,400.0,6.87200657246716e-07,3.253430896071572e-09,-3.253440244756724e-09
2,L98,74.4163854209328,200.0,0.372081927104664,-1.153116736353716e-08,-1.7481918634706734e-10
2,L78,-51.65524855235898,200.0,0.2582762427617949,-7.253384600139081e-10,8.18630213971743e-09
3,L14,352.37500315417424,400.0,0.8809375078854356,-4.666405776933581e-08,-6.413190532467282e-09
3,L45,298.8520781506206,400.0,0.7471301953765516,-1.6692262715005587e-08,-6.138744776024099e-09
3,L46,53.5229250515958,200.0,0.26761462525797897,-8.417690043775755e-09,6.464566763326488e-10
3,L69,20.582926206552987,200.0,0.10291463103276494,-5.037179400142819e-09,2.236643557571991e-09
3,L57,-44.27292187649275,400.0,0.11068230469123189,3.925112015712915e-09,-2.4147661129675603e-09
3,L93,-38.59051343378361,400.0,0.09647628358445903,3.851282783967415e-09,-2.5268078492775086e-09
3,L72,0.0002770666061727885,400.0,6.926665154319713e-07,3.2534308576513084e-09,-3.25344028317688e-09
3,L98,66.10698434229433,200.0,0.33053492171147164,-1.0195445821784153e-08,1.3094663901356887e-10
3,L78,-44.27355054337967,200.0,0.22136775271689835,-1.0496592147468223e-09,7.324098630606554e-09
4,L14,355.0000031809221,400.0,0.8875000079523052,-4.996946111326971e-08,-6.425661227644414e-09
4,L45,297.15840071553265,400.0,0.7428960017888316,-1.6253189594063223e-08,-6.129380412490967e-09
4,L46,57.841602513929516,200.0,0.28920801256964757,-8.976650469885412e-09,4.682170781730204e-10
4,L69,25.441603676338204,200.0,0.12720801838169102,-5.455366556439628e-09,1.973015940442062e-09
4,L57,-40.3415993116222,400.0,0.10085399827905549,3.870831353434625e-09,-2.4977258224221724e-09
4,L93,-29.358659461455673,400.0,0.07339664865363918,3.7193726204400686e-09,-2.7128269141680648e-09
4,L72,0.0002815605911812015,400.0,7.039014779530038e-07,3.253430777920292e-09,-3.2534403629076708e-09
4,L98,61.630211901841946,200.0,0.30815105950920973,-9.543061628534544e-09,3.034867605162457e-10
4,L78,-40.34223827339479,200.0,0.20171119136697396,-1.230565900392945e-09,6.89734880248444e-09
5,L14,352.37500315541763,400.0,0.8809375078885441,-4.6664057771350066e-08,-6.413190532475352e-09
5,L45,301.3189241780309,400.0,0.7532973104450772,-1.7362185995131506e-08,-6.1523720934833294e-09
5,L46,51.05607902667234,200.0,0.2552803951333617,-8.111716741245779e-09,7.514498258888036e-10
5,L69,17.576080201048907,200.0,0.08788040100524454,-4.788701868970334e-09,2.4062702918933466e-09
5,L57,-47.4310758491859,400.0,0.11857768962296475,3.967881283431184e-09,-2.347013883080365e-09
5,L93,-42.931622286412576,400.0,0.10732905571603144,3.912291858065624e-09,-2.434659085343183e-09
5,L72,0.0002887588048145221,400.0,7.218970120363053e-07,3.253430649670475e-09,-3.253440491157119e-09
5,L98,68.20960102414844,200.0,0.3410480051207422,-1.0525915468616715e-08,4.977968549992716e-11
5,L78,-47.431731327046734,200.0,0.23715865663523367,-9.0897020458101e-10,7.681618569487026e-09
6,L14,344.50000307766584,400.0,0.8612500076941646,-3.8623887465483935e-08,-6.3752508084117665e-09
6,L45,314.11576201909816,400.0,0.7852894050477454,-2.1444479162475614e-08,-6.221354461818056e-09
6,L46,30.3842411088515,200.0,0.1519212055442575,-5.9043877784660524e-09,1.7167556967862766e-09
6,L69,-6.335757698918182,200.0,0.03167878849459091,-3.0748606068831792e-09,3.939042824445302e-09
6,L57,-68.38423800820128,400.0,0.1709605950205032,4.237669435317445e-09,-1.8637195690125058e-09
6,L93,-86.90789379397525,400.0,0.2172697344849381,4.462349031442894e-09,-1.369279786124164e-09
6,L72,0.0002993857401266718,400.0,7.484643503166795e-07,3.2534304596922793e-09,-3.25344068113475e-09
6,L98,89.76182529284556,200.0,0.44880912646422777,-1.4559847638559538e-08,-6.98251439587614e-10
6,L78,-68.38491791091475,200.0,0.3419245895545738,-5.739209601798586e-11,1.0494224742778698e-08
7,L14,331.37500294767347,400.0,0.8284375073691836,-2.9324236906882437e-08,-6.310202326910508e-09
7,L45,340.7222945431469,400.0,0.8518057363578673,-3.557918340305293e-08,-6.357110101071937e-09
7,L46,-9.347291543931997,200.0,0.04673645771965998,-2.8863389882327303e-09,4.159887914322391e-09
7,L69,-47.751415317583536,200.0,0.23875707658791767,-8.893854362792326e-10,7.733313599190787e-09
7,L57,-109.27770548425603,400.0,0.2731942637106401,4.700340907391705e-09,-7.197567551733581e-10
7,L93,-160.04591200473212,400.0,0.4001147800118303,5.185463205013225e-09,1.2685068398791681e-09
7,L72,0.0003147248593020616,400.0,7.86812148255154e-07,3.2534301845477095e-09,-3.253440956278464e-09
