hour,lambda_system,system_net_injection_residual_mw
1,67.1500004869559,3.663099250714698e-14
2,67.15000042028757,-2.3101577849418978e-14
3,67.15000035030226,1.204581935113447e-14
4,67.15000014431887,-5.77693454626212e-14
5,67.15000041182061,3.978197389094627e-14
6,67.15000052796847,-5.261191604649084e-14
7,67.15000060300393,-1.50997886618213e-14
8,67.15000062529656,1.2977502031515177e-15
9,67.15000058961236,-4.1175145134932844e-14
10,60.00000066935392,1.3813612462444853e-14
11,60.000000581130806,-1.4590333231217354e-14
12,60.00000055785405,3.529382712133753e-15
13,60.000000526650254,-2.555016400414567e-14
14,60.000000452134024,4.9603101718115e-14
15,60.000000477097146,-6.996446033964455e-15
16,60.00000055320918,-1.733466664371539e-15
17,60.00000061518848,-4.853391593100688e-14
18,67.1500005304795,5.815225890899591e-14
19,60.000001166690126,-9.263284924768833e-16
20,60.00000174988675,-1.285026308475413e-14
21,67.15000081505687,-9.908242817924385e-14
22,67.15000062240384,-5.549146512677245e-14
23,67.15000057856176,-5.112004567798889e-14
24,67.15000055329423,-2.6395328661416124e-14
