unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_reference_eur_per_mwh,spot_revenue_eur,degradation_cost_eur
I1,1,N1,6.468346792181427e-07,8.848424049136177e-07,2.380077256954751e-07,67.1499996353592,1.5982218693663822e-05,1.1487578130988204e-05
I1,1,N2,1.6348032001451621e-06,4.6693468902320264e-07,-1.1678685111219595e-06,67.14999997328754,-7.842237049064293e-05,1.5763034168762737e-05
I1,1,N3,3.960096181158478e-07,2.8154684627820155,2.8154680667723975,67.14999989695275,189.05868039364026,21.11601644093725
I1,1,N4,6.468346773431214e-07,8.848423875352126e-07,2.380077101920912e-07,67.14999987954982,1.5982217710730852e-05,1.1487577986587506e-05
I1,1,N5,8.484015676197802e-07,6.487101824127599e-07,-1.996913852070203e-07,67.14999997784275,-1.3409276512226803e-05,1.1228338125244051e-05
I1,1,N6,4.823468028864094e-07,3.7899923521188204e-06,3.307645549232411e-06,67.14999990125033,0.00022210839830432748,3.2042543662539225e-05
I1,1,N7,1.6347967230033721e-06,4.667496155656965e-07,-1.1680471074376757e-06,67.14999997328754,-7.84343632332385e-05,1.5761597539268015e-05
I1,1,N8,3.960095841312159e-07,12.485763040194618,12.485762644185034,67.14999994765508,838.4189609034587,93.64322577153152
I1,1,N9,3.9600961310587084e-07,3.1969010293996183,3.196900633390005,67.14999990470058,214.67187722747607,23.976760690569236
I1,2,N1,6.468372431925317e-07,8.848477558919468e-07,2.38010512699415e-07,67.14999950633171,1.5982405810267474e-05,1.1487637493133588e-05
I1,2,N2,1.6350266172170263e-06,4.6677083927885703e-07,-1.1682557779381693e-06,67.14999987113546,-7.844837533800133e-05,1.5763480923719124e-05
I1,2,N3,3.960096194746806e-07,2.7532063338037163,2.753205937794097,67.14999981227746,184.87777820603478,20.649050473600017
I1,2,N4,6.468372402564702e-07,8.848477410306702e-07,2.3801050077419993e-07,67.14999978253012,1.598240507522741e-05,1.1487637359653553e-05
I1,2,N5,8.483925623616325e-07,6.4871370429659e-07,-1.9967885806504243e-07,67.149999873327,-1.340843529377368e-05,1.122829699993667e-05
I1,2,N6,4.81565185301942e-07,3.7956426570560416e-06,3.3140774717540993e-06,67.1499998094051,0.0002225403015966415,3.2079058817684876e-05
I1,2,N7,1.6350193995247672e-06,4.665864693703573e-07,-1.1684329301544098e-06,67.14999987113546,-7.846027110929905e-05,1.5762044016713433e-05
I1,2,N8,3.9600958554166416e-07,11.335774652045899,11.335774256036313,67.14999985168052,761.1972396115223,85.01831286041613
I1,2,N9,3.9600961450880505e-07,3.1143304040173954,3.114330008007781,67.14999981725713,209.12725946860087,23.357481000202572
I1,3,N1,6.468775758606126e-07,8.841271078238616e-07,2.3724953196324907e-07,67.14999931082855,1.593130590782657e-05,1.1482535127633557e-05
I1,3,N2,1.638440307524859e-06,4.6660847192171175e-07,-1.171831835603147e-06,67.14999971479368,-7.868850742653748e-05,1.5787865845849282e-05
I1,3,N3,3.9600962118464414e-07,2.682914442128924,2.682914046119303,67.1499996671784,180.15767730397945,20.12186128603909
I1,3,N4,6.468775716611887e-07,8.841270971633317e-07,2.3724952550214306e-07,67.14999962814113,1.5931305549245567e-05,1.1482535016183902e-05
I1,3,N5,8.48117103181163e-07,6.488186026856084e-07,-1.992985004955545e-07,67.14999971525786,-1.3382894251527805e-05,1.1227017794000786e-05
I1,3,N6,4.738685375527036e-07,3.876213487527847e-06,3.402344949975143e-06,67.14999965915423,0.00022846746223115599,3.262561518810413e-05
I1,3,N7,1.6384444943340136e-06,4.6644004882070034e-07,-1.1720044455133133e-06,67.14999971479368,-7.870009818195591e-05,1.5786634073660355e-05
I1,3,N8,3.9600958786889444e-07,9.825526148882796,9.825525752873208,67.14999969958866,659.7840513537366,73.69144908669287
I1,3,N9,3.9600961634212544e-07,3.017193827917756,3.0171934319081397,67.14999967031217,202.60453795789962,22.628956679455293
I1,4,N1,6.469461865233689e-07,8.827403437222268e-07,2.3579415719885794e-07,67.14999909676949,1.5833577442926834e-05,1.1472648976841968e-05
I1,4,N2,1.6441176634925017e-06,4.6612301256047415e-07,-1.1779946509320275e-06,67.14999953493427,-7.91023402622407e-05,1.5826805070397318e-05
I1,4,N3,3.960096226609429e-07,2.6302692501898846,2.6302688541802617,67.14999949283924,176.62255222423542,19.727022346496305
I1,4,N4,6.469461815571959e-07,8.827403384758231e-07,2.3579415691862725e-07,67.14999944867563,1.5833577507086754e-05,1.1472648900247642e-05
I1,4,N5,8.475773893859453e-07,6.490187580656517e-07,-1.985586313202936e-07,67.14999953444683,-1.3333212000718117e-05,1.1224471105886979e-05
I1,4,N6,4.6048648349096096e-07,4.040206811771232e-06,3.579720328280271e-06,67.14999948207365,0.00024037821818998875,3.3755199714466445e-05
I1,4,N7,1.6441447953662274e-06,4.6598029923172616e-07,-1.1781644961345012e-06,67.14999953493427,-7.911374536750781e-05,1.5825938209484652e-05
