hour,lambda_system,system_net_injection_residual_mw
1,67.17039865954905,3.4114328004134006e-14
2,67.16555216001976,-1.7415992507060206e-14
3,67.16205866023994,4.113122125710804e-15
4,67.16018066037203,-3.397711039796783e-14
5,67.16341166021478,-5.46555829439251e-14
6,67.17310465970563,2.1703459153816303e-14
7,67.18720678978825,6.242770461388426e-14
8,67.19009494260008,-2.5992970978994338e-14
9,67.17643765860413,5.109428534307444e-14
10,60.051407464496236,-1.0703962569535486e-14
11,60.030305683292035,4.4616040063726756e-14
12,60.025103897169,-2.9810626003081103e-14
13,60.02301124490643,1.1195487627449643e-14
14,60.021332311675884,-8.847972398513046e-14
15,60.01958825981052,1.9966982155856918e-14
16,60.02262251282872,3.263112588047386e-14
17,60.04508271387803,-4.018685608765213e-14
18,67.15338893659796,-1.673347241144092e-14
19,67.17359444054459,-1.1559286600276774e-13
20,67.18129916596484,-3.562352160509589e-14
21,67.18285912981354,-2.0533483193297175e-14
22,67.1822907656208,-6.666121424694965e-15
23,67.18026476132717,3.733603403754601e-15
24,67.17554815666564,2.1509329073879047e-15
