hour,node,p_charge_mw,p_discharge_mw,soc_mwh,lambda_eur_per_mwh
1,N1,6.472512468208699e-07,8.92218621937398e-07,6.625341533336021e-05,67.1499997848188
1,N2,1.037761267766663e-06,5.609556590977091e-07,6.653420285905598e-05,67.15000002300299
1,N3,3.949431913635227e-07,3.9596101081475314,49.18856181924307,67.14999993616443
1,N4,6.473600719616632e-07,8.920480062564722e-07,6.625317469533681e-05,67.14999993652579
1,N5,7.282647245679202e-07,7.599207896321746e-07,6.622324869340682e-05,67.15000002636359
1,N6,5.268712540918363e-07,1.3826661119853076e-06,6.65935421833852e-05,67.14999995069286
1,N7,1.0377617577653295e-06,5.6095552785837e-07,6.653421020876016e-05,67.15000002300536
1,N8,3.9575709977578816e-07,12.740303827293545,172.40466075570396,67.14999999380898
1,N9,3.9494108464228537e-07,3.950839667865549,49.1948237337108,67.14999994630293
2,N1,6.471224472036309e-07,8.924667150614048e-07,6.590563186374687e-05,67.14999970847688
2,N2,1.037371901399498e-06,5.610396079498649e-07,6.690578166821878e-05,67.14999995420789
2,N3,3.949171308367664e-07,3.8939874526187634,45.02831918395093,67.14999988560444
2,N4,6.472520357757089e-07,8.92255025668556e-07,6.590573868451438e-05,67.1499998727746
2,N5,7.281158024453481e-07,7.600807830718953e-07,6.609271296582897e-05,67.14999995593095
2,N6,5.268071285229406e-07,1.383181575875087e-06,6.560887556179493e-05,67.14999989208819
2,N7,1.0373723882563636e-06,5.610394772147882e-07,6.690578961329394e-05,67.14999995421024
2,N8,3.9572683331934636e-07,12.006773113885455,159.57691207280783,67.14999993119285
2,N9,3.9491375120482425e-07,3.8821170191583145,45.04726318544589,67.14999989279194
3,N1,6.469011137886561e-07,8.929096740701247e-07,6.555716797925285e-05,67.14999961735904
3,N2,1.0370946029163858e-06,5.610799173544692e-07,6.72770578604015e-05,67.14999987559767
3,N3,3.948984457493264e-07,3.857445755784725,40.90711682303664,67.14999981885072
3,N4,6.470548818441279e-07,8.926492854715836e-07,6.555769691986985e-05,67.14999979631965
3,N5,7.279110302810623e-07,7.60307107002629e-07,6.596174377243233e-05,67.1499998760603
3,N6,5.266061779346043e-07,1.3847624281017714e-06,6.462233190577052e-05,67.14999981964543
