hour,node,lambda_eur_per_mwh
1,N1,67.1499997848188
1,N2,67.15000002300299
1,N3,67.14999993616443
1,N4,67.14999993652579
1,N5,67.15000002636359
1,N6,67.14999995069286
1,N7,67.15000002300536
1,N8,67.14999999380898
1,N9,67.14999994630293
2,N1,67.14999970847688
2,N2,67.14999995420789
2,N3,67.14999988560444
2,N4,67.1499998727746
2,N5,67.14999995593095
2,N6,67.14999989208819
2,N7,67.14999995421024
2,N8,67.14999993119285
2,N9,67.14999989279194
3,N1,67.14999961735904
3,N2,67.14999987559767
3,N3,67.14999981885072
3,N4,67.14999979631965
3,N5,67.1499998760603
3,N6,67.14999981964543
3,N7,67.14999987560002
3,N8,67.14999985676944
3,N9,67.14999982403553
4,N1,67.14999953783699
4,N2,67.14999980662708
4,N3,67.14999975589426
4,N4,67.1499997279928
4,N5,67.14999980638572
4,N6,67.14999975362416
4,N7,67.14999980662942
4,N8,67.14999978997446
4,N9,67.14999976003104
5,N1,67.14999964274244
5,N2,67.14999990236528
5,N3,67.14999984147369
5,N4,67.14999982170319
5,N5,67.1499999035807
5,N6,67.149999843859
5,N7,67.14999990236764
5,N8,67.1499998817022
5,N9,67.14999984723893
6,N1,67.14999980156684
6,N2,67.15000004364877
6,N3,67.14999994786223
6,N4,67.14999995327375
6,N5,67.15000004849693
6,N6,67.1499999654686
6,N7,67.15000004365116
6,N8,67.15000001010885
6,N9,67.14999995913037
7,N1,67.14999995710116
7,N2,67.15000020696424
7,N3,67.15000002495023
7,N4,67.15000007722095
7,N5,67.15000021884921
7,N6,67.15000007213914
7,N7,67.15000020696664
7,N8,67.15000013676999
7,N9,67.15000004754255
8,N1,67.15000001030187
8,N2,67.15000029887294
8,N3,67.15000004019078
8,N4,67.15000010890331
8,N5,67.15000032498283
8,N6,67.15000009270734
8,N7,67.15000029887537
8,N8,67.1500001554322
8,N9,67.15000006576302
9,N1,67.14999988215416
9,N2,67.15000016503143
9,N3,67.14999991670146
9,N4,67.1499999651217
9,N5,67.15000019227166
9,N6,67.14999993988371
9,N7,67.15000016503384
9,N8,67.14999995673202
9,N9,67.14999992651659
10,N1,60.00000052657274
10,N2,60.0000007339426
10,N3,60.000000550016814
10,N4,60.00000058865237
10,N5,60.00000075404925
10,N6,60.00000055236279
10,N7,60.00000073397663
10,N8,60.00000054807695
10,N9,60.00000055000678
11,N1,59.999999982230435
11,N2,74.15070696937472
11,N3,44.928921740836124
11,N4,60.000000001953076
11,N5,64.88947198016594
11,N6,54.70786556421987
11,N7,74.15070696937353
11,N8,39.13058327990514
11,N9,44.92892174083847
12,N1,59.99999991998481
12,N2,79.5949393125933
12,N3,39.13059260059479
12,N4,59.99999993301039
12,N5,66.77060912126582
12,N6,52.671810855723294
12,N7,79.5949393125804
12,N8,31.101446709896052
12,N9,39.130592600198334
13,N1,59.999999875928474
13,N2,79.59494450357727
13,N3,39.13058693624461
13,N4,59.99999988707422
13,N5,66.77061088013349
13,N6,52.67180880105971
13,N7,79.59494450356843
13,N8,31.101438867241544
13,N9,39.130586931931944
14,N1,59.999999825506386
14,N2,81.57710397049811
14,N3,37.0195063971517
14,N4,59.99999983591169
14,N5,67.45550334355993
14,N6,51.93051329202256
14,N7,81.57710397044518
14,N8,28.178156366613845
14,N9,37.01950639160146
15,N1,59.99999975685989
15,N2,79.59494322756625
15,N3,39.13058796492459
15,N4,59.999999766908445
15,N5,66.77061035854412
15,N6,52.67180904165698
15,N7,79.59494322755634
15,N8,31.101440383574644
15,N9,39.13058796267473
16,N1,59.99999989561965
16,N2,74.15070709941077
16,N3,44.928921350188205
16,N4,59.99999991062855
16,N5,64.88947195726804
16,N6,54.70786533559932
16,N7,74.1507070994096
16,N8,39.13058279297007
16,N9,44.9289213501912
17,N1,60.00000010604892
17,N2,60.0000002883986
17,N3,60.0000000901936
17,N4,60.00000015676188
17,N5,60.00000029768249
17,N6,60.000000106978675
17,N7,60.00000028843165
17,N8,60.000000078873356
17,N9,60.000000090183526
18,N1,67.14999978394806
18,N2,67.15000016216523
18,N3,67.14999991000516
18,N4,67.1499998945521
18,N5,67.15000022160798
18,N6,67.14999989332524
18,N7,67.15000016216766
18,N8,67.14999997279102
18,N9,67.14999991936338
19,N1,67.14999993028262
19,N2,67.15000082782421
19,N3,67.1500001772473
19,N4,67.15000005040217
19,N5,67.15000100737488
19,N6,67.15000010946135
19,N7,67.15000082782673
19,N8,67.15000046800928
19,N9,67.15000021834274
20,N1,67.15000024677117
20,N2,67.15000099815045
20,N3,67.15000038874155
20,N4,67.15000037796887
20,N5,67.15000111287247
20,N6,67.15000040494519
20,N7,67.15000099815299
20,N8,67.15000069541614
20,N9,67.15000043782628
21,N1,67.15000022990398
21,N2,67.15000073491437
21,N3,67.15000028926555
21,N4,67.15000036735199
21,N5,67.1500007782177
21,N6,67.15000036195033
21,N7,67.15000073491686
21,N8,67.15000056999575
21,N9,67.15000033497071
22,N1,67.15000002321213
22,N2,67.15000036499248
22,N3,67.15000009324672
22,N4,67.1500001674697
22,N5,67.15000037870514
22,N6,67.15000015892649
22,N7,67.15000036499491
22,N8,67.15000028187946
22,N9,67.15000012583657
23,N1,67.14999989466216
23,N2,67.15000016937623
23,N3,67.1500000113603
23,N4,67.15000004636998
23,N5,67.15000017826964
23,N6,67.15000004887237
23,N7,67.15000016937863
23,N8,67.15000011815863
23,N9,67.15000003130278
24,N1,67.14999982680007
24,N2,67.1500000806749
24,N3,67.14999996989938
24,N4,67.14999998250217
24,N5,67.15000008639423
24,N6,67.14999999237256
24,N7,67.15000008067727
24,N8,67.15000004383036
24,N9,67.14999998346839
