hour,lambda_system,system_net_injection_residual_mw
1,67.1703986593395,4.248155037864205e-14
2,67.16555215971937,1.4042812656951682e-14
3,67.16205865981095,4.827060593229954e-15
4,67.16018065982624,6.213023837471118e-14
5,67.16341165984768,3.051415548288915e-14
6,67.17310465955488,1.5369214030785484e-14
7,67.18722703852413,3.1935198647926052e-15
8,67.19064473635093,-7.548731163181758e-14
9,67.17643765874239,-2.985814163561041e-14
10,60.051404840836156,-4.348155851014624e-15
11,60.03030568330458,2.594288458161778e-14
12,60.02510390381454,-2.0478522414131104e-14
13,60.02301567479761,-3.200837965586267e-15
14,60.021337400347285,3.822644424099682e-15
15,60.01958826060786,1.963018908187841e-14
16,60.022622512855335,-7.134300192835116e-15
17,60.045080089433455,8.975804915357845e-15
18,67.1472608336128,-3.282029359886447e-14
19,67.17314741325461,-2.2158346069189903e-14
20,67.18173192159759,1.1099165724061791e-15
21,67.18370948332914,-4.2431491427118215e-14
22,67.18307508755059,7.546479427007517e-14
23,67.18042957327394,-5.5355642988361726e-15
24,67.17554815514949,6.622983593445216e-15
