hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,364.50000352686106,400.0,0.9112500088171527,-2.158279894328151e-08,0.0
1,L45,310.64671464261926,400.0,0.7766167866065481,-3.456340446584726e-09,0.0
1,L46,53.85328895134257,200.0,0.26926644475671285,0.0,0.0
1,L69,18.21328902859969,200.0,0.09106644514299844,0.0,0.0
1,L57,-60.60328524080813,400.0,0.1515082131020203,0.0,0.0
1,L93,-23.193338150953572,400.0,0.05798334537738393,0.0,0.0
1,L72,-8.384157942005527e-08,400.0,2.096039485501382e-10,0.0,0.0
1,L98,42.00043229834006,200.0,0.21000216149170028,0.0,0.0
1,L78,-60.60328509436655,200.0,0.3030164254718327,0.0,0.0
2,L14,368.43750356623184,400.0,0.9210937589155797,-2.5127003107165783e-08,0.0
2,L45,307.03820411547673,400.0,0.7675955102886918,-2.8277903402073854e-09,0.0
2,L46,61.39929951785158,200.0,0.3069964975892579,0.0,0.0
2,L69,27.37929959510596,200.0,0.1368964979755298,0.0,0.0
2,L57,-47.336795767946334,400.0,0.11834198941986583,0.0,0.0
2,L93,-19.83178882808154,400.0,0.04957947207020385,0.0,0.0
2,L72,-8.384408745700697e-08,400.0,2.0961021864251742e-10,0.0,0.0
2,L98,47.27735575017681,200.0,0.23638677875088404,0.0,0.0
2,L78,-47.33679562149981,200.0,0.23668397810749905,0.0,0.0
3,L14,372.3750036056045,400.0,0.9309375090140112,-2.9567213750247106e-08,0.0
3,L45,308.733590061121,400.0,0.7718339751528025,-2.9999425582376625e-09,0.0
3,L46,63.641413611577796,200.0,0.318207068057889,0.0,0.0
3,L69,30.701413688831302,200.0,0.1535070684441565,0.0,0.0
3,L57,-34.39140982229771,400.0,0.08597852455574427,0.0,0.0
3,L93,-37.37415673414117,400.0,0.09343539183535292,0.0,0.0
3,L72,-8.384705058801279e-08,400.0,2.0961762647003198e-10,0.0,0.0
3,L98,70.98121327160715,200.0,0.35490606635803573,0.0,0.0
3,L78,-34.39140967584557,200.0,0.17195704837922787,0.0,0.0
4,L14,375.000003631846,400.0,0.9375000090796151,-3.320836800628564e-08,0.0
4,L45,302.46899572253386,400.0,0.7561724893063346,-2.1198474412663846e-09,0.0
4,L46,72.53100797640136,200.0,0.36265503988200676,0.0,0.0
4,L69,40.131008053650746,200.0,0.20065504026825373,0.0,0.0
4,L57,-35.0310041608876,400.0,0.08757751040221899,0.0,0.0
4,L93,-0.043415006204602,400.0,0.000108537515511505,0.0,0.0
4,L72,-8.384141953405184e-08,400.0,2.096035488351296e-10,0.0,0.0
4,L98,40.20353744566363,200.0,0.20101768722831814,0.0,0.0
