hour,node,lambda_joint_eur_per_mwh
1,N1,67.13594736162541
1,N2,67.17039745878097
1,N3,67.16019861768838
1,N4,67.17039742254903
1,N5,67.20752245959434
1,N6,67.17396142758264
1,N7,67.17039745878097
1,N8,67.17435733687952
1,N9,67.17039733848591
2,N1,67.13070723292985
2,N2,67.16555108272561
2,N3,67.157775446732
2,N4,67.16555104888641
2,N5,67.20098858302877
2,N6,67.16895305605543
2,N7,67.16555108272561
2,N8,67.16933099579978
2,N9,67.16555098944941
3,N1,67.12682002458448
3,N2,67.16205762915956
3,N3,67.15602872456205
3,N4,67.16205759640106
3,N5,67.19637012904235
3,N6,67.16535160522068
3,N7,67.16205762915956
3,N8,67.16571755784908
3,N9,67.16205754994574
4,N1,67.12467953567973
4,N2,67.16017964436656
4,N3,67.15508973187565
4,N4,67.16017961196971
4,N5,67.19392964400772
4,N6,67.16341962173442
4,N7,67.16017964436656
4,N8,67.16377957999472
4,N9,67.16017957171434
5,N1,67.12817302284263
5,N2,67.16341062817357
5,N3,67.15670522476174
5,N4,67.16341059465923
5,N5,67.19828562829977
5,N6,67.16675860294355
5,N7,67.16341062817357
5,N8,67.16713055463866
5,N9,67.1634105454425
6,N1,67.13865333398842
6,N2,67.17310343348898
6,N3,67.16155159969837
6,N4,67.17310339491206
6,N5,67.21135343464992
6,N6,67.17677539892483
6,N7,67.17310343348898
6,N8,67.17718330445723
6,N9,67.17310330182373
7,N1,67.15426751791469
7,N2,67.18740512254915
7,N3,67.16870135122635
7,N4,67.18740506620654
7,N5,67.23240512577965
7,N6,67.19133131299303
7,N7,67.18740512254915
7,N8,67.19032108211186
7,N9,67.18740400410992
8,N1,67.15871337327458
8,N2,67.1905384977331
8,N3,67.16998956135492
8,N4,67.19053841295509
8,N5,67.24116350660839
8,N6,67.1934296551213
8,N7,67.1905384977331
8,N8,67.19042745930776
8,N9,67.18950694297766
9,N1,67.14592333316628
9,N2,67.1764359484689
9,N3,67.16321770114875
9,N4,67.17643586658582
9,N5,67.22874845935328
9,N6,67.17594535628754
9,N7,67.17643594846892
9,N8,67.16834473416812
9,N9,67.17643562152801
10,N1,60.023405461132
10,N2,60.05140454319353
10,N3,60.05140445773043
10,N4,60.051404484772334
10,N5,60.102029545033744
10,N6,60.04681446838224
10,N7,60.05140454319353
10,N8,60.033368450303435
10,N9,60.0514044577816
11,N1,60.01345423115362
11,N2,100.69381288126729
11,N3,16.72354779591078
11,N4,60.03084596761656
11,N5,74.1305581360067
11,N6,44.8149219999539
11,N7,100.69381288126729
11,N8,0.036788469673990486
11,N9,16.723691968901228
12,N1,60.01035342433708
12,N2,100.68246059178115
12,N3,16.723363248679675
12,N4,60.02438186627046
12,N5,74.12128002431369
12,N6,44.80683110618246
12,N7,100.68246059178115
12,N8,0.03657587659445108
12,N9,16.723534646406353
13,N1,60.00737721689636
13,N2,100.67148082057702
13,N3,16.72368455788576
13,N4,60.01869196808461
