investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,2.2359323859477273e-08,6.472779054795292e-08,2.8948903354480127,2.2359323859477274e-10
I1,N2,1.2218710335079418e-08,4.056887886216783e-08,3.320225928074932,1.2218710335079417e-10
I1,N3,6.585115104985001,16.447766504022567,2.4977189072323784,0.06585115104985001
I1,N4,2.2341387534797213e-08,6.469408735177636e-08,2.895705884471762,2.2341387534797214e-10
I1,N5,1.8901458649438665e-08,5.6619282064072315e-08,2.995498025532214,1.8901458649438665e-10
I1,N6,1.7077888064557526e-08,5.461838698065892e-08,3.198193287963446,1.7077888064557526e-10
I1,N7,1.2293187880650212e-08,4.068463510508666e-08,3.3095268290111552,1.2293187880650213e-10
I1,N8,10.174445309564726,45.46742512001714,4.468786625377446,0.10174445309564727
I1,N9,8.194404109537889,25.09767916000386,3.062782702013851,0.08194404109537888
I2,N1,1.3853275818209551e-08,4.7504251888094785e-08,3.4290988291485855,1.385327581820955e-10
I2,N2,8.914203756660825e-09,3.7208073254860605e-08,4.174020952466807,8.914203756660825e-11
I2,N3,6.5822010187246125,16.457846654007838,2.500356128168927,0.06582201018724612
I2,N4,1.3854221035871199e-08,4.7511617267294266e-08,3.4293965098635066,1.3854221035871198e-10
I2,N5,1.3752954038018527e-08,4.570448218280816e-08,3.3232483767824097,1.3752954038018527e-10
I2,N6,1.5138619131043536e-08,5.407979847934492e-08,3.572307223744593,1.5138619131043536e-10
I2,N7,8.8459694763707e-09,3.690715211693176e-08,4.172199804161424,8.8459694763707e-11
I2,N8,9.994985297202776,44.69749754277026,4.4719923255194205,0.09994985297202776
I2,N9,8.196910758217394,25.18118486007224,3.0720335505456284,0.08196910758217393
I3,N1,6.47841275120535e-07,1.598856094627986e-06,2.4679750365249706,6.47841275120535e-09
I3,N2,6.337807222136551e-07,1.5735841717574333e-06,2.482852691166203,6.337807222136551e-09
I3,N3,8.725363384371622,20.315209812133485,2.3282938391449624,0.08725363384371622
I3,N4,6.31061670585299e-07,1.5644745822923337e-06,2.4791152041310163,6.31061670585299e-09
I3,N5,6.557657007224632e-07,1.6136907340519197e-06,2.4607733101534612,6.5576570072246324e-09
I3,N6,6.120554142503016e-07,1.5318316480060371e-06,2.5027662730217934,6.120554142503016e-09
I3,N7,6.33777538281684e-07,1.5735724631592081e-06,2.4828466900633988,6.33777538281684e-09
I3,N8,35.4232814739792,148.8794947892401,4.202871348850111,0.354232814739792
I3,N9,6.5706346438696945,17.26945624223579,2.628278268119494,0.06570634643869694
I4,N1,3.3328665598893344e-07,7.210615770420238e-07,2.1634876887059233,3.3328665598893343e-09
I4,N2,3.3315662241901166e-07,7.214136481887756e-07,2.1653888881171706,3.3315662241901165e-09
I4,N3,8.107321325787813,20.061169814845293,2.4744510558665795,0.08107321325787814
I4,N4,3.3327948134776934e-07,7.210689921841079e-07,2.1635565119944764,3.3327948134776933e-09
I4,N5,3.3338496761668716e-07,7.212632515074602e-07,2.1634546292343333,3.3338496761668718e-09
I4,N6,2.3662837717615414e-07,5.365315737462374e-07,2.267401653804291,2.3662837717615414e-09
I4,N7,3.3320383668169676e-07,7.215133936751691e-07,2.165381409951822,3.3320383668169676e-09
I4,N8,35.42330787835388,148.87959550097128,4.2028710591408975,0.3542330787835388
I4,N9,7.038051316829497,17.463393349437574,2.4812824691514876,0.07038051316829497
