hour,lambda_system,system_net_injection_residual_mw
1,67.17039865466616,1.2893147616756703e-15
2,67.16555215587225,1.0240906623159514e-14
3,67.16205865607326,-6.247002956233835e-15
4,67.16018065602576,-3.406158805353859e-14
5,67.16341165624738,2.9395408438152254e-14
6,67.1731046553772,-1.0098635971636142e-14
7,67.1878066288962,3.3947015681311356e-14
8,67.19090762755339,2.84946414462229e-14
9,67.17643765171525,2.7559450500131272e-14
10,60.05140484347649,2.9372359405243947e-14
11,60.03030568634637,-1.1599192725050732e-14
12,60.02263431108501,3.1483801787055006e-15
13,60.020546003496065,-2.5257696484415875e-14
14,60.01883840850731,5.6499165589641497e-14
15,60.01711858889188,1.2036696996544082e-14
16,60.02262251275562,3.2716108911138844e-14
17,60.04508009045423,-2.392260176659894e-14
18,67.09765192783271,-5.5380947242356195e-14
19,67.17509821860904,3.40647682494924e-14
20,67.18100764262293,-4.0124717952887213e-14
21,67.1834758067406,-1.9620022497791456e-14
22,67.18328476872655,6.311753864957873e-14
23,67.18040403646243,4.7368569113077976e-14
24,67.1755481445098,-3.184890220913111e-14
