hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,0.0,4000.0,-57624.6785537981
1,N2,0.0,0.0,4000.0,-57624.686665688765
1,N3,0.0,0.0,4000.0,-57624.68426574992
1,N4,0.0,0.0,4000.0,-57624.68666291406
1,N5,0.0,371.25,4000.0,0.0
1,N6,0.0,35.64,4000.0,0.0
1,N7,0.0,0.0,4000.0,-57624.686665757625
1,N8,0.0,39.6,4000.0,0.0
1,N9,0.0,0.0,4000.0,-57624.68666493668
2,N1,0.0,0.0,4000.0,-57624.67751249367
2,N2,0.0,0.0,4000.0,-57624.68571852725
2,N3,0.0,0.0,4000.0,-57624.68388799439
2,N4,0.0,0.0,4000.0,-57624.6857153723
2,N5,0.0,354.375,4000.0,0.0
2,N6,0.0,34.02,4000.0,0.0
2,N7,0.0,0.0,4000.0,-57624.685718570756
2,N8,0.0,37.8,4000.0,0.0
2,N9,0.0,0.0,4000.0,-57624.68571717513
3,N1,0.0,0.0,4000.0,-57624.67662432735
3,N2,0.0,0.0,4000.0,-57624.68492316907
3,N3,0.0,0.0,4000.0,-57624.68350343234
3,N4,0.0,0.0,4000.0,-57624.68491999525
3,N5,0.0,343.125,4000.0,0.0
3,N6,0.0,32.94,4000.0,0.0
3,N7,0.0,0.0,4000.0,-57624.68492317696
3,N8,0.0,36.6,4000.0,0.0
3,N9,0.0,0.0,4000.0,-57624.68492170319
4,N1,0.0,0.0,4000.0,-57624.67613399701
4,N2,0.0,0.0,4000.0,-57624.68449481607
4,N3,0.0,0.0,4000.0,-57624.68329592239
4,N4,0.0,0.0,4000.0,-57624.68449163741
4,N5,0.0,337.5,4000.0,0.0
4,N6,0.0,32.4,4000.0,0.0
4,N7,0.0,0.0,4000.0,-57624.684494827714
4,N8,0.0,36.0,4000.0,0.0
4,N9,0.0,0.0,4000.0,-57624.684493417124
5,N1,0.0,0.0,4000.0,-57624.677000575866
5,N2,0.0,0.0,4000.0,-57624.68529976804
5,N3,0.0,0.0,4000.0,-57624.683720494344
5,N4,0.0,0.0,4000.0,-57624.685296426906
5,N5,0.0,348.75,4000.0,0.0
5,N6,0.0,33.48,4000.0,0.0
5,N7,0.0,0.0,4000.0,-57624.68529978946
5,N8,0.0,37.2,4000.0,0.0
5,N9,0.0,0.0,4000.0,-57624.68529810122
6,N1,0.0,0.0,4000.0,-57624.67951193162
6,N2,0.0,0.0,4000.0,-57624.687625580234
6,N3,0.0,0.0,4000.0,-57689.376774410535
6,N4,0.0,0.0,4000.0,-57624.68762185502
6,N5,0.0,382.5,4000.0,0.0
6,N6,0.0,36.72,4000.0,0.0
6,N7,0.0,0.0,4000.0,-57624.68762560812
6,N8,0.0,40.8,4000.0,0.0
6,N9,0.0,0.0,4000.0,-57624.687622635065
7,N1,0.0,0.0,4000.0,-57624.683324408616
7,N2,0.0,0.0,4000.0,-57624.691129572995
7,N3,0.0,0.0,4000.0,-57624.68667333549
7,N4,0.0,0.0,4000.0,-57624.691124294
7,N5,0.0,450.0,4000.0,0.0
7,N6,0.0,43.2,4000.0,0.0
7,N7,0.0,0.0,4000.0,-57624.69112964009
7,N8,0.0,48.0,4000.0,0.0
7,N9,0.0,0.0,4000.0,-57624.8027714624
8,N1,0.0,0.0,4000.0,-57624.68439691457
8,N2,0.0,0.0,4000.0,-57624.69189459237
8,N3,0.0,0.0,4000.0,-57624.68699156734
8,N4,0.0,0.0,4000.0,-57624.69188668267
8,N5,0.0,506.25,4000.0,0.0
8,N6,0.0,48.6,4000.0,0.0
8,N7,0.0,0.0,4000.0,-57624.69189462179
8,N8,0.0,54.0,4000.0,0.0
8,N9,0.0,0.0,4000.0,-57624.69162327733
9,N1,0.0,0.0,4000.0,-57618.96622979278
9,N2,0.0,0.0,4000.0,-57624.68843417056
9,N3,0.0,0.0,4000.0,-57624.685316176125
9,N4,0.0,0.0,4000.0,-57624.688426598084
9,N5,0.0,523.125,4000.0,0.0
9,N6,0.0,50.22,4000.0,0.0
9,N7,0.0,0.0,4000.0,-57624.68843419207
9,N8,0.0,55.8,4000.0,0.0
9,N9,0.0,0.0,4000.0,-57624.68842597278
10,N1,0.0,0.0,4000.0,-57623.00605532178
10,N2,0.0,0.0,4000.0,-57623.01265444157
10,N3,0.0,0.0,4000.0,-57623.01263712528
10,N4,0.0,0.0,4000.0,-57623.01264302926
10,N5,0.0,506.25,4000.0,0.0
10,N6,0.0,48.6,4000.0,0.0
10,N7,0.0,0.0,4000.0,-57623.01265440796
10,N8,0.0,54.0,4000.0,0.0
10,N9,0.0,0.0,4000.0,-57623.012637158936
11,N1,0.0,0.0,4000.0,-57623.00347378201
11,N2,0.0,0.0,4000.0,-57632.5855218644
11,N3,0.0,0.0,4000.0,-57612.813238911185
11,N4,0.0,0.0,4000.0,-57623.00750050574
11,N5,0.0,495.0,4000.0,0.0
11,N6,0.0,47.52,4000.0,0.0
11,N7,0.0,0.0,4000.0,-57632.58552193971
11,N8,0.0,52.8,4000.0,0.0
11,N9,0.0,0.0,4000.0,-57612.81323883437
12,N1,0.0,0.0,4000.0,-57623.002358859514
12,N2,0.0,0.0,4000.0,-57632.567202266706
12,N3,0.0,0.0,4000.0,-57612.828777369425
12,N4,0.0,0.0,4000.0,-57623.005452583806
12,N5,0.0,483.75,4000.0,0.0
12,N6,0.0,46.44,4000.0,0.0
12,N7,0.0,0.0,4000.0,-57632.56720221523
12,N8,0.0,51.6,4000.0,0.0
12,N9,0.0,0.0,4000.0,-57612.82877668295
13,N1,0.0,0.0,4000.0,-57623.00153556427
13,N2,0.0,0.0,4000.0,-57632.56644658599
13,N3,0.0,0.0,4000.0,-57612.82909211604
13,N4,0.0,0.0,4000.0,-57623.00441468239
13,N5,0.0,472.5,4000.0,0.0
13,N6,0.0,45.36,4000.0,0.0
13,N7,0.0,0.0,4000.0,-57632.56644657021
13,N8,0.0,50.4,4000.0,0.0
13,N9,0.0,0.0,4000.0,-57612.82906114698
14,N1,0.0,0.0,4000.0,-57623.001652615654
14,N2,0.0,0.0,4000.0,-57632.56529374231
14,N3,0.0,0.0,4000.0,-57612.82774280212
14,N4,0.0,0.0,4000.0,-57623.00439264529
14,N5,0.0,466.875,4000.0,0.0
14,N6,0.0,44.82,4000.0,0.0
14,N7,0.0,0.0,4000.0,-57632.56529374098
14,N8,0.0,49.8,4000.0,0.0
14,N9,0.0,0.0,4000.0,-57612.82775351704
15,N1,0.0,0.0,4000.0,-57623.00175495296
15,N2,0.0,0.0,4000.0,-57632.56300037621
15,N3,0.0,0.0,4000.0,-57612.84553108936
15,N4,0.0,0.0,4000.0,-57623.004385631815
15,N5,0.0,466.875,4000.0,0.0
15,N6,0.0,44.82,4000.0,0.0
15,N7,0.0,0.0,4000.0,-57632.563000475544
15,N8,0.0,49.8,4000.0,0.0
15,N9,0.0,0.0,4000.0,-57612.845575131105
16,N1,0.0,0.0,4000.0,-57623.00245590107
16,N2,0.0,0.0,4000.0,-57632.56112065265
16,N3,0.0,0.0,4000.0,-57612.83708445267
16,N4,0.0,0.0,4000.0,-57623.00582662695
16,N5,0.0,478.125,4000.0,0.0
16,N6,0.0,45.9,4000.0,0.0
16,N7,0.0,0.0,4000.0,-57632.56112053572
16,N8,0.0,51.0,4000.0,0.0
16,N9,0.0,0.0,4000.0,-57612.83708434793
17,N1,0.0,0.0,4000.0,-57623.00504339738
17,N2,0.0,0.0,4000.0,-57623.01116070967
17,N3,0.0,0.0,4000.0,-57623.011142870164
17,N4,0.0,0.0,4000.0,-57623.011149851365
17,N5,0.0,500.625,4000.0,0.0
17,N6,0.0,48.06,4000.0,0.0
17,N7,0.0,0.0,4000.0,-57623.01116061496
17,N8,0.0,53.4,4000.0,0.0
17,N9,0.0,0.0,4000.0,-57623.011142885254
18,N1,0.0,0.0,4000.0,-57624.662228241534
18,N2,0.0,0.0,4000.0,-57624.6699125153
18,N3,0.0,0.0,4000.0,-57624.66990456829
18,N4,0.0,0.0,4000.0,-57624.66990405957
18,N5,0.0,528.75,4000.0,0.0
18,N6,0.0,50.76,4000.0,0.0
18,N7,0.0,0.0,4000.0,-57624.66991251069
18,N8,0.0,56.4,4000.0,0.0
18,N9,0.0,0.0,4000.0,-57624.66990468273
19,N1,0.0,0.0,4000.0,-57624.68088257569
19,N2,0.0,0.0,4000.0,-57624.68868217311
19,N3,0.0,0.0,4000.0,-57624.68536804595
19,N4,0.0,0.0,4000.0,-57624.68868374161
19,N5,0.0,562.5,4000.0,0.0
19,N6,0.0,54.0,4000.0,0.0
19,N7,0.0,0.0,4000.0,-57624.68868224101
19,N8,0.0,60.0,4000.0,0.0
19,N9,0.0,0.0,4000.0,-57624.68831628158
20,N1,0.0,0.0,4000.0,-57624.68262704481
20,N2,0.0,0.0,4000.0,-57624.690595624226
20,N3,0.0,0.0,4000.0,-57624.68659647888
20,N4,0.0,0.0,4000.0,-57624.690578941794
20,N5,0.0,556.875,4000.0,0.0
20,N6,0.0,53.46,4000.0,0.0
20,N7,0.0,0.0,4000.0,-57624.69059583168
20,N8,0.0,59.4,4000.0,0.0
20,N9,0.0,0.0,4000.0,-57624.69000444586
21,N1,0.0,0.0,4000.0,-57624.68258808737
21,N2,0.0,0.0,4000.0,-57624.690585171484
21,N3,0.0,0.0,4000.0,-57624.68639123189
21,N4,0.0,0.0,4000.0,-57624.69057700319
21,N5,0.0,528.75,4000.0,0.0
21,N6,0.0,50.76,4000.0,0.0
21,N7,0.0,0.0,4000.0,-57624.69058524153
21,N8,0.0,56.4,4000.0,0.0
21,N9,0.0,0.0,4000.0,-57624.69004447774
22,N1,0.0,0.0,4000.0,-57624.6820466021
22,N2,0.0,0.0,4000.0,-57624.69010162097
22,N3,0.0,0.0,4000.0,-57624.68604755593
22,N4,0.0,0.0,4000.0,-57624.690092979035
22,N5,0.0,478.125,4000.0,0.0
22,N6,0.0,45.9,4000.0,0.0
22,N7,0.0,0.0,4000.0,-57624.69010158376
22,N8,0.0,51.0,4000.0,0.0
22,N9,0.0,0.0,4000.0,-57624.68980600718
23,N1,0.0,0.0,4000.0,-57624.68128758583
23,N2,0.0,0.0,4000.0,-57624.68940126654
23,N3,0.0,0.0,4000.0,-57624.685812250595
23,N4,0.0,0.0,4000.0,-57624.68939592929
23,N5,0.0,427.5,4000.0,0.0
23,N6,0.0,41.04,4000.0,0.0
23,N7,0.0,0.0,4000.0,-57624.6894011808
23,N8,0.0,45.6,4000.0,0.0
23,N9,0.0,0.0,4000.0,-57624.689389748215
24,N1,0.0,0.0,4000.0,-57624.68010182293
24,N2,0.0,0.0,4000.0,-57624.68824531525
24,N3,0.0,0.0,4000.0,-57624.68523377266
24,N4,0.0,0.0,4000.0,-57624.68824098622
24,N5,0.0,393.75,4000.0,0.0
24,N6,0.0,37.8,4000.0,0.0
24,N7,0.0,0.0,4000.0,-57624.68824525343
24,N8,0.0,42.0,4000.0,0.0
