hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.92729939109807e-09,0.0,4000.0,-57624.680902745895
1,N2,-9.927298734944034e-09,0.0,4000.0,-57624.689030036665
1,N3,-9.927298901130822e-09,0.0,4000.0,-57624.686638822874
1,N4,-9.927298734944086e-09,0.0,4000.0,-57196.637399954234
1,N5,-9.927031837061404e-09,371.25,3999.9999997326054,9.227020030063516e-09
1,N6,-9.927032459645508e-09,35.64,3999.9999972146375,1.9481253131474747e-09
1,N7,-9.927298734944034e-09,0.0,4000.0,-57624.689029875946
1,N8,-9.92703245230883e-09,39.6,3999.9999974931734,2.753312781834153e-09
1,N9,-9.92729873494414e-09,0.0,4000.0,-57624.689036288684
2,N1,-9.927299490318358e-09,0.0,4000.0,-57624.67952568471
2,N2,-9.927298826011599e-09,0.0,4000.0,-57624.687746975935
2,N3,-9.927298946664404e-09,0.0,4000.0,-57624.68593090552
2,N4,-9.927298826011647e-09,0.0,4000.0,-57624.687737133776
2,N5,-9.927031960108982e-09,354.375,3999.999999719872,9.190211460066534e-09
2,N6,-9.927032554383313e-09,34.02,3999.999997082001,1.564702709010851e-09
2,N7,-9.927298826011599e-09,0.0,4000.0,-57624.6877469174
2,N8,-9.927032547381032e-09,37.8,3999.999997373801,2.4082324381113297e-09
2,N9,-9.927298826011673e-09,0.0,4000.0,-57624.68775782684
3,N1,-9.927299564619513e-09,0.0,4000.0,-57624.678567163995
3,N2,-9.927298892159608e-09,0.0,4000.0,-57624.68688357255
3,N3,-9.927298979738313e-09,0.0,4000.0,-57624.68547963118
3,N4,-9.927298892159654e-09,0.0,4000.0,-57624.68687285103
3,N5,-9.927032047616925e-09,343.125,3999.9999997106875,9.163661016134283e-09
3,N6,-9.92703262301784e-09,32.94,3999.999996986329,1.2881355847155356e-09
3,N7,-9.927298892159608e-09,0.0,4000.0,-57624.68688353587
3,N8,-9.927032616238545e-09,36.6,3999.999997287696,2.1593220262456506e-09
3,N9,-9.927298892159667e-09,0.0,4000.0,-57624.68689566316
4,N1,-9.927299605847217e-09,0.0,4000.0,-57624.67804517403
4,N2,-9.927298927951743e-09,0.0,4000.0,-57624.68642429276
4,N3,-9.927298997634346e-09,0.0,4000.0,-57624.685242270745
4,N4,-9.927298927951789e-09,0.0,4000.0,-57624.68641311067
4,N5,-9.92703209410901e-09,337.5,3999.999999705866,9.149722033069852e-09
4,N6,-9.927032660073124e-09,32.4,3999.999996936101,1.1429378444604795e-09
4,N7,-9.927298927951743e-09,0.0,4000.0,-57624.6864242645
4,N8,-9.927032653405337e-09,36.0,3999.9999972424907,2.0286440600161578e-09
4,N9,-9.927298927951796e-09,0.0,4000.0,-57624.686437396835
