hour,lambda_system,system_net_injection_residual_mw
1,67.17039863247454,5.452440442790122e-14
2,67.1655521407776,2.7928063155076513e-14
3,67.16205864273812,8.1264419318397e-15
4,67.16018064321025,2.847651142418649e-14
5,67.1634116436652,3.686629792033658e-14
6,67.17310463892328,1.0793386311998412e-13
7,67.18751856117927,1.1963889728433076e-13
8,67.19105784088005,-1.6286551393431536e-14
9,67.17643763377261,1.259786146775726e-13
10,60.051862820405226,-2.3548621119759814e-14
11,60.030305683873735,2.2799058778301296e-14
12,60.02510390460469,7.598771346060211e-14
13,60.02301567514996,6.315507600651471e-14
14,60.02133740026627,6.05112700391487e-14
15,60.01958825996544,6.201474426933712e-14
16,60.0226225117207,5.94270309181596e-14
17,60.04508009517516,6.301024920807987e-14
18,67.14591890811464,4.51338286425161e-14
19,67.17187114903605,2.0035918160571058e-14
20,67.18169600387786,3.2733414454961763e-14
21,67.1832276136895,8.75012846300263e-14
22,67.18266492249109,5.963056753244784e-14
23,67.18012519585285,4.898097667677893e-14
24,67.17544054861948,2.7381226347743922e-14
