hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.975872468786363e-09,0.0,4000.0,-46540.942185067506
1,N2,-9.975872257694491e-09,0.0,4000.0,-46521.63589365936
1,N3,-9.97587232018908e-09,0.0,4000.0,-46520.70297451309
1,N4,-9.975872257694496e-09,0.0,4000.0,-51692.40758394394
1,N5,-9.975842851843458e-09,371.25,3999.9999997312902,9.744094140005333e-09
1,N6,-9.975843057958786e-09,35.64,3999.999997200942,7.334313958387337e-09
1,N7,-9.975872257694491e-09,0.0,4000.0,-46521.11858096597
1,N8,-9.97584305552985e-09,39.6,3999.999997480848,7.600882562548761e-09
1,N9,-9.975872257694501e-09,0.0,4000.0,-46521.25902995941
2,N1,-9.97587250089558e-09,0.0,4000.0,-46584.683398355424
2,N2,-9.975872287391557e-09,0.0,4000.0,-46564.18000557377
2,N3,-9.975872335037544e-09,0.0,4000.0,-46568.40428560622
2,N4,-9.975872287391562e-09,0.0,4000.0,-46572.09481296429
2,N5,-9.975842891978268e-09,354.375,3999.9999997184946,9.731908146672253e-09
2,N6,-9.975843088721244e-09,34.02,3999.9999970676536,7.2073765278342675e-09
2,N7,-9.975872287391557e-09,0.0,4000.0,-46564.08588854609
2,N8,-9.975843086403036e-09,37.8,3999.999997360888,7.486638875051012e-09
2,N9,-9.975872287391564e-09,0.0,4000.0,-46568.25165680112
3,N1,-9.975872524714349e-09,0.0,4000.0,-46567.46605298607
3,N2,-9.975872308798039e-09,0.0,4000.0,-46546.578506198726
3,N3,-9.975872345740747e-09,0.0,4000.0,-46551.809455701856
3,N4,-9.975872308798044e-09,0.0,4000.0,-46554.67779117112
3,N5,-9.975842920347125e-09,343.125,3999.999999709265,9.723118249841834e-09
3,N6,-9.975843110841793e-09,32.94,3999.999996971511,7.115815102517294e-09
3,N7,-9.975872308798039e-09,0.0,4000.0,-46546.602341455226
3,N8,-9.975843108597413e-09,36.6,3999.99999727436,7.404233592265748e-09
3,N9,-9.975872308798045e-09,0.0,4000.0,-46551.54943044416
4,N1,-9.975872537830048e-09,0.0,4000.0,-46544.218211811196
4,N2,-9.9758723203055e-09,0.0,4000.0,-46523.09544089914
4,N3,-9.975872351494463e-09,0.0,4000.0,-46528.76523367871
4,N4,-9.975872320305507e-09,0.0,4000.0,-46531.29016933089
4,N5,-9.975842935337724e-09,337.5,3999.9999997044197,9.718503554005866e-09
4,N6,-9.975843122708206e-09,32.4,3999.999996921036,7.067745354225881e-09
4,N7,-9.9758723203055e-09,0.0,4000.0,-46523.17659302914
4,N8,-9.975843120500746e-09,36.0,3999.9999972289324,7.360970818803482e-09
4,N9,-9.975872320305507e-09,0.0,4000.0,-46528.46943554134
5,N1,-9.975872516423969e-09,0.0,4000.0,-46521.70474827351
5,N2,-9.97587230050751e-09,0.0,4000.0,-46500.5146166153
5,N3,-9.975872341595495e-09,0.0,4000.0,-46507.030268823364
5,N4,-9.975872300507515e-09,0.0,4000.0,-46508.88004689158
5,N5,-9.975842908581298e-09,348.75,3999.9999997139544,9.727584084521806e-09
5,N6,-9.975843102200086e-09,33.48,3999.9999970203576,7.162334213767047e-09
5,N7,-9.97587230050751e-09,0.0,4000.0,-46500.60428563969
5,N8,-9.975843099918791e-09,37.2,3999.9999973183217,7.446100792390519e-09
5,N9,-9.975872300507517e-09,0.0,4000.0,-46506.62176417083
