hour,lambda_system,system_net_injection_residual_mw
1,67.17039865279715,4.5864744462712306e-14
2,67.16555215430785,4.171428845326132e-14
3,67.16205865447988,4.089769153806375e-14
4,67.16018065435289,3.5175766626901652e-15
5,67.16341165473175,-1.410045317208454e-14
6,67.17310465374484,-6.812248943219065e-14
7,67.18764403242655,-2.894668861581202e-14
8,67.19114274508063,-6.626169541282138e-14
9,67.1764376516229,-3.010108187580945e-14
10,60.0514048448726,1.474376100030837e-14
11,60.030305683382466,-5.199730319767531e-14
12,60.02559536432673,-2.022792023731882e-14
13,60.023507135025184,-3.1643592550777448e-15
14,60.0218288605512,-2.6997451580944834e-14
15,60.020079720659396,-4.2049046635635986e-14
16,60.0226225123475,-5.6164446319497204e-14
17,60.045080090392474,1.7667286638652864e-15
18,67.13802421752098,7.165543495349774e-14
19,67.17073502555313,-2.4575842447860707e-14
20,67.18179961231537,1.2128157861723756e-13
21,67.18380336501235,-4.3488165890740153e-14
22,67.18322105241513,1.0561805701751173e-13
23,67.18066885267085,-8.673190648159367e-15
24,67.17554813921484,-2.809145261520316e-14
