hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,344.5000033779068,400.0,0.8612500084447671,0.0,0.0
1,L45,309.0550479124118,400.0,0.7726376197810295,0.0,0.0
1,L46,35.44495548069003,200.0,0.17722477740345013,0.0,0.0
1,L69,-0.19504448378931333,200.0,0.0009752224189465667,0.0,0.0
1,L57,-62.19495208178494,400.0,0.15548738020446234,0.0,0.0
1,L93,-77.55868670136677,400.0,0.1938967167534169,0.0,0.0
1,L72,9.371396759317242e-09,400.0,2.3428491898293105e-11,0.0,0.0
1,L98,84.8261596643879,200.0,0.4241307983219395,0.0,0.0
1,L78,-62.1949521005282,200.0,0.310974760502641,0.0,0.0
2,L14,348.43750341728185,400.0,0.8710937585432046,-1.001276044663887e-10,0.0
2,L45,302.5105709551886,400.0,0.7562764273879715,0.0,0.0
2,L46,45.92693247728826,200.0,0.2296346623864413,0.0,0.0
2,L69,11.906932512809004,200.0,0.05953466256404502,0.0,0.0
2,L57,-51.864429039008115,400.0,0.1296610725975203,0.0,0.0
2,L93,-54.175149961389025,400.0,0.13543787490347256,0.0,0.0
2,L72,9.371401554584005e-09,400.0,2.3428503886460012e-11,0.0,0.0
2,L98,73.20962548278352,200.0,0.3660481274139176,0.0,0.0
2,L78,-51.86442905775138,200.0,0.2593221452887569,0.0,0.0
3,L14,352.37500345665745,400.0,0.8809375086416437,-9.051266501107249e-10,0.0
3,L45,298.68396811500713,400.0,0.7467099202875178,0.0,0.0
3,L46,53.69103535684596,200.0,0.2684551767842298,0.0,0.0
3,L69,20.751035392368525,200.0,0.10375517696184262,0.0,0.0
3,L57,-44.441031879189296,400.0,0.11110257969797324,0.0,0.0
3,L93,-37.67384771975421,400.0,0.09418461929938551,0.0,0.0
3,L72,9.371551080561977e-09,400.0,2.3428877701404942e-11,0.0,0.0
3,L98,65.14013483177074,200.0,0.3257006741588537,0.0,0.0
3,L78,-44.44103189793287,200.0,0.22220515948966432,0.0,0.0
4,L14,355.0000034829084,400.0,0.8875000087072711,-1.5170819536731953e-09,0.0
4,L45,297.0378936170132,400.0,0.742594734042533,0.0,0.0
4,L46,57.96210988109216,200.0,0.2898105494054608,0.0,0.0
4,L69,25.562109916618326,200.0,0.12781054958309163,0.0,0.0
4,L57,-40.462106377182735,400.0,0.10115526594295683,0.0,0.0
4,L93,-29.002904790336654,400.0,0.07250726197584163,0.0,0.0
4,L72,9.371845329786337e-09,400.0,2.342961332446584e-11,0.0,0.0
4,L98,60.93727554888268,200.0,0.30468637774441343,0.0,0.0
4,L78,-40.46210639592688,200.0,0.20231053197963442,0.0,0.0
5,L14,352.37500345665995,400.0,0.8809375086416499,-9.051266501110615e-10,0.0
5,L45,301.13181537529437,400.0,0.752829538438236,0.0,0.0
5,L46,51.243188096564445,200.0,0.2562159404828222,0.0,0.0
5,L69,17.76318813209595,200.0,0.08881594066047976,0.0,0.0
5,L57,-47.618184618900855,400.0,0.11904546154725214,0.0,0.0
5,L93,-41.89277045499759,400.0,0.10473192613749398,0.0,0.0
5,L72,9.37228419017511e-09,400.0,2.3430710475437776e-11,0.0,0.0
5,L98,67.13345240085555,200.0,0.3356672620042777,0.0,0.0
5,L78,-47.61818463764588,200.0,0.23809092318822941,0.0,0.0
6,L14,344.500003377912,400.0,0.86125000844478,0.0,0.0
6,L45,313.839665155888,400.0,0.78459916288972,0.0,0.0
6,L46,30.660338237225375,200.0,0.15330169118612688,0.0,0.0
6,L69,-6.059661727236001,200.0,0.030298308636180007,0.0,0.0
6,L57,-68.66033483830627,400.0,0.17165083709576567,0.0,0.0
6,L93,-84.8998878894469,400.0,0.21224971972361725,0.0,0.0
