hour,lambda_system,system_net_injection_residual_mw
1,67.15000064843676,1.4534844385738494e-14
2,67.15000064343104,2.7113762044100318e-14
3,67.15000063690572,-9.286289404902168e-15
4,67.15000063058527,-1.2890435063226293e-14
5,67.15000063879654,-3.2123563796808876e-14
6,67.15000064953192,-6.279001890967755e-14
7,67.1500006591167,6.478335066163581e-14
8,67.15000066312102,-2.5933079007274286e-14
9,67.15000065749055,-7.297349936501634e-14
10,60.00056393581802,-6.915018631221597e-14
11,60.00000059082411,1.10322973565504e-14
12,60.00000058891531,4.632453683705103e-14
13,60.000000587891876,-1.7960219864376248e-14
14,60.000000586873384,-9.028603594122392e-15
15,60.00000058569799,6.826871368692313e-14
16,60.00000058728826,3.502536106102668e-14
17,60.000000600155786,7.845823336806183e-15
18,67.15000065205996,8.229595547203588e-15
19,67.15000066281006,7.756228546916985e-14
20,67.15000068990146,1.320375865451227e-13
21,67.15000068368309,1.5476594575475465e-14
22,67.15000066274364,1.5805722476910175e-16
23,67.15000065516263,5.6286909054263836e-14
24,67.15000065110715,-4.024500986959585e-14
