investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I3,1,N1,60.00000058494179,60.000000625598034,-4.065624636950815e-08
I3,1,N2,60.000000582859386,60.00000056536296,1.749642564163878e-08
I3,1,N3,60.00000058491652,60.00000070872759,-1.2381106984094004e-07
I3,1,N4,60.00000058522421,60.00000070564307,-1.2041886066072038e-07
I3,1,N5,60.000000585375716,60.00000087901694,-2.936412215603923e-07
I3,1,N6,60.000000585154865,60.000000725296495,-1.4014162985631629e-07
I3,1,N7,60.00000058429983,60.000000705570564,-1.2127073034662317e-07
I3,1,N8,60.00000058482512,60.00000072650828,-1.4168315942697518e-07
I3,1,N9,60.00000058492923,60.00000070873452,-1.2380528602307095e-07
I3,2,N1,60.000000570233006,60.000000621331814,-5.109880873988004e-08
I3,2,N2,60.0000005680477,60.00000055922263,8.825075781260239e-09
I3,2,N3,60.00000057014419,60.00000070443846,-1.342942752557974e-07
I3,2,N4,60.00000057047037,60.00000069950822,-1.2903785062690076e-07
I3,2,N5,60.00000057056767,60.000000864996714,-2.9442904292409366e-07
I3,2,N6,60.000000570387705,60.000000720402646,-1.5001494091393397e-07
I3,2,N7,60.000000569488144,60.000000699430146,-1.2994200204730078e-07
I3,2,N8,60.00000057003138,60.00000072144332,-1.514119389867119e-07
I3,2,N9,60.00000057015509,60.00000070444282,-1.3428773115720105e-07
I3,3,N1,60.00000044947365,60.00000061075161,-1.612779598758607e-07
I3,3,N2,60.000000447277856,60.00000054550969,-9.82318368869528e-08
I3,3,N3,60.00000044945818,60.000000691553986,-2.420958082893776e-07
I3,3,N4,60.00000044970294,60.00000068579768,-2.3609474197883173e-07
I3,3,N5,60.000000449777986,60.00000084603045,-3.962524672829204e-07
I3,3,N6,60.000000449666096,60.000000707010905,-2.5734480857408926e-07
I3,3,N7,60.0000004487183,60.00000068571726,-2.3699895734807797e-07
I3,3,N8,60.00000044931224,60.00000070789499,-2.585827516554673e-07
I3,3,N9,60.00000044946357,60.000000691552316,-2.4208874549458415e-07
I3,4,N1,59.999999113089835,59.999997610394104,1.5026957314034917e-06
I3,4,N2,59.99999911090968,59.99999751918351,1.5917261677600436e-06
I3,4,N3,59.999999113155276,59.99999765936001,1.4537952637283524e-06
I3,4,N4,59.99999911332299,59.999997659470914,1.4538520787255038e-06
I3,4,N5,59.99999911339179,59.99999781707614,1.2963156450496172e-06
I3,4,N6,59.9999991133281,59.999997674503206,1.4388248956720417e-06
I3,4,N7,59.999999112350125,59.99999765939101,1.4529591112477647e-06
I3,4,N8,59.999999112987155,59.999997676156475,1.43683067932443e-06
I3,4,N9,59.999999113156306,59.999997659360034,1.4537962726990372e-06
I3,5,N1,60.000000525001994,60.000000617367824,-9.236583053962022e-08
I3,5,N2,60.00000052280979,60.00000055506008,-3.225029132636337e-08
I3,5,N3,60.00000052494631,60.00000070171624,-1.767699302490655e-07
I3,5,N4,60.00000052523479,60.0000006953475,-1.7011271324918198e-07
I3,5,N5,60.00000052532045,60.000000858207976,-3.3288752376847697e-07
I3,5,N6,60.000000525174286,60.00000071658825,-1.914139602376963e-07
I3,5,N7,60.00000052425023,60.00000069526758,-1.710173478386423e-07
I3,5,N8,60.00000052481693,60.00000071648988,-1.916729459594535e-07
I3,5,N9,60.00000052495457,60.00000070171674,-1.76762171122391e-07
I3,6,N1,60.000000586105344,60.000000625883025,-3.977768159302286e-08
I3,6,N2,60.00000058406282,60.00000056586044,1.820237827132587e-08
I3,6,N3,60.00000058606539,60.000000709453545,-1.2338815480461562e-07
I3,6,N4,60.0000005864077,60.000000706137484,-1.197297834210076e-07
I3,6,N5,60.00000058659011,60.0000008847672,-2.98177091906382e-07
I3,6,N6,60.000000586319565,60.00000072414725,-1.378276834884673e-07
I3,6,N7,60.00000058550326,60.000000706068,-1.205647421897993e-07
I3,6,N8,60.0000005859979,60.00000072314195,-1.3714404900611044e-07
I3,6,N9,60.000000586081555,60.000000709456906,-1.2337535082451723e-07
I3,7,N1,60.000000589668296,60.00000063582757,-4.615927196027769e-08
I3,7,N2,60.000000588062086,60.000000579447565,8.614520652372448e-09
I3,7,N3,60.00000058990568,60.00000071706286,-1.2715717900846357e-07
I3,7,N4,60.000000590183426,60.00000071970548,-1.2952205707961184e-07
I3,7,N5,60.00000059062409,60.00000092987726,-3.3925316955674134e-07
I3,7,N6,60.000000590128096,60.00000073074381,-1.4061571107504278e-07
I3,7,N7,60.000000589502534,60.00000071965506,-1.3015252875447914e-07
I3,7,N8,60.00000058989052,60.00000072770474,-1.3781421870362465e-07
I3,7,N9,60.000000589925264,60.00000071706732,-1.271420586590466e-07
I3,8,N1,60.00000059002093,60.0000006427964,-5.277546932802579e-08
I3,8,N2,60.00000058833508,60.00000058722162,1.113455994072865e-09
I3,8,N3,60.00000058990767,60.000000721342865,-1.314351933956459e-07
I3,8,N4,60.00000059055019,60.00000072748487,-1.3693468048359136e-07
I3,8,N5,60.000000591149295,60.000000963937744,-3.727884489990174e-07
I3,8,N6,60.00000059021567,60.00000073132903,-1.4111336099631444e-07
I3,8,N7,60.000000589775524,60.000000727429146,-1.3765362183448815e-07
I3,8,N8,60.000000589890654,60.00000072411515,-1.342244928537184e-07
I3,8,N9,60.000000589932455,60.00000072134722,-1.314147652919928e-07
I3,9,N1,60.00000058199795,60.00000064283491,-6.083696035830144e-08
I3,9,N2,60.00000057822507,60.0000005812818,-3.056733532957878e-09
I3,9,N3,60.00000057914224,60.00000071718787,-1.3804563536723435e-07
I3,9,N4,60.00000058215788,60.000000721644525,-1.3948664445706527e-07
I3,9,N5,60.000000582303976,60.00000096594985,-3.8364587595651756e-07
I3,9,N6,60.00000057970121,60.00000072002894,-1.4032773520966657e-07
I3,9,N7,60.00000057966552,60.0000007214893,-1.4182378293980946e-07
I3,9,N8,60.00000057915884,60.00000070612634,-1.2696749962515241e-07
I3,9,N9,60.00000057917663,60.000000717193295,-1.3801666653989741e-07
I3,10,N1,52.20000051779293,52.200000709604666,-1.9181173627202952e-07
I3,10,N2,52.20000051388403,52.200000621442086,-1.0755805845974464e-07
I3,10,N3,52.20000051325663,52.2000007306812,-2.174245636865635e-07
I3,10,N4,52.20000051788929,52.20000073106382,-2.1317452336688802e-07
I3,10,N5,52.20000051767341,52.200000967444986,-4.49771576427338e-07
I3,10,N6,52.200000512899884,52.20000069959752,-1.8669763335310563e-07
I3,10,N7,52.20000051463999,52.20000073079703,-2.1615704071109576e-07
I3,10,N8,52.200000513367975,52.200000656089586,-1.427216105298612e-07
I3,10,N9,52.20000051325677,52.200000730681225,-2.1742445710515312e-07
I3,11,N1,60.000000582341194,60.00000059901826,-1.667706328589702e-08
