hour,lambda_system,system_net_injection_residual_mw
1,67.17039865976811,1.263505558576719e-13
2,67.16555216002156,1.6448625698588207e-13
3,67.16205866007887,7.114985719257703e-14
4,67.16018066008533,6.301248659846075e-14
5,67.16341166010466,1.130102252986464e-13
6,67.1731046599134,1.7201223166057326e-13
7,67.18753542418875,1.1272236345687439e-13
8,67.19104464493796,1.5217025743369595e-13
9,67.17643765930713,7.758689553334193e-14
10,60.05140484034905,1.888543895693939e-13
11,60.03030568329999,1.180052407148321e-13
12,60.0226334800707,7.598681104543131e-14
13,60.020545251047196,1.5759376222209568e-13
14,60.01886697659819,8.674594203576319e-14
15,60.01711783686039,9.279489131827827e-14
16,60.022622512870015,1.0176790051288538e-13
17,60.045080089387156,1.7738741578235126e-13
18,67.15209812352025,1.3342162653901858e-13
19,67.17396669048382,1.5413526054510047e-13
20,67.18103883315183,1.0799896096405621e-13
21,67.18395826779211,6.065903303676335e-14
22,67.18324600246606,9.072163508507203e-14
23,67.1802873884116,4.685726491229828e-14
24,67.17554815657722,1.7950730428702141e-13
