hour,lambda_system,system_net_injection_residual_mw
1,67.15000051252672,4.594730715109033e-08
2,67.15000052173855,4.594727116114732e-08
3,67.15000052723583,4.594730405494479e-08
4,67.15000052771471,4.5947238310411566e-08
5,67.15000051855885,4.594729190449002e-08
6,67.15000049808232,4.5947238920887256e-08
7,67.1500004669133,4.5947153654875536e-08
8,67.15000044767807,4.594709859001289e-08
9,67.15000045201583,4.5947061803234194e-08
10,60.000000234962314,4.1054195452521844e-08
11,60.00000038266055,4.105833892873963e-08
12,60.000000433153495,4.105089367157154e-08
13,60.00000044726086,4.105101678447177e-08
14,60.00000045648924,4.104533793810135e-08
15,60.0000004397719,4.1050943674638535e-08
16,60.00000043482114,4.105840989247946e-08
17,60.00000027477516,4.105411984258956e-08
18,67.15000057637695,4.594711676946886e-08
19,67.1500005079296,4.594711705258514e-08
20,67.15000047299971,4.594707718416947e-08
21,67.15000046254326,4.594720736916121e-08
22,67.15000047121214,4.594723295786298e-08
23,67.15000048702338,4.594726927114054e-08
24,67.15000050030793,4.594728707647081e-08
