hour,node,lambda_joint_eur_per_mwh
1,N1,60.00000065608799
1,N2,60.00000052387325
1,N3,60.00000081785225
1,N4,60.000000813703004
1,N5,60.00000117212754
1,N6,60.000000852156504
1,N7,60.00000081362626
1,N8,60.00000085581112
1,N9,60.000000817753595
2,N1,60.00000064420673
2,N2,60.00000050430044
2,N3,60.00000080113399
2,N4,60.000000794136646
2,N5,60.00000113626449
2,N6,60.00000083413574
2,N7,60.00000079405345
2,N8,60.00000083756831
2,N9,60.000000801062946
3,N1,60.00000063467327
3,N2,60.000000491976984
3,N3,60.00000079136665
3,N4,60.00000078181713
3,N5,60.00000111308076
3,N6,60.0000008234477
3,N7,60.000000781729995
3,N8,60.00000082656975
3,N9,60.00000079130685
4,N1,59.98269845621689
4,N2,59.98269826795444
4,N3,59.98269855759295
4,N4,59.982698557794734
4,N5,59.98269888362695
4,N6,59.9826985888871
4,N7,59.98269855770745
4,N8,59.98269859233219
4,N9,59.98269855759293
5,N1,60.00000064150708
5,N2,60.00000050347809
5,N3,60.000000802999445
5,N4,60.00000079331643
5,N5,60.00000113001208
5,N6,60.00000083489084
5,N7,60.0000007932311
5,N8,60.00000083708993
5,N9,60.00000080294507
6,N1,60.00000066040445
6,N2,60.000000532432665
6,N3,60.00000082601139
6,N4,60.00000082225812
6,N5,60.0000011915473
6,N6,60.000000859038224
6,N7,60.000000822185676
6,N8,60.00000086015518
6,N9,60.000000825974524
7,N1,60.00000068855394
7,N2,60.00000057590279
7,N3,60.00000085852903
7,N4,60.00000086570483
7,N5,60.0000013001846
7,N6,60.000000890692036
7,N7,60.0000008656558
7,N8,60.000000887352
7,N9,60.00000085854027
8,N1,60.000000705300934
8,N2,60.00000059668257
8,N3,60.00000087553086
8,N4,60.00000088648587
8,N5,60.000001375287546
8,N6,60.000000896454175
8,N7,60.00000088643558
8,N8,60.00000088033512
8,N9,60.00000087554884
9,N1,60.000000699569696
9,N2,60.00000057262705
9,N3,60.00000086195888
9,N4,60.00000086252672
9,N5,60.00000136759133
9,N6,60.00000085650477
9,N7,60.00000086238006
9,N8,60.00000081669857
9,N9,60.000000861904
10,N1,52.20000092007669
10,N2,52.20000073811873
10,N3,52.200000964015615
10,N4,52.20000096443404
10,N5,52.200001453153554
10,N6,52.200000899781806
10,N7,52.20000096414233
10,N8,52.20000080979332
10,N9,52.20000096401563
11,N1,60.00000060924103
11,N2,52.20000057887873
11,N3,46.720976240220736
11,N4,60.00000066717665
11,N5,57.30487918656692
11,N6,41.33073221162913
11,N7,52.20000064592601
11,N8,49.91707356847426
11,N9,46.72097624022075
12,N1,52.20000095713901
12,N2,52.200000566822695
12,N3,5.236875989206624e-07
12,N4,52.20000099262486
12,N5,52.200001331602316
12,N6,1.5795744367718395e-07
12,N7,52.20000062186201
12,N8,3.661793070855498e-07
12,N9,5.2722293295603e-07
13,N1,52.200000902817024
13,N2,52.20000055333719
13,N3,5.283711795028717e-07
13,N4,52.200000940837576
13,N5,52.2000012775562
13,N6,1.6752386725712824e-07
13,N7,52.200000594978704
13,N8,3.6462018589644835e-07
13,N9,5.33470275778928e-07
14,N1,52.20000086044177
14,N2,52.20000054271462
14,N3,5.447753425549671e-07
14,N4,52.20000090353176
14,N5,52.20000124041058
14,N6,1.8318225960297964e-07
14,N7,52.200000573855164
14,N8,3.764329231554116e-07
14,N9,5.535236244742065e-07
15,N1,52.20000082897547
15,N2,52.2000005349537
15,N3,5.762915639849612e-07
15,N4,52.200000879669616
15,N5,52.20000121948563
15,N6,2.1095743856974446e-07
15,N7,52.200000558490125
15,N8,4.0681817520709933e-07
15,N9,5.924673767411856e-07
16,N1,60.000000570829286
16,N2,52.200000537270576
16,N3,5.3902443086968574
16,N4,60.000000630131524
16,N5,57.30487911739508
16,N6,2.43771531505278e-07
16,N7,52.20000056306202
16,N8,8.586341636799503
16,N9,5.3902443086968646
17,N1,52.200000815725474
17,N2,52.200000696715186
17,N3,52.20000088128615
17,N4,52.20000088162803
17,N5,52.20000136493934
17,N6,52.20000081191073
17,N7,52.20000088141825
17,N8,52.20000071788072
17,N9,52.200000881286165
18,N1,60.00000063843719
18,N2,60.0000004708228
18,N3,60.00000077323517
18,N4,60.000000760737436
18,N5,60.00000127123036
18,N6,60.000000723540175
18,N7,60.00000076057581
18,N8,60.00000068904272
18,N9,60.000000757906825
19,N1,60.0000006975738
19,N2,60.000000593920795
19,N3,60.00000086754669
19,N4,60.0000008837214
19,N5,60.00000142685581
19,N6,60.000000874831
19,N7,60.00000088367381
19,N8,60.00000086465697
19,N9,60.00000086033165
20,N1,60.00000072401398
20,N2,60.000000651832096
20,N3,60.00000091857589
20,N4,60.00000094159783
20,N5,60.00000147931983
20,N6,60.000000950827896
20,N7,60.000000941585114
