investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000056487503,60.00000065608799,-9.121296073999474e-08
I1,1,N2,60.0000005533533,60.00000052387325,2.948005572989132e-08
I1,1,N3,60.00000056522794,60.00000081785225,-2.5262431080363967e-07
I1,1,N4,60.00000056653557,60.000000813703004,-2.4716743496355775e-07
I1,1,N5,60.000000567429524,60.00000117212754,-6.046980161045212e-07
I1,1,N6,60.00000056631184,60.000000852156504,-2.8584466349457216e-07
I1,1,N7,60.00000056145005,60.00000081362626,-2.5217620702733257e-07
I1,1,N8,60.00000056451231,60.00000085581112,-2.9129881085054876e-07
I1,1,N9,60.00000056525376,60.000000817753595,-2.524998379271892e-07
I1,2,N1,60.00000051675247,60.00000064420673,-1.2745425692628487e-07
I1,2,N2,60.000000504683044,60.00000050430044,3.8260594692474115e-10
I1,2,N3,60.000000516769994,60.00000080113399,-2.843639990146585e-07
I1,2,N4,60.00000051816748,60.000000794136646,-2.7596916396532833e-07
I1,2,N5,60.000000518763514,60.00000113626449,-6.175009730213787e-07
I1,2,N6,60.000000517900794,60.00000083413574,-3.1623494578525424e-07
I1,2,N7,60.0000005127798,60.00000079405345,-2.812736497048718e-07
I1,2,N8,60.000000515972204,60.00000083756831,-3.215961044134019e-07
I1,2,N9,60.00000051679338,60.000000801062946,-2.8426956788507596e-07
I1,3,N1,60.000000271060124,60.00000063467327,-3.6361314670330103e-07
I1,3,N2,60.000000258840835,60.000000491976984,-2.3313614860853704e-07
I1,3,N3,60.00000027124076,60.00000079136665,-5.201258943543507e-07
I1,3,N4,60.00000027239605,60.00000078181713,-5.094210777656372e-07
I1,3,N5,60.000000272846776,60.00000111308076,-8.402339801705239e-07
I1,3,N6,60.000000272299026,60.0000008234477,-5.51148673366697e-07
I1,3,N7,60.00000026693759,60.000000781729995,-5.147924042603336e-07
I1,3,N8,60.00000027036115,60.00000082656975,-5.562086045074466e-07
I1,3,N9,60.00000027125611,60.00000079130685,-5.200507402491894e-07
I1,4,N1,59.99999477646484,59.98269845621689,0.017296320247950803
I1,4,N2,59.99999476426784,59.98269826795444,0.017296496313399246
I1,4,N3,59.99999477694393,59.98269855759295,0.0172962193509818
I1,4,N4,59.999994777798754,59.982698557794734,0.017296220004020313
I1,4,N5,59.999994778199614,59.98269888362695,0.017295894572662007
I1,4,N6,59.999994777877454,59.9826985888871,0.017296188990357564
I1,4,N7,59.999994772364595,59.98269855770745,0.017296214657143594
I1,4,N8,59.999994775983815,59.98269859233219,0.017296183651623664
I1,4,N9,59.99999477694577,59.98269855759293,0.017296219352836317
I1,5,N1,60.000000422966174,60.00000064150708,-2.1854090448414354e-07
I1,5,N2,60.00000041081789,60.00000050347809,-9.266020128961827e-08
I1,5,N3,60.000000423048355,60.000000802999445,-3.799510892577018e-07
I1,5,N4,60.0000004243402,60.00000079331643,-3.689762309022626e-07
I1,5,N5,60.0000004248621,60.00000113001208,-7.051499792964933e-07
I1,5,N6,60.000000424156546,60.00000083489084,-4.107342945758319e-07
I1,5,N7,60.000000418914645,60.0000007932311,-3.743164569414148e-07
I1,5,N8,60.00000042221771,60.00000083708993,-4.1487221835723176e-07
I1,5,N9,60.0000004230695,60.00000080294507,-3.798755656703179e-07
I1,6,N1,60.00000057042691,60.00000066040445,-8.997754008532866e-08
I1,6,N2,60.00000055914199,60.000000532432665,2.670932275350424e-08
I1,6,N3,60.00000057076857,60.00000082601139,-2.552428171043175e-07
I1,6,N4,60.000000572205096,60.00000082225812,-2.5005302717318045e-07
I1,6,N5,60.000000573276004,60.0000011915473,-6.182712937174983e-07
I1,6,N6,60.000000571884925,60.000000859038224,-2.8715329847273097e-07
I1,6,N7,60.00000056723874,60.000000822185676,-2.549469328982923e-07
I1,6,N8,60.00000057012873,60.00000086015518,-2.9002645618447787e-07
I1,6,N9,60.00000057080101,60.000000825974524,-2.5517351787129883e-07
I1,7,N1,60.00000058817685,60.00000068855394,-1.0037708619847763e-07
I1,7,N2,60.000000579220675,60.00000057590279,3.3178864100591454e-09
I1,7,N3,60.00000058992316,60.00000085852903,-2.686058664380653e-07
I1,7,N4,60.00000059111037,60.00000086570483,-2.745944556181712e-07
I1,7,N5,60.000000593605975,60.0000013001846,-7.065786249427219e-07
I1,7,N6,60.00000059085435,60.000000890692036,-2.998376871232722e-07
I1,7,N7,60.00000058731743,60.0000008656558,-2.783383692417374e-07
I1,7,N8,60.00000058952065,60.000000887352,-2.9783134891658847e-07
I1,7,N9,60.000000589962355,60.00000085854027,-2.685779136868405e-07
I1,8,N1,60.00000059002547,60.000000705300934,-1.152754620648011e-07
I1,8,N2,60.00000058054885,60.00000059668257,-1.613371836128863e-08
I1,8,N3,60.000000589801445,60.00000087553086,-2.8572941346283187e-07
I1,8,N4,60.000000593007115,60.00000088648587,-2.9347875596386075e-07
I1,8,N5,60.00000059637612,60.000001375287546,-7.789114278011766e-07
I1,8,N6,60.00000059113737,60.000000896454175,-3.053168029509834e-07
I1,8,N7,60.000000588645605,60.00000088643558,-2.9778997401308516e-07
I1,8,N8,60.000000589284234,60.00000088033512,-2.9105088827918735e-07
I1,8,N9,60.00000058985137,60.00000087554884,-2.8569747456685946e-07
I1,9,N1,60.00000056214112,60.000000699569696,-1.374285787392182e-07
I1,9,N2,60.000000542527985,60.00000057262705,-3.00990663504308e-08
I1,9,N3,60.00000054903237,60.00000086195888,-3.129265095935807e-07
I1,9,N4,60.00000056318563,60.00000086252672,-2.9934108880524946e-07
I1,9,N5,60.00000056441128,60.00000136759133,-8.031800504681996e-07
I1,9,N6,60.00000055166124,60.00000085650477,-3.0484353175097567e-07
I1,9,N7,60.00000055062474,60.00000086238006,-3.1175532200222733e-07
I1,9,N8,60.00000054818115,60.00000081669857,-2.6851741807831786e-07
I1,9,N9,60.000000549107405,60.000000861904,-3.1279659395977433e-07
I1,10,N1,52.20000054409987,52.20000092007669,-3.759768176792022e-07
I1,10,N2,52.20000052224926,52.20000073811873,-2.1586946985507893e-07
I1,10,N3,52.20000051858193,52.200000964015615,-4.4543368460381316e-07
I1,10,N4,52.200000544649626,52.20000096443404,-4.1978441345236206e-07
I1,10,N5,52.20000054344883,52.200001453153554,-9.097047239947642e-07
I1,10,N6,52.20000051652814,52.200000899781806,-3.8325366347180534e-07
I1,10,N7,52.200000526445706,52.20000096414233,-4.376966273866856e-07
I1,10,N8,52.200000519228254,52.20000080979332,-2.905650688944661e-07
I1,10,N9,52.20000051858214,52.20000096401563,-4.454334927572745e-07
I1,11,N1,60.00000054831229,60.00000060924103,-6.092873405805221e-08
I1,11,N2,52.20000050246344,52.20000057887873,-7.641529009561054e-08
I1,11,N3,46.72097604807685,46.720976240220736,-1.9214388657928794e-07
I1,11,N4,60.000000549037054,60.00000066717665,-1.1813959588380385e-07
I1,11,N5,57.304878586666,57.30487918656692,-5.999009218271567e-07
I1,11,N6,41.330732118788056,41.33073221162913,-9.284107704843336e-08
I1,11,N7,52.20000050330692,52.20000064592601,-1.4261909342394574e-07
I1,11,N8,49.91707362448283,49.91707356847426,5.600857377885404e-08
I1,11,N9,46.72097604807703,46.72097624022075,-1.921437231544587e-07
I1,12,N1,52.200000675069475,52.20000095713901,-2.8206953572862403e-07
I1,12,N2,52.200000499290205,52.200000566822695,-6.753248982249715e-08
I1,12,N3,4.0113014935195363e-07,5.236875989206624e-07,-1.225574495687088e-07
I1,12,N4,52.2000006755191,52.20000099262486,-3.171057585404924e-07
I1,12,N5,52.200000619199045,52.200001331602316,-7.124032705974059e-07
I1,12,N6,2.8631068515054727e-07,1.5795744367718395e-07,1.2835324147336332e-07
I1,12,N7,52.20000049997611,52.20000062186201,-1.218858969309622e-07
I1,12,N8,4.6614557854985226e-07,3.661793070855498e-07,9.996627146430247e-08
I1,12,N9,4.010135228199379e-07,5.2722293295603e-07,-1.262094101360921e-07
I1,13,N1,52.200000673315024,52.200000902817024,-2.2950199962679108e-07
I1,13,N2,52.200000493730165,52.20000055333719,-5.960702509355542e-08
I1,13,N3,1.875854240089892e-07,5.283711795028717e-07,-3.4078575549388244e-07
I1,13,N4,52.200000673784615,52.200000940837576,-2.6705296107820686e-07
I1,13,N5,52.200000615894346,52.2000012775562,-6.616618506427585e-07
I1,13,N6,6.803143285400122e-08,1.6752386725712824e-07,-9.949243440312702e-08
I1,13,N7,52.20000049424436,52.200000594978704,-1.007343470860178e-07
I1,13,N8,2.543637704384619e-07,3.6462018589644835e-07,-1.1025641545798643e-07
I1,13,N9,1.8738344622641234e-07,5.33470275778928e-07,-3.460868295525157e-07
I1,14,N1,52.200000465014654,52.20000086044177,-3.954271150519162e-07
I1,14,N2,52.20000048615983,52.20000054271462,-5.6554789296114905e-08
I1,14,N3,6.353141797368497e-08,5.447753425549671e-07,-4.812439245812821e-07
I1,14,N4,52.200000465548314,52.20000090353176,-4.379834450674025e-07
I1,14,N5,52.20000047689763,52.20000124041058,-7.635129506411431e-07
I1,14,N6,8.133688163306614e-08,1.8318225960297964e-07,-1.018453779699135e-07
I1,14,N7,52.200000486542145,52.200000573855164,-8.7313019037083e-08
I1,14,N8,4.886489274319739e-08,3.764329231554116e-07,-3.275680304122142e-07
I1,14,N9,6.329452228074012e-08,5.535236244742065e-07,-4.902291021934664e-07
I1,15,N1,52.19999968921279,52.20000082897547,-1.1397626806797234e-06
I1,15,N2,52.200000476536225,52.2000005349537,-5.841747707791001e-08
I1,15,N3,4.4462531491027235e-07,5.762915639849612e-07,-1.316662490746889e-07
I1,15,N4,52.19999968985277,52.200000879669616,-1.189816849489489e-06
I1,15,N5,52.19999996594311,52.20000121948563,-1.253542521340023e-06
I1,15,N6,9.917314967778247e-07,2.1095743856974446e-07,7.807740582080802e-07
I1,15,N7,52.20000047682364,52.200000558490125,-8.166648512997199e-08
I1,15,N8,1.1829228457724905e-07,4.0681817520709933e-07,-2.885258906298503e-07
I1,15,N9,4.4452780141470345e-07,5.924673767411856e-07,-1.479395753264821e-07
I1,16,N1,59.99999963682105,60.000000570829286,-9.34008234310113e-07
I1,16,N2,52.200000480044984,52.200000537270576,-5.722559137666394e-08
I1,16,N3,5.390244677241846,5.3902443086968574,3.685449883050751e-07
I1,16,N4,59.999999637563135,60.000000630131524,-9.925683883693637e-07
I1,16,N5,57.304877981973746,57.30487911739508,-1.1354213356185028e-06
I1,16,N6,1.3610040361936017e-06,2.43771531505278e-07,1.1172325046883238e-06
I1,16,N7,52.20000048036144,52.20000056306202,-8.270058060588781e-08
I1,16,N8,8.58634189017187,8.586341636799503,2.5337236664313423e-07
I1,16,N9,5.390244677241838,5.3902443086968646,3.6854497320604196e-07
I1,17,N1,52.20000053092271,52.200000815725474,-2.848027662594177e-07
I1,17,N2,52.20000051573212,52.200000696715186,-1.809830649790456e-07
I1,17,N3,52.20000051045752,52.20000088128615,-3.708286300252439e-07
I1,17,N4,52.20000053175278,52.20000088162803,-3.49875250549303e-07
I1,17,N5,52.20000053193402,52.20000136493934,-8.330053162808326e-07
I1,17,N6,52.200000509002535,52.20000081191073,-3.0290819807987646e-07
I1,17,N7,52.20000051865609,52.20000088141825,-3.627621580903906e-07
I1,17,N8,52.20000051077427,52.20000071788072,-2.0710645287635998e-07
I1,17,N9,52.20000051045773,52.200000881286165,-3.7082843817870526e-07
I1,18,N1,60.00000055480625,60.00000063843719,-8.363094394781001e-08
I1,18,N2,60.00000053665239,60.0000004708228,6.582958889111978e-08
I1,18,N3,60.000000543658224,60.00000077323517,-2.2957694767455905e-07
I1,18,N4,60.00000055606733,60.000000760737436,-2.0467010841684896e-07
I1,18,N5,60.00000055776472,60.00000127123036,-7.134656385687776e-07
I1,18,N6,60.000000546328714,60.000000723540175,-1.7721146150506684e-07
I1,18,N7,60.00000054474914,60.00000076057581,-2.1582666676067674e-07
I1,18,N8,60.00000054261438,60.00000068904272,-1.4642834145206507e-07
I1,18,N9,60.00000054372684,60.000000757906825,-2.141799839705527e-07
I1,19,N1,60.000000602205404,60.0000006975738,-9.53683993998311e-08
I1,19,N2,60.00000059956306,60.000000593920795,5.642263545269088e-09
I1,19,N3,60.000000608114895,60.00000086754669,-2.5943179338128175e-07
I1,19,N4,60.000000608426355,60.0000008837214,-2.752950436502033e-07
I1,19,N5,60.00000061546659,60.00000142685581,-8.113892207006757e-07
I1,19,N6,60.000000608268344,60.000000874831,-2.6656265816882296e-07
I1,19,N7,60.000000607659814,60.00000088367381,-2.760139992119548e-07
I1,19,N8,60.00000060833043,60.00000086465697,-2.563265368848988e-07
I1,19,N9,60.00000060816408,60.00000086033165,-2.521675739330931e-07
I1,20,N1,60.00000062588561,60.00000072401398,-9.812836765377142e-08
I1,20,N2,60.00000062862003,60.000000651832096,-2.3212066935229814e-08
I1,20,N3,60.00000063751595,60.00000091857589,-2.810599397662372e-07
I1,20,N4,60.00000063542487,60.00000094159783,-3.061729643150102e-07
I1,20,N5,60.00000064382675,60.00000147931983,-8.354930756127033e-07
I1,20,N6,60.00000063680781,60.000000950827896,-3.14020084601907e-07
I1,20,N7,60.000000636716784,60.000000941585114,-3.048683296924537e-07
I1,20,N8,60.00000063824571,60.00000095143509,-3.131893819841025e-07
I1,20,N9,60.000000637558564,60.00000091503107,-2.774725089693675e-07
I1,21,N1,60.00000061058124,60.00000072749191,-1.1691066958974261e-07
I1,21,N2,60.00000061091123,60.00000066132853,-5.04172987803031e-08
I1,21,N3,60.00000062081025,60.00000093131805,-3.1050780080477125e-07
I1,21,N4,60.00000061882672,60.00000095109667,-3.322699555496911e-07
I1,21,N5,60.00000062539495,60.00000146164998,-8.36255033220823e-07
I1,21,N6,60.000000620414774,60.000000971263994,-3.508492198989188e-07
I1,21,N7,60.000000619007984,60.000000951081546,-3.32073561537527e-07
I1,21,N8,60.000000621236325,60.00000097478757,-3.535512433927579e-07
I1,21,N9,60.000000620845036,60.000000929720194,-3.0887515833910584e-07
I1,22,N1,60.0000005941538,60.00000071356482,-1.194110197388909e-07
I1,22,N2,60.000000588786335,60.00000063605095,-4.726461355630818e-08
I1,22,N3,60.00000059966085,60.00000091480983,-3.1514898068962793e-07
I1,22,N4,60.00000059895256,60.00000092583691,-3.268843471460059e-07
I1,22,N5,60.000000602808576,60.00000138748549,-7.846769136676812e-07
I1,22,N6,60.00000059995017,60.0000009553584,-3.554082326218122e-07
I1,22,N7,60.00000059688309,60.00000092580396,-3.289208692081047e-07
I1,22,N8,60.00000059956879,60.000000959349094,-3.597803015509271e-07
I1,22,N9,60.00000059969099,60.0000009141119,-3.1442090886457663e-07
I1,23,N1,60.000000586357146,60.00000069279215,-1.0643500303331166e-07
I1,23,N2,60.00000057750136,60.00000059709243,-1.9591070099522767e-08
I1,23,N3,60.00000058892305,60.000000884589504,-2.956664530984199e-07
I1,23,N4,60.0000005892768,60.00000088689934,-2.9762254172283065e-07
I1,23,N5,60.000000591463845,60.00000129964938,-7.081855315504981e-07
I1,23,N6,60.00000058965668,60.000000922914225,-3.332575460035514e-07
I1,23,N7,60.000000585598116,60.00000088684544,-3.012473257513193e-07
I1,23,N8,60.000000588493,60.00000092689119,-3.3839818769365593e-07
I1,23,N9,60.000000588951096,60.000000884188495,-2.952373989728585e-07
I1,24,N1,60.000000578091736,60.0000006755859,-9.749416562954138e-08
I1,24,N2,60.00000056753777,60.00000056402228,3.5154883448740293e-09
I1,24,N3,60.00000057923797,60.00000085674134,-2.7750336784038154e-07
I1,24,N4,60.000000580190836,60.00000085384336,-2.736525246405108e-07
I1,24,N5,60.00000058155549,60.00000123399735,-6.524418623143902e-07
I1,24,N6,60.000000580194914,60.00000089299357,-3.1279865453370803e-07
I1,24,N7,60.00000057563452,60.00000085377529,-2.781407673069225e-07
I1,24,N8,60.00000057862988,60.00000089686308,-3.18233198015605e-07
I1,24,N9,60.00000057926478,60.000000856472546,-2.772077678514506e-07
