investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,0.007290000362148895,0.014580000902485084,2.0000000244427003,7.290000362148894e-05
I1,N2,0.007290000269334029,0.01458000133731527,2.0000001095537976,7.290000269334028e-05
I1,N3,8.410027142826753,26.715004905211867,3.176565836413282,0.08410027142826752
I1,N4,0.0072900003622808724,0.014580000902705031,2.000000024436664,7.290000362280873e-05
I1,N5,0.007290000353597808,0.014580000888369696,2.0000000248524104,7.290000353597808e-05
I1,N6,0.007290000309764117,0.01458000092308514,2.0000000416401775,7.290000309764117e-05
I1,N7,0.007290000271255711,0.014580001340296116,2.000000109435482,7.29000027125571e-05
I1,N8,52.34295641602746,254.8263230284735,4.868397593041677,0.5234295641602746
I1,N9,26.73818607648316,99.60842472460658,3.7253246888058142,0.2673818607648316
I2,N1,0.002187079834713504,0.004374174546315029,2.000006802169626,2.187079834713504e-05
I2,N2,0.0021870682854631227,0.0043742172146141334,2.0000368729629634,2.1870682854631227e-05
I2,N3,0.004165841060427278,0.009933237600059798,2.384449491945085,4.165841060427278e-05
I2,N4,0.0021870797308839243,0.004374174318734006,2.000006793061061,2.1870797308839243e-05
I2,N5,0.002187074520822439,0.004374163683951141,2.0000066949279156,2.187074520822439e-05
I2,N6,0.002187094815237562,0.004374212856337276,2.000010619504006,2.187094815237562e-05
I2,N7,0.0021870682844487314,0.0043742172115975395,2.0000368725113202,2.1870682844487313e-05
I2,N8,22.702909245336592,114.53346139759152,5.044880378981291,0.22702909245336592
I2,N9,14.791891320125057,51.45603941115613,3.478665323963528,0.14791891320125056
I3,N1,0.002187048831390694,0.0043741390313282716,2.0000189152369576,2.187048831390694e-05
I3,N2,0.002187061529816096,0.004374153855761809,2.0000140810531377,2.1870615298160962e-05
I3,N3,25.319915129993174,50.639830333231274,2.0000000028927793,0.25319915129993176
I3,N4,0.0021870570256324676,0.004374149263451421,2.0000161002598804,2.1870570256324677e-05
I3,N5,0.0021870538283301332,0.004374132705783909,2.000011453364027,2.1870538283301334e-05
I3,N6,0.002187029134595584,0.004374108840650143,2.0000231233586123,2.187029134595584e-05
I3,N7,0.002187061580125668,0.004374153964483736,2.000014084757686,2.1870615801256683e-05
I3,N8,13.810872773600963,60.05976539787472,4.348730625676099,0.13810872773600963
I3,N9,23.4723885850568,46.944777243262806,2.000000003116394,0.23472388585056803
I4,N1,0.002187862742204424,0.0043761213826073305,2.000180952027221,2.1878627422044237e-05
I4,N2,0.002187916899106253,0.004376219136931595,2.000176121277388,2.187916899106253e-05
I4,N3,37.788298365222325,75.57659711786663,2.0000000102524327,0.3778829836522232
I4,N4,0.0021878603680628157,0.00437611754082215,2.000181366554425,2.1878603680628157e-05
I4,N5,0.0021878734398082618,0.004376137625427773,2.0001785961674656,2.1878734398082616e-05
I4,N6,0.0021878603493731175,0.004376120052794197,2.000182531781828,2.1878603493731174e-05
I4,N7,0.0021879164922588403,0.004376219528711857,2.000176672279561,2.1879164922588402e-05
I4,N8,11.143261563982339,41.71655741551784,3.7436577411370866,0.11143261563982339
I4,N9,2.3957272421459987,4.791454863214112,2.000000158165799,0.023957272421459987
