investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000056450331,60.000004965241445,-4.400738134791027e-06
I1,1,N2,60.00000055296075,59.99999204639399,8.506566757660039e-06
I1,1,N3,60.000000564727806,60.00001729329552,-1.6728567715063036e-05
I1,1,N4,60.00000056615892,60.000017293295855,-1.67271369377886e-05
I1,1,N5,60.000000567050684,60.000048536287196,-4.79692365118467e-05
I1,1,N6,60.000000565920914,60.00002029262617,-1.9726705254186072e-05
I1,1,N7,60.00000056106269,60.000017293280216,-1.673221752440668e-05
I1,1,N8,60.000000564117336,60.000020625879586,-2.0061762249667936e-05
I1,1,N9,60.00000056476935,60.00001729329763,-1.67285282799412e-05
I1,2,N1,60.00000051401787,60.00000292586673,-2.4118488610724853e-06
I1,2,N2,60.00000050192562,59.99998829906317,1.220286245029456e-05
I1,2,N3,60.00000051393695,60.00001354596485,-1.3032027894155362e-05
I1,2,N4,60.00000051542767,60.00001354596643,-1.3030538760006039e-05
I1,2,N5,60.00000051602085,60.000043368820805,-4.2852799957415755e-05
I1,2,N6,60.0000005151456,60.00001640896204,-1.589381643896104e-05
I1,2,N7,60.00000051002756,60.00001354594939,-1.3035921831772157e-05
I1,2,N8,60.00000051321087,60.0000167270667,-1.621385582950552e-05
I1,2,N9,60.00000051397207,60.000013545965814,-1.3031993745471482e-05
I1,3,N1,60.00000025746209,60.00000145566533,-1.198203236185691e-06
I1,3,N2,60.00000024523083,59.99998569022591,1.4555004916871894e-05
I1,3,N3,60.000000257616584,60.00001093712782,-1.0679511234457095e-05
I1,3,N4,60.00000025879717,60.00001093713008,-1.0678332905911248e-05
I1,3,N5,60.00000025924729,60.00003981322651,-3.955397922084103e-05
I1,3,N6,60.00000025869606,60.00001370923628,-1.3450540215842466e-05
I1,3,N7,60.00000025333277,60.00001093711214,-1.0683779365194823e-05
I1,3,N8,60.000000256755186,60.00001401724179,-1.3760486602620858e-05
I1,3,N9,60.00000025763567,60.0000109371284,-1.0679492731924256e-05
I1,4,N1,59.99999467318765,60.000000661223375,-5.9880357241581805e-06
I1,4,N2,59.99999466098279,59.99998432646618,1.0334516609589173e-05
I1,4,N3,59.999994673667,60.000009573368224,-1.4899701227477635e-05
I1,4,N4,59.99999467452238,60.0000095733708,-1.4898848419875321e-05
I1,4,N5,59.99999467492345,60.00003797608828,-4.3301164829756544e-05
I1,4,N6,59.9999946746012,60.000012300032324,-1.7625431127044067e-05
I1,4,N7,59.999994669084735,60.00000957335241,-1.4904267672477545e-05
I1,4,N8,59.99999467270635,60.000012602988264,-1.7930281913436374e-05
I1,4,N9,59.99999467366886,60.00000957336864,-1.4899699777970454e-05
I1,5,N1,60.00000041492501,60.00000202511036,-1.6101853503869279e-06
I1,5,N2,60.00000040275997,59.999986828989066,1.357377090727141e-05
I1,5,N3,60.00000041495155,60.0000120758911,-1.16609395490741e-05
