iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,14.869796999992104,19722.18520789072,2.3836037144064903e-07,115.164395749747,451.7959241176522,4.200000048791724,11.858221459632205,60.00000069702463
1,I2,optimal,28.35136680000869,7652.599310937356,1.0029179975390434e-07,55.63180041959231,209.27243093428714,1.259999985314184,4.8036799611409275,17.99999979020263
1,I3,optimal,48.4890454000124,139965.76484416708,1.6880221664905548e-09,78.88950298976731,190.74081393709963,1.9034941536805046,2.026090383923402,27.19277362400721
1,I4,optimal,483.00385360000655,207954.37855682854,1.1641532182693481e-10,57.26685074973869,128.7193975937805,1.3536444846754834,1.353644486948888,19.337778352506906
2,I1,optimal,21.073664199997438,13426.368358578859,3.259629011154175e-09,93.513916810905,399.0999196521885,0.6999999994025455,0.6999999976365705,14.842072197057504
2,I2,optimal,13.476481300007435,5742.934640153981,1.6151752788573503e-05,43.07712138980648,180.66048987945322,0.6999997402996377,0.6999996559827649,2.999998901361152
2,I3,optimal,20.208314100003918,140009.41167439806,3.3760443329811096e-09,75.37317268879694,183.7044268310538,0.6999999913685431,0.6999999866162389,8.838576867397272
2,I4,optimal,16.970943599997554,207917.2139183667,4.656612873077393e-10,47.39195207350221,112.6480198463282,0.6999999655062709,0.6999999580142593,6.118811567851843
3,I1,optimal,19.567531599997892,13284.863328716112,6.193295121192932e-08,87.00228592847205,381.0854774496182,0.6299999917831004,0.6299999918645354,4.227938679163855
3,I2,optimal,24.479313000003458,5702.417023210823,1.4159013517200947e-06,39.305766467857936,171.41520497686753,0.6300007018248311,0.6300008241361761,1.335239538982318
3,I3,optimal,20.730128700000932,140009.582427664,1.4220131561160088e-06,74.31679065287534,181.35982158612913,0.6300000015401825,0.630000002407227,2.6527641896188783
3,I4,optimal,21.82246729999315,207906.82466414128,3.8242433220148087e-08,44.429037120622915,107.82103964321685,0.6300000301473465,0.630000024935224,1.811228481541253
4,I1,optimal,278.37253890000284,13282.98674076484,1.1059455573558807e-09,85.04866318113221,375.65011635624404,0.8279797450081944,0.8631038326417819,9.826369044912514
4,I2,optimal,16.040588999996544,5701.946597303169,7.031485438346863e-08,38.17432009362343,168.6323107592164,0.4507617962171746,0.5889298386695379,0.6475850871991842
4,I3,optimal,29.89640949999739,140014.8429679863,7.491325959563255e-07,73.99986394349254,180.6504807581599,0.18900004125267947,0.18900004823358404,1.4626594762355438
4,I4,optimal,12.933522699997411,207930.7874061624,1.775333657860756e-07,43.540159481228166,106.37290131649127,0.18899995809721232,0.1889999436330522,0.5992183569890948
5,I1,optimal,86.6565580000024,13282.909444589017,1.9208528101444244e-09,84.46257528654876,374.0209188783454,0.13711513775560366,0.13986975212308836,2.971421634478437
5,I2,optimal,24.28885040000023,5701.906383194075,3.833964001387358e-06,37.83488556385731,167.79786460808538,0.1352314823783824,0.17668339350758905,0.1942818321855082
5,I3,optimal,32.51825350000581,140016.34453294508,2.2334279492497444e-07,73.90478700305803,180.43752286505133,0.2270606627876146,0.2270606627793729,8.405043020334404
5,I4,optimal,14.667231300001731,207926.72924060913,8.771894499659538e-08,43.273495926988524,105.93845898237468,0.05670003101323622,0.056700032031944014,0.1669947070851343
6,I1,optimal,14.904028799996013,13283.204132814375,6.953487172722816e-07,84.2867490838827,373.53239828455276,0.017009965096174653,0.017009949286463898,0.29669906077802644
6,I2,optimal,17.731659299999592,5701.998557805166,3.186287358403206e-07,37.73305464365745,167.54760066871975,0.04057240796246575,0.05300964544519195,0.05828857744504923
6,I3,optimal,15.985635400007595,140016.19937731716,4.5320484787225723e-07,73.87626355494999,180.37363043269147,0.06495195997187717,0.06495195997502697,2.7173167875776443
6,I4,optimal,205.38406360000954,207922.44620961702,3.259629011154175e-09,43.193496335020676,105.80812488559445,0.01701010077441253,0.017010123450719606,0.036650888639645274
7,I1,optimal,36.7153502000001,13283.297502220723,4.773028194904327e-09,84.23400111101539,373.385866640193,0.02529628082844024,0.025033601586364893,0.5421649501044943
7,I2,optimal,14.014218500000425,5701.968935216662,1.1589145287871361e-07,37.70250571000862,167.47252906636663,0.012168065963720151,0.015897486703613663,0.01748096861310877
7,I3,optimal,18.99733610000112,140015.89623291444,1.1833617463707924e-07,73.86770661975109,180.35446278072567,0.028320035133725496,0.028320035133908766,1.0965233040929476
7,I4,optimal,230.65994820000196,207919.60427191257,3.6670826375484467e-09,43.169496419275504,105.7690245114692,0.005103030232323761,0.005103037035215883,0.00859745099916287
8,I1,optimal,46.607320799987065,13283.336373845212,8.149072527885437e-10,84.21817680419913,373.3419101137343,0.01688920266627361,0.01680736363762552,0.35282271230782136
8,I2,optimal,19.430701699995552,5701.950631780692,2.564629539847374e-07,37.693356958849584,167.45003483289642,0.0035727336560332033,0.004649370570649682,0.00513192048658162
8,I3,optimal,19.25615149999794,140015.69066914843,4.82192263007164e-06,73.86516397432916,180.348768944595,0.01601672970190749,0.016016725402357292,0.594726098770515
8,I4,optimal,361.30644289999327,207917.90332259226,1.6880221664905548e-09,43.16229630006619,105.75729413029731,0.0025410755664023754,0.0025410755624713267,0.008578077945986529
