investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit
I1,N1,0.0006561067846293585,0.0013122152001199898,2.0000024856643934,6.561067846293585e-06
I1,N2,0.0006561033495822982,0.001312211252330096,2.0000069397077493,6.561033495822982e-06
I1,N3,14.37632536051781,53.822984985871784,3.743862470843048,0.1437632536051781
I1,N4,0.000656106786110981,0.001312215196715383,2.000002475958876,6.56106786110981e-06
I1,N5,0.0006561067490499168,0.001312215161196059,2.0000025347951804,6.561067490499168e-06
I1,N6,0.000656104277864986,0.0013122097722853905,2.0000018542104656,6.56104277864986e-06
I1,N7,0.0006561033155811091,0.0013122111849423416,2.000006940644888,6.561033155811091e-06
I1,N8,52.342980567657065,254.03508567592917,4.853278948216763,0.5234298056765706
I1,N9,17.49493424476144,65.47596617416576,3.7425671487603007,0.1749493424476144
I2,N1,0.0006593540734242581,0.0013190327281728557,2.000492271660132,6.593540734242581e-06
I2,N2,0.0006588093464484549,0.0013181462162651244,2.000800722350189,6.588093464484549e-06
I2,N3,0.0016543725114477126,0.00436484157295063,2.6383668386335994,1.6543725114477127e-05
I2,N4,0.0006593349261676198,0.0013189909357568968,2.0004869807572967,6.593349261676198e-06
I2,N5,0.0006593444356073734,0.0013190130893175089,2.000491727972897,6.593444356073734e-06
I2,N6,0.0006589720105533906,0.0013182609824079737,2.0004809935719825,6.589720105533906e-06
I2,N7,0.0006588108137011449,0.0013181490287873406,2.0008005354102916,6.588108137011449e-06
I2,N8,22.702892355862513,115.13477902254257,5.071370520453161,0.22702892355862514
I2,N9,14.984855604869722,52.30297937580018,3.490389280681687,0.1498485560486972
I3,N1,0.0006609152096648153,0.0013222824541431208,2.000683952807985,6.609152096648153e-06
I3,N2,0.0006600598426067547,0.0013206529991768347,2.000807978199702,6.6005984260675475e-06
I3,N3,25.16910004261198,50.338200311437305,2.0000000089877408,0.2516910004261198
I3,N4,0.0006611855520940344,0.0013227715062476345,2.0006055819857185,6.611855520940344e-06
I3,N5,0.0006595996205775101,0.001319725503225795,2.000797850778498,6.595996205775102e-06
I3,N6,0.0006582935553994567,0.001316975348398791,2.0005897636346175,6.582935553994567e-06
I3,N7,0.0006599556588502175,0.0013204458576941555,2.000809963497626,6.5995565885021744e-06
I3,N8,13.81086717669309,60.24017206235392,4.361795048178719,0.1381086717669309
I3,N9,34.8812367455849,69.7624737171349,2.0000000064781274,0.348812367455849
I4,N1,0.0006561035899769641,0.0013122089829445942,2.000002748027436,6.561035899769641e-06
I4,N2,0.0006561037425416766,0.001312209234955741,2.000002667066615,6.561037425416766e-06
I4,N3,29.646058427195648,59.292116918739765,2.0000000021705575,0.2964605842719565
I4,N4,0.0006561035113317527,0.0013122088172055992,2.000002735150876,6.5610351133175266e-06
I4,N5,0.0006561034362121954,0.001312208758729794,2.00000287501223,6.5610343621219536e-06
I4,N6,0.000656103887013055,0.0013122095233412275,2.000002666216665,6.56103887013055e-06
I4,N7,0.0006561038125930513,0.0013122093679436256,2.000002656222216,6.561038125930514e-06
I4,N8,11.143259998132631,41.71922138685003,3.7438973329026934,0.11143259998132632
I4,N9,2.3690412527582407,4.7380825700223905,2.000000027228698,0.023690412527582406
