hour,line,flow_mw,limit_mw,abs_utilization,mu_upper_dual,mu_lower_dual
1,L14,364.50000316070003,400.0,0.91125000790175,-9.119514305265388e-08,0.0
1,L45,317.0344692122354,400.0,0.7925861730305885,-3.350986454845145e-08,0.0
1,L46,47.46553402010052,200.0,0.2373276701005026,-1.3490023937890677e-08,4.540366557550628e-09
1,L69,11.825534925836523,200.0,0.059127674629182614,-9.050474528057237e-09,6.9914324382190895e-09
1,L57,-54.21553070280177,400.0,0.13553882675700443,0.0,3.7721466287186863e-10
1,L93,-64.3985663862583,400.0,0.16099641596564573,0.0,8.089361052200668e-10
1,L72,3.627457057222233e-07,400.0,9.068642643055583e-10,0.0,0.0
1,L98,78.75536815293317,200.0,0.39377684076466585,-2.0202503612671123e-08,2.781924072951242e-09
1,L78,-54.21553142821956,200.0,0.2710776571410978,-4.153678832346245e-09,1.457466687705089e-08
2,L14,368.43750320007615,400.0,0.9210937580001903,-1.0381948782397277e-07,0.0
2,L45,310.5126935237028,400.0,0.776281733809257,-3.029943343553369e-08,0.0
2,L46,57.92480974801025,200.0,0.2896240487400512,-1.522433438975833e-08,3.946794532052901e-09
2,L69,23.904810653840634,200.0,0.11952405326920318,-1.0360720361642202e-08,6.0691242748370685e-09
2,L57,-43.862306391334435,400.0,0.1096557659783361,0.0,7.745513394856333e-11
2,L93,-40.87081445216362,400.0,0.10217703613040906,0.0,8.313406633068269e-11
2,L72,3.6274899496141013e-07,400.0,9.068724874035254e-10,0.0,0.0
2,L98,67.26945635052986,200.0,0.33634728175264933,-1.7475213924242966e-08,3.342427575059917e-09
2,L78,-43.862307116758785,200.0,0.21931153558379393,-4.752182676621907e-09,1.2957504449157025e-08
3,L14,372.3750032394766,400.0,0.9309375080986915,-1.2004262759266129e-07,0.0
3,L45,306.76920013902316,400.0,0.7669230003475579,-2.863861141600758e-08,0.0
3,L46,65.60580317211586,200.0,0.32802901586057925,-1.667975819453253e-08,3.5384459170573864e-09
3,L69,32.665804081798974,200.0,0.16332902040899488,-1.1435820407006387e-08,5.457279980995842e-09
3,L57,-36.35579977601562,400.0,0.09088949944003906,0.0,0.0
3,L93,-24.560421380174496,400.0,0.06140105345043624,0.0,0.0
3,L72,3.632540241233531e-07,400.0,9.081350603083828e-10,0.0,0.0
3,L98,59.67817486073061,200.0,0.298390874303653,-1.5872656733312327e-08,3.756203162067421e-09
3,L78,-36.35580050244901,200.0,0.18177900251224505,-5.215698956596948e-09,1.1918420273845592e-08
4,L14,375.0000032657767,400.0,0.9375000081644417,-1.3369710356035098e-07,0.0
4,L45,305.2517186693205,400.0,0.7631292966733012,-2.798271142878889e-08,0.0
4,L46,69.74828466816868,200.0,0.3487414233408434,-1.7545193026127116e-08,3.3259870493843898e-09
4,L69,37.348285585599285,200.0,0.18674142792799642,-1.2063879515634186e-08,5.14638016989643e-09
4,L57,-32.24828124572137,400.0,0.08062070311430343,0.0,0.0
4,L93,-16.453553406416166,400.0,0.041133883516040415,0.0,0.0
4,L72,3.6426514621600953e-07,400.0,9.106628655400238e-10,0.0,0.0
4,L98,56.21523576554675,200.0,0.2810761788277338,-1.5153547515804352e-08,3.968529493070612e-09
4,L78,-32.24828197417493,200.0,0.16124140987087465,-5.479224044096911e-09,1.1393761107479027e-08
5,L14,372.37500323960137,400.0,0.9309375080990034,-1.2004262760090996e-07,0.0
5,L45,309.20885999013706,400.0,0.7730221499753427,-2.9700080464845475e-08,0.0
5,L46,63.16614332125152,200.0,0.3158307166062576,-1.6196127975199976e-08,3.666478311588699e-09
5,L69,29.686144250608095,200.0,0.14843072125304047,-1.1055653445140042e-08,5.661182771724031e-09
5,L57,-39.54113992490946,400.0,0.09885284981227364,0.0,0.0
5,L93,-29.239095766128628,400.0,0.07309773941532156,0.0,0.0
5,L72,3.657911220529313e-07,400.0,9.144778051323282e-10,0.0,0.0
5,L98,61.62438229991135,200.0,0.30812191149955676,-1.6291546574369745e-08,3.6406514562840294e-09
5,L78,-39.54114065641183,200.0,0.19770570328205914,-5.016050614628355e-09,1.2346411754250673e-08
6,L14,364.50000316095066,400.0,0.9112500079023766,-9.119514321477833e-08,0.0
6,L45,321.82238164722514,400.0,0.8045559541180629,-3.625359503952987e-08,0.0
6,L46,42.677621585612066,200.0,0.21338810792806032,-1.2761095595886876e-08,4.834439254233379e-09
6,L69,5.957622531534005,200.0,0.029788112657670025,-8.465135242345725e-09,7.485817473041755e-09
6,L57,-60.67761826782761,400.0,0.15169404566956904,0.0,5.711890920594009e-10
6,L93,-73.09875859271568,400.0,0.1827468964817892,0.0,1.1291392943753845e-09
6,L72,3.678454382990495e-07,400.0,9.196135957476238e-10,0.0,0.0
6,L98,82.12182851596758,200.0,0.4106091425798379,-2.125310609310448e-08,2.602632532943185e-09
6,L78,-60.67761900343435,200.0,0.30338809501717173,-3.808103133038059e-09,1.5691039434017744e-08
7,L14,351.3750030298246,400.0,0.8784375075745615,-6.388025873399278e-08,0.0
7,L45,348.3855332621205,400.0,0.8709638331553012,-6.06250037790222e-08,0.0
7,L46,2.989469839714585,200.0,0.014947349198572926,-8.16570540641834e-09,7.763082171246207e-09
7,L69,-35.41465419800621,200.0,0.17707327099003106,-5.211651341647171e-09,1.1926824851957542e-08
7,L57,-101.61446665294002,400.0,0.25403616663235007,0.0,2.0094349259532596e-09
7,L93,-147.73991045954293,400.0,0.36934977614885733,0.0,4.578866572658475e-09
7,L72,3.7044657484890833e-07,400.0,9.261164371222709e-10,0.0,0.0
7,L98,115.89344774022501,200.0,0.579467238701125,-3.501720688501357e-08,1.2193664760296937e-09
7,L78,-101.61446739374357,200.0,0.5080723369687178,-1.9402818832424156e-09,2.6238181018714086e-08
8,L14,338.25000289872315,400.0,0.8456250072468079,-4.817696484387891e-08,0.0
8,L45,368.80886342899424,400.0,0.9220221585724856,-1.0905867220357096e-07,0.0
8,L46,-30.558860458111884,200.0,0.15279430229055943,-5.512925457159376e-09,1.1329717253351064e-08
8,L69,-55.179484275755264,200.0,0.2758974213787763,-4.022128113037024e-09,1.4981595054640777e-08
8,L57,-137.44113648607558,400.0,0.34360284121518897,0.0,3.6295488830044942e-09
8,L93,-164.90217398696785,400.0,0.4122554349674196,0.0,5.811177349524124e-09
8,L72,3.7361853890358433e-07,400.0,9.340463472589608e-10,0.0,0.0
8,L98,114.25492088729634,200.0,0.5712746044364817,-3.4967091664920186e-08,1.222483596383808e-09
8,L78,-137.44113723321627,200.0,0.6872056861660814,-6.782867831402138e-10,4.6505668688983574e-08
9,L14,325.12500276764666,400.0,0.8128125069191167,-3.797899937141083e-08,0.0
9,L45,369.26659431322884,400.0,0.9231664857830721,-1.1058089817344764e-07,0.0
9,L46,-44.14159147324937,200.0,0.22070795736624685,-4.658044358545658e-09,1.3189268378524222e-08
9,L69,-27.219339823189234,200.0,0.13609669911594616,-5.7452073172393855e-09,1.090566220923396e-08
9,L57,-153.85840560185196,400.0,0.3846460140046299,0.0,4.539395199809016e-09
9,L93,-61.42195153165668,400.0,0.1535548788291417,0.0,8.659918717475651e-10
9,L72,3.7739155529536817e-07,400.0,9.434788882384204e-10,0.0,0.0
9,L98,41.93418792199616,200.0,0.20967093960998082,-1.3533310103485806e-08,4.523830225599286e-09
9,L78,-153.85840635653045,200.0,0.7692920317826523,-1.7922259119012044e-10,6.630098105839968e-08
10,L14,279.9900194632792,400.0,0.699975048658198,-1.9934408857343372e-08,0.0
10,L45,348.9205392268908,400.0,0.872301348067227,-6.033018610437636e-08,0.0
10,L46,-68.93051999774949,200.0,0.3446525999887474,-3.3581997874736195e-09,1.7408573563083535e-08
10,L69,-2.4295188189555423,200.0,0.012147594094777711,-7.74656009596739e-09,8.183017528759601e-09
10,L57,-157.32946119943563,400.0,0.39332365299858907,0.0,4.803723174640372e-09
10,L93,-3.4288999558980746e-06,400.0,8.572249889745186e-09,0.0,0.0
10,L72,1.5757232153421715e-05,400.0,3.9393080383554286e-08,0.0,0.0
10,L98,-2.429512463692814,200.0,0.012147562318464068,-7.746560867984976e-09,8.183016718301257e-09
10,L78,-157.32949272961417,200.0,0.7866474636480709,-5.354333694797716e-11,7.418994913534274e-08
11,L14,149.4289798775858,400.0,0.37357244969396447,-4.374106215472499e-09,0.0
11,L45,294.9999929845888,400.0,0.737499982461472,-2.4213587664576692e-08,0.0
11,L46,-145.5710133409073,200.0,0.7278550667045366,-4.151424253891863e-10,5.522616336936502e-08
11,L69,-30.031263707271126,200.0,0.15015631853635564,-5.661210014469678e-09,1.1055604202931488e-08
11,L57,-200.00000675164057,400.0,0.5000000168791014,0.0,7.962140044912993e-09
11,L93,1.1773025326312957e-05,400.0,2.9432563315782392e-08,0.0,0.0
11,L72,-2.3970949020085557e-06,400.0,5.992737255021389e-09,0.0,0.0
11,L98,-30.03128736735719,200.0,0.15015643683678595,-5.503695130907323e-09,1.1347192124492857e-08
11,L78,-200.00000195701512,200.0,1.0000000097850756,0.0,112.59092214824298
12,L14,106.18529695958094,400.0,0.26546324239895236,-2.4546081961681395e-09,0.0
12,L45,283.74998500732534,400.0,0.7093749625183133,-2.0902599183178627e-08,0.0
12,L46,-177.56468828149278,200.0,0.8878234414074639,0.0,1.1918508484021067e-07
12,L69,-20.18000213819962,200.0,0.10090001069099809,-6.72398248168527e-09,9.398284440288509e-09
12,L57,-200.00001469980626,400.0,0.5000000367495157,0.0,7.96213898194275e-09
12,L93,4.6864363365379855,400.0,0.011716090841344964,0.0,0.0
12,L72,-6.367508282442334e-06,400.0,1.5918770706105834e-08,0.0,0.0
12,L98,-26.931568420295665,200.0,0.13465784210147833,-4.912696149009919e-09,1.2579293519224919e-08
12,L78,-200.0000019598739,200.0,1.0000000097993695,0.0,112.59095825783506
13,L14,92.62062881342817,400.0,0.23155157203357044,-1.5252501817673484e-09,0.0
13,L45,272.49998837838154,400.0,0.6812499709459539,-1.817589971137057e-08,0.0
13,L46,-179.87935979862303,200.0,0.8993967989931151,0.0,2.1737749739977655e-07
13,L69,2.5647017072948572,200.0,0.012823508536474286,-7.805754580676694e-09,8.121292427505674e-09
13,L57,-200.00001132880783,400.0,0.5000000283220196,0.0,7.962138913835451e-09
13,L93,55.2667592284064,400.0,0.138166898071016,-1.786525174030027e-10,0.0
13,L72,-4.682972061061071e-06,400.0,1.1707430152652678e-08,0.0,0.0
13,L98,-72.66469386560868,200.0,0.36332346932804344,-3.741299672473703e-09,1.5925541464776798e-08
13,L78,-200.00000195987394,200.0,1.0000000097993698,0.0,112.59095980353545
14,L14,85.5234246938144,400.0,0.21380856173453602,-1.103106959299699e-09,0.0
14,L45,266.8749763272732,400.0,0.667187440818183,-1.698536982411591e-08,0.0
14,L46,-181.3515518671269,200.0,0.9067577593356344,0.0,3.652490464903525e-07
14,L69,8.826321076885922,200.0,0.04413160538442961,-7.939831136456077e-09,7.984500127899505e-09
14,L57,-200.0000233686783,400.0,0.5000000584216958,0.0,7.962138484733508e-09
14,L93,66.15693585027238,400.0,0.16539233962568095,-2.9413585238892403e-10,0.0
14,L72,-1.0697245437421923e-05,400.0,2.6743113593554807e-08,0.0,0.0
14,L98,-86.62463022830497,200.0,0.43312315114152483,-3.6575102379392486e-09,1.622914150860627e-08
14,L78,-200.0000019608226,200.0,1.000000009804113,0.0,112.59095966587942
15,L14,84.2640681133873,400.0,0.21066017028346823,-1.4759007003445946e-09,0.0
15,L45,266.87498583102683,400.0,0.6671874645775671,-1.6985368631449904e-08,0.0
15,L46,-182.61091795138336,200.0,0.9130545897569168,0.0,1.6887010708340113e-07
15,L69,-11.616544169354205,200.0,0.058082720846771026,-7.195096254245453e-09,8.800807283421701e-09
15,L57,-200.00001387610624,400.0,0.5000000346902655,0.0,7.962139011364838e-09
15,L93,23.52830223239721,400.0,0.05882075558099302,0.0,0.0
15,L72,-5.956019110833762e-06,400.0,1.4890047777084405e-08,0.0,0.0
15,L98,-50.998131142948964,200.0,0.25499065571474483,-3.923988517116105e-09,1.5299278791854246e-08
15,L78,-200.00000195987397,200.0,1.0000000097993698,0.0,112.59095937388867
16,L14,120.23171727191806,400.0,0.30057929317979515,-2.872465119463172e-09,0.0
16,L45,278.12499307795895,400.0,0.6953124826948973,-1.947632265628065e-08,0.0
16,L46,-157.89327603993758,200.0,0.7894663801996878,-5.709173154844951e-11,7.394193321487025e-08
16,L69,-31.14177630324912,200.0,0.1557088815162456,-5.588619782875351e-09,1.1188254458885523e-08
16,L57,-200.00000665827187,400.0,0.5000000166456797,0.0,7.96214004837025e-09
16,L93,1.1762363411738516e-05,400.0,2.940590852934629e-08,0.0,0.0
16,L72,-2.3504210236362125e-06,400.0,5.8760525590905315e-09,0.0,0.0
16,L98,-31.141799940810838,200.0,0.1557089997040542,-5.422453307292276e-09,1.1503159590541104e-08
16,L78,-200.0000019570151,200.0,1.0000000097850754,0.0,112.5909242326661
17,L14,259.52251932965925,400.0,0.6488062983241482,-1.5572979885968554e-08,0.0
17,L45,338.2106698304522,400.0,0.8455266745761305,-4.8139939393419543e-08,0.0
17,L46,-78.68815073492001,200.0,0.3934407536746001,-2.890492846948132e-09,1.9613162269206162e-08
17,L69,-6.85127450793956,200.0,0.0342563725396978,-7.367200794820356e-09,8.599281528171284e-09
17,L57,-162.41433059587968,400.0,0.4060358264896992,0.0,5.120556244237376e-09
17,L93,-3.4290365745070483e-06,400.0,8.57259143626762e-09,0.0,0.0
17,L72,1.5759242364756678e-05,400.0,3.939810591189169e-08,0.0,0.0
17,L98,-6.85126815229565,200.0,0.03425634076147825,-7.367201545345079e-09,8.599280667380414e-09
17,L78,-162.41436213007754,200.0,0.8120718106503877,0.0,8.557980323310882e-08
18,L14,346.1250029776555,400.0,0.8653125074441388,-5.6680790350660836e-08,0.0
18,L45,381.4325644224042,400.0,0.9535814110560105,-1.9346705345596906e-07,0.0
18,L46,-35.30756137240711,200.0,0.17653780686203555,-5.208042437735969e-09,1.193432769245315e-08
18,L69,-18.925309719329068,200.0,0.09462654859664534,-6.341347591042641e-09,9.939838681333771e-09
