hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.997192095746659e-09,0.0,4000.0,-57624.677044772325
1,N2,-9.9971920711099e-09,0.0,4000.0,-57624.685148131735
1,N3,-9.997192078346549e-09,0.0,4000.0,-57624.68274907304
1,N4,-9.9971920711099e-09,0.0,4000.0,-57863.040082434374
1,N5,-9.997191650265387e-09,371.25,3999.9999997307154,9.970250082007835e-09
1,N6,-9.997191674226981e-09,35.64,3999.999997194952,9.690105020914919e-09
1,N7,-9.9971920711099e-09,0.0,4000.0,-57624.685148131255
1,N8,-9.997191673944608e-09,39.6,3999.9999974754564,9.72109451882343e-09
1,N9,-9.9971920711099e-09,0.0,4000.0,-57624.685148058255
2,N1,-9.997192099492967e-09,0.0,4000.0,-57624.67581212712
2,N2,-9.997192074573348e-09,0.0,4000.0,-57624.68400810461
2,N3,-9.997192080078265e-09,0.0,4000.0,-57624.68217904914
2,N4,-9.997192074573348e-09,0.0,4000.0,-57624.68400803781
2,N5,-9.997191654934871e-09,354.375,3999.9999997178925,9.968833419246302e-09
2,N6,-9.997191677806896e-09,34.02,3999.999997061378,9.675348117148962e-09
2,N7,-9.997192074573348e-09,0.0,4000.0,-57624.684008104115
2,N8,-9.997191677537398e-09,37.8,3999.9999973552403,9.707813305434069e-09
2,N9,-9.997192074573348e-09,0.0,4000.0,-57624.68400804379
3,N1,-9.997192102273417e-09,0.0,4000.0,-57624.67489773032
3,N2,-9.997192077070926e-09,0.0,4000.0,-57624.68318632953
3,N3,-9.99719208132705e-09,0.0,4000.0,-57624.681768147675
3,N4,-9.997192077070926e-09,0.0,4000.0,-57624.68318626491
3,N5,-9.997191658236523e-09,343.125,3999.999999708643,9.967811564139624e-09
3,N6,-9.997191680382161e-09,32.94,3999.99999696503,9.664703793121058e-09
3,N7,-9.997192077070926e-09,0.0,4000.0,-57624.68318632903
3,N8,-9.997191680121245e-09,36.6,3999.999997268527,9.698233413808955e-09
3,N9,-9.997192077070926e-09,0.0,4000.0,-57624.68318627682
4,N1,-9.997192103805099e-09,0.0,4000.0,-57624.67439421253
4,N2,-9.997192078414019e-09,0.0,4000.0,-57624.68274456092
4,N3,-9.997192081998595e-09,0.0,4000.0,-57624.68154725182
4,N4,-9.997192078414019e-09,0.0,4000.0,-57624.68274449704
4,N5,-9.997191659981682e-09,337.5,3999.999999703787,9.967275090208618e-09
4,N6,-9.997191681764123e-09,32.4,3999.999996914447,9.659115523006409e-09
4,N7,-9.997192078414019e-09,0.0,4000.0,-57624.6827445604
4,N8,-9.997191681507499e-09,36.0,3999.9999972230025,9.693203970705771e-09
4,N9,-9.99719207841402e-09,0.0,4000.0,-57624.6827445122
5,N1,-9.99719210130757e-09,0.0,4000.0,-57624.67521599944
5,N2,-9.997192076105062e-09,0.0,4000.0,-57624.68350460027
5,N3,-9.997192080844118e-09,0.0,4000.0,-57624.68192729016
5,N4,-9.997192076105062e-09,0.0,4000.0,-57624.68350453417
5,N5,-9.997191656868707e-09,348.75,3999.9999997133423,9.968330732459953e-09
